,char,movie,mbti,votes
69,Alia Atreides,Dune (2021),ENTP,23 Pdb Votes
70,Bruno,The Boy in the Striped Pajamas (2008),ENTP,114 Pdb Votes
71,Jeremy,Barbie and the Diamond Castle (2008),ENTP,53 Pdb Votes
72,Ian,Barbie and the Diamond Castle (2008),ENTP,37 Pdb Votes
73,Humphrey,Alpha And Omega,ENTP,96 Pdb Votes
74,Peter Loew,Vampire's Kiss (1989),ENTP,44 Pdb Votes
75,Fletcher Reede,Liar Liar (1997),ENTP,150 Pdb Votes
76,Valentine McKee,Tremors,ENTP,16 Pdb Votes
77,RJ,Over The Hedge (2006),ENTP,290 Pdb Votes
78,Rumpelstiltskin,Shrek (Franchise),ENTP,426 Pdb Votes
79,Judy Shepherd,Jumanji (1995),ENTP,66 Pdb Votes
80,Ace Ventura,Ace Ventura: Pet Detective (1994),ENTP,280 Pdb Votes
81,Stuart,Despicable Me (Franchise),ENTP,387 Pdb Votes
82,P.T. Barnum,The Greatest Showman (2017),ENTP,666 Pdb Votes
83,Jaq,Cinderella (1950),ENTP,122 Pdb Votes
84,Daphne Kluger,Ocean's 8 (2018),ENTP,181 Pdb Votes
85,John Milton,The Devil's Advocate (1997),ENTP,388 Pdb Votes
86,Buck,Ice Age (Franchise),ENTP,602 Pdb Votes
87,Freddy Krueger,A Nightmare on Elm Street (Franchise),ENTP,400 Pdb Votes
88,Rhett Butler,Gone with the Wind (1939),ENTP,375 Pdb Votes
89,Ferris Bueller,Ferris Bueller's Day Off (1986),ENTP,1k Pdb Votes
90,Flik,A Bug's Life (1998),ENTP,301 Pdb Votes
91,Sean Parker,The Social Network (2010),ENTP,371 Pdb Votes
92,Михаил Горшенёв,Король и Шут,ENTP,7 Pdb Votes
93,Jamie Hughes,Totally Killer (2023),ENTP,109 Pdb Votes
94,Monkey King,The Monkey King,ENTP,54 Pdb Votes
95,Mirage,Transformers: Rise of the Beasts,ENTP,148 Pdb Votes
96,Alex Claremont-Diaz,"Red, White and Royal Blue (2023)",ENTP,373 Pdb Votes
97,Gabbi Broussard,Do Revenge (2022),ENTP,531 Pdb Votes
98,Xibalba,The Book of Life (2014),ENTP,97 Pdb Votes
99,Staci,Boss Baby (Franchise),ENTP,62 Pdb Votes
100,Robin Hood,Robin Hood (2018),ENTP,28 Pdb Votes
101,Art the Clown,Terrifier,ENTP,267 Pdb Votes
102,Jorge,The Maze Runner (Film Trilogy),ENTP,58 Pdb Votes
103,Magic Mirror,Shrek (Franchise),ENTP,97 Pdb Votes
104,Andie Anderson,How to Lose a Guy in 10 days,ENTP,242 Pdb Votes
105,Vinny Gambini,My Cousin Vinny (1992),ENTP,88 Pdb Votes
106,Polite Leader,The Purge (Franchise),ENTP,145 Pdb Votes
107,Kevin,The Barbie Diaries,ENTP,26 Pdb Votes
108,Bruce Robertson,Filth (2013),ENTP,165 Pdb Votes
109,Lieutenant Daniel Alastair Kaffee,A Few Good Men (1992),ENTP,94 Pdb Votes
110,Royal Tenenbaum,The Royal Tenenbaums (2001),ENTP,161 Pdb Votes
111,Paul Avery,Zodiac (2007),ENTP,160 Pdb Votes
112,Chicken Little,Chicken Little (2005),ENTP,353 Pdb Votes
113,Ranchoddas Shamaldas Chanchad,3 Idiots (2009),ENTP,463 Pdb Votes
114,Private J.T. “Joker” Davis,Full Metal Jacket (1987),ENTP,269 Pdb Votes
115,Wallace,Wallace and Gromit,ENTP,232 Pdb Votes
116,Buster Moon,Sing (Franchise),ENTP,497 Pdb Votes
117,The Baker's Wife,Into the Woods (2014),ENTP,53 Pdb Votes
118,Buster Scruggs,The Ballad of Buster Scruggs (2018),ENTP,136 Pdb Votes
119,Officer Slater,Superbad (2007),ENTP,140 Pdb Votes
120,Nya,The Lego Movie (Franchise),ENTP,71 Pdb Votes
121,Clopin,The Hunchback of Notre Dame (1996),ENTP,180 Pdb Votes
122,Jareth the Goblin King,Labyrinth (1986),ENTP,328 Pdb Votes
123,Mia Wallace,Pulp Fiction (1994),ENTP,1.1k Pdb Votes
124,Captain Hook,Peter Pan (1953),ENTP,333 Pdb Votes
125,"Benjamin ""Benji"" Dunn",Mission: Impossible (Franchise),ENTP,127 Pdb Votes
126,Dr. Ian Malcolm,Jurassic Park / Jurassic World (Film Franchise),ENTP,631 Pdb Votes
127,TARS,Interstellar (2014),ENTP,204 Pdb Votes
128,Seneca Crane,The Hunger Games (Franchise),ENTP,166 Pdb Votes
129,Eames,Inception (2010),ENTP,305 Pdb Votes
130,Rafiki,The Lion King (Franchise),ENTP,670 Pdb Votes
131,George Weasley,Harry Potter / Wizarding World Films,ENTP,1.1k Pdb Votes
132,Fred Weasley,Harry Potter / Wizarding World Films,ENTP,1.1k Pdb Votes
133,Commander Charles,The Americanization of Emily (1964),ENTP,2 Pdb Votes
134,Aju,Aavesham (2024),ENTP,3 Pdb Votes
135,Tiger,Monkey Man (2024),ENTP,8 Pdb Votes
136,King,The Blackening (2022),XXXX,12 Pdb Votes
137,Park Sung-bae,Asura: The City of Madness,ENTP,13 Pdb Votes
138,Beatboxing Puppy,Our Drawings (Calobi Productions),ENTP,7 Pdb Votes
139,Cyrus,Lift (2024),ENTP,24 Pdb Votes
140,Bendy,BENDY and THE INK MACHINE (2025),ENTP,19 Pdb Votes
141,Joseph,Journey to Bethlehem (2023),ENTP,23 Pdb Votes
142,Кащей,Слово пацана. Кровь на асфальте / Slovo patsana,ENTP,203 Pdb Votes
143,Royal Butler Preminger,Barbie In The 12 Dancing Princesses (2006),XXXX,18 Pdb Votes
144,Leo Das,Lokesh Cinemeatic Universe ( LCU),ENTP,50 Pdb Votes
145,Dante Reyes,The Fast and the Furious (Film Franchise),ENTP,47 Pdb Votes
146,Weird Barbie,Barbie (2023),ENTP,414 Pdb Votes
147,John Malcolm,Separate Tables (1958),XXXX,3 Pdb Votes
148,Bus Driver,K-12 (2019),XXXX,21 Pdb Votes
149,Nanhe（南河）,Deep Sea（深海）,ENTP,18 Pdb Votes
150,Tristian Voy,Horror,ENTP,6 Pdb Votes
151,Skipper Roberts,Barbie & Her Sisters in a Pony Tale (2013),ENTP,11 Pdb Votes
152,Carver,Bullet Train,ENTP,15 Pdb Votes
153,Cranky Kong,The Super Mario Bros. Movie (2023),ENTP,111 Pdb Votes
154,Valentino,Wish (2023),ENTP,31 Pdb Votes
155,Bumpty Fluzoo,Grown Ups,XXXX,12 Pdb Votes
156,Grace,Mission: Impossible (Franchise),ENTP,135 Pdb Votes
157,Edward Teller,Oppenheimer (2023),ENTP,216 Pdb Votes
158,Irina,Watcher,ENTP,18 Pdb Votes
159,Dr. Arliss Loveless,Wild Wild West (1999),ENTP,37 Pdb Votes
160,Young Adam,The Adam Project,ENTP,161 Pdb Votes
161,Meiko,"Wheel of Fortune and Fantasy (2021, 偶然と想像)",ENTP,19 Pdb Votes
162,Vikram Govindan,Murder Mystery (2019),ENTP,23 Pdb Votes
163,Camilo Madrigal,Encanto (2021),ENTP,2.4k Pdb Votes
164,Dr. Livesey,Treasure Island (1988),ENTP,356 Pdb Votes
165,Murph,Like Mike (2002),ENTP,7 Pdb Votes
166,Otto,Barbie As Rapunzel (2002),ENTP,42 Pdb Votes
167,Billy the Puppet,Saw Series (2004),ENTP,102 Pdb Votes
168,Shelby Forthright,WALL-E (2008),ENTP,25 Pdb Votes
169,Gonner,"Daddy, I'm a Zombie",ENTP,42 Pdb Votes
170,Finn Oxford,Barbie in Rock 'N Royals (2015),ENTP,18 Pdb Votes
171,"Kabir ""Bunny"" Thapar",Yeh Jawaani Hai Deewani,ENTP,104 Pdb Votes
172,Zeki Müller,Fack ju Göhte,ENTP,86 Pdb Votes
173,Felix,Barbie In The 12 Dancing Princesses (2006),ENTP,27 Pdb Votes
174,Beverly Sutphin,Serial Mom,ENTP,21 Pdb Votes
175,"Edward Carver ""Water Street Butcher""",The Poughkeepsie Tapes,ENTP,38 Pdb Votes
176,Lila,Barbie of Swan Lake (2003),ENTP,46 Pdb Votes
177,Jonathan Jacobo,Scooby-Doo (2002),ENTP,9 Pdb Votes
178,Alebrije,La Leyenda de la Nahuala,ENTP,68 Pdb Votes
179,Herb Overkill,Despicable Me (Franchise),ENTP,174 Pdb Votes
180,Harry Chapman,About Time (2013),ENTP,53 Pdb Votes
181,Aman Mathur,Kal Ho Naa Ho,ENTP,99 Pdb Votes
182,Dave / Dr. Octavius Brine,Madagascar (Franchise),ENTP,130 Pdb Votes
183,Bruno Antony,Strangers on a Train (1951),ENTP,43 Pdb Votes
184,Eddie,Ice Age (Franchise),ENTP,102 Pdb Votes
185,Timothy Q. Mouse,Dumbo (1941),ENTP,70 Pdb Votes
186,Stu,Phone Booth (2002),ENTP,27 Pdb Votes
187,Pilot Kelson,Highway (2002),ENTP,23 Pdb Votes
188,Kirby Reed,Scream (Franchise),ENTP,214 Pdb Votes
189,Lon Hammond,The Notebook (2004),ENTP,39 Pdb Votes
190,Rango,Rango,ENTP,485 Pdb Votes
191,“Mad” Madam Mim,The Sword in the Stone (1963),ENTP,89 Pdb Votes
192,Vada Margaret Sultenfuss,My Girl (Film Series),ENTP,188 Pdb Votes
193,Theo,Die Hard,ENTP,59 Pdb Votes
194,Zarina,Tinker Bell (2008),ENTP,286 Pdb Votes
195,Theodore Finch,All the Bright Places (2020),ENTP,405 Pdb Votes
196,Simon Gruber,Die Hard,ENTP,44 Pdb Votes
197,Zodiac Killer,Zodiac (2007),ENTP,111 Pdb Votes
198,Charlie Frost,2012 (2009 disaster film),ENTP,31 Pdb Votes
199,Fletcher,The Gentlemen (2019),ENTP,114 Pdb Votes
200,Chevalier de Balibari,Barry Lyndon (1975),ENTP,43 Pdb Votes
201,Salvatore Di Vita,Cinema Paradiso (1988),ENTP,66 Pdb Votes
202,Doctor John Dolittle,Dolittle (2020),ENTP,90 Pdb Votes
203,Kevin Gnapoor,Mean Girls (2004),ENTP,332 Pdb Votes
204,Mark Hanna,The Wolf of Wall Street (2013),ENTP,230 Pdb Votes
205,Scott Calvin / Santa Claus,The Santa Clause (trilogy),ENTP,130 Pdb Votes
206,One,6 Underground (2019),ENTP,46 Pdb Votes
207,Janessa,Barbie In The 12 Dancing Princesses (2006),ENTP,41 Pdb Votes
208,Isla,Barbie In The 12 Dancing Princesses (2006),ENTP,30 Pdb Votes
209,Captain Klenzendorf,Jojo Rabbit (2019),ENTP,192 Pdb Votes
210,"Edward ""Eddie"" Morra",Limitless (2011),ENTP,95 Pdb Votes
211,Fish Out of Water,Chicken Little (2005),ENTP,119 Pdb Votes
212,Jake Jensen,The Losers (2010),ENTP,17 Pdb Votes
213,Barry B. Benson,Bee Movie (2007),ENTP,355 Pdb Votes
214,Roddy St. James,Flushed Away (2006),ENTP,248 Pdb Votes
215,Dr. Buddy Rydell,Anger Management (2003),ENTP,44 Pdb Votes
216,Cheshire Cat,Alice in Wonderland / Through the Looking Glass (2010 - 2016),ENTP,480 Pdb Votes
217,Ted Bundy,"Extremely Wicked, Shockingly Evil and Vile (2019)",ENTP,196 Pdb Votes
218,Bowery King,John Wick,ENTP,137 Pdb Votes
219,"Ronald Reagan ""Bodhi""",Point Break (1991),ENTP,99 Pdb Votes
220,Ferdinand,Babe (1995),XXXX,13 Pdb Votes
221,Jesse Swanson,Pitch Perfect (Series),ENTP,167 Pdb Votes
222,Will Newman,Five Feet Apart (2019),ENTP,226 Pdb Votes
223,Harry Burns,When Harry Met Sally... (1989),ENTP,244 Pdb Votes
224,Mary Jackson,Hidden Figures (2016),ENTP,89 Pdb Votes
225,Guy,The Croods (Franchise),ENTP,333 Pdb Votes
226,The Mask,The Mask (1994),ENTP,460 Pdb Votes
227,Zigzag,The Thief and the Cobbler (1993),ENTP,40 Pdb Votes
228,Joe Chandler,Manchester by the Sea (2016),ENTP,13 Pdb Votes
229,Jack Vincennes,L.A. Confidential (1997),ENTP,62 Pdb Votes
230,Fester Addams,The Addams Family,ENTP,322 Pdb Votes
231,Héctor,Coco (2017),ENTP,635 Pdb Votes
232,Wallace Wells,Scott Pilgrim vs. the World (2010),ENTP,420 Pdb Votes
233,"Simon ""Sick Boy"" Williamson",Trainspotting (1996),ENTP,341 Pdb Votes
234,Dr. Strangelove,Dr. Strangelove (1964),ENTP,120 Pdb Votes
235,Molly Brown,Titanic (1997),ENTP,140 Pdb Votes
236,Dennis Nedry,Jurassic Park / Jurassic World (Film Franchise),ENTP,163 Pdb Votes
237,"Meriadoc ""Merry"" Brandybuck",The Lord of the Rings (Film Trilogy),ENTP,376 Pdb Votes
238,Ex-CIA Agent/Prisoner,World War Z (2013),XXXX,1 Pdb Vote
239,Pedro Mendonca,Os Huios,XXXX,1 Pdb Vote
240,Leonardo José,Os Huios,XXXX,1 Pdb Vote
241,Professor Groeteschele,Fail Safe (1964),ENTP,8 Pdb Votes
242,Earl Dopler,Clockstoppers (2002),XXXX,1 Pdb Vote
243,Bhagat,Doctor [Tamil] - 2021,XXXX,1 Pdb Vote
244,Marcus,The Maze Runner (Film Trilogy),XXXX,1 Pdb Vote
245,Professor Krassman,The Muppet Movie (1979),XXXX,1 Pdb Vote
246,''Protagonista Criança'',ESCONDIDO,XXXX,1 Pdb Vote
247,''Protagonista'',ESCONDIDO,ENTP,8 Pdb Votes
248,Mac McGrath,Mr. Deeds (2002),XXXX,5 Pdb Votes
249,George,Never Been Kissed (1999),XXXX,1 Pdb Vote
250,Water Gun Brat,The Final Destination (2009),XXXX,1 Pdb Vote
251,Denis Payton,Having A Wild Weekend ( 1965),ENTP,10 Pdb Votes
252,Aunt Martha,On Moonlight Bay (series),ENTP,2 Pdb Votes
253,Rapper,Lord of the Flies (1990),XXXX,1 Pdb Vote
254,"Harold Patterson ""Rick Maltese"" ",Hot Air (2016),XXXX,1 Pdb Vote
255,Fiedler,Enemy of the state,XXXX,1 Pdb Vote
256,Daniel Leon Zavitz,Enemy of the state,XXXX,1 Pdb Vote
257,Jason Korda,Ripper (2001),ESFJ,1 Pdb Vote
258,Steve-O (Darius Peltz),Inside Man (2006),ESTP,2 Pdb Votes
259,Eric,Exotica (1994),ENTP,10 Pdb Votes
260,Blinker,Victoria (2015),XXXX,1 Pdb Vote
261,Horst,Shrek (Franchise),XXXX,2 Pdb Votes
262,Dieter,Shrek (Franchise),XXXX,2 Pdb Votes
263,Heimlich,Shrek (Franchise),XXXX,2 Pdb Votes
264,Pirro,La Chimera,XXXX,1 Pdb Vote
265,James Holt,The Devil Wears Prada (2006),XXXX,1 Pdb Vote
266,Alfredo Cibils,La Sociedad de la Nieve (Society of the Snow),XXXX,4 Pdb Votes
267,"Sofía ""Sofi"" Fojo",Señora Influencer (2023),ENTP,6 Pdb Votes
268,Sparky,Five Nights at Freddy's (Movie),XXXX,3 Pdb Votes
269,Boogaloo Jones,"Hey, Good Lookin' (1982)",ENTP,2 Pdb Votes
270,Insomnia,Orion and the Dark (2024),ENTP,15 Pdb Votes
271,Jan Sienkiewicz,Piep*zyć Mickiewicza,ENTP,8 Pdb Votes
272,Charles Seaboldt,Detachment,ENTP,5 Pdb Votes
273,Leo,Anyone but You,ENTP,15 Pdb Votes
274,Денис Коневич,Слово пацана. Кровь на асфальте / Slovo patsana,ENTP,43 Pdb Votes
275,Rudy Ray Moore,Dolemite Is My Name (2019),ENTP,4 Pdb Votes
276,John Carver,Thanksgiving (2023),ENTP,17 Pdb Votes
277,Roberta Williams,Mars Express,ENTP,2 Pdb Votes
278,Sami,Six and Five 2011 (شیش و بش),ENTP,2 Pdb Votes
279,Jina,Beauty Water (기기괴괴 성형수),ENTP,3 Pdb Votes
280,Louis XV,Jeanne Du Barry,ENTP,2 Pdb Votes
281,Saori Mugino,Monster (2023),ENTP,26 Pdb Votes
282,Johnny English,Johnny English Strikes Again (2018),XXXX,10 Pdb Votes
283,Kelsie Morrison,Killers of the Flower Moon,ENTP,10 Pdb Votes
284,Aiden,Argylle (2024),ENTP,35 Pdb Votes
285,Garrett,Going the Distance,ENTP,7 Pdb Votes
286,Richi,Ulidavaru Kandanthe,ENTP,7 Pdb Votes
287,Malcolm,A Haunted House (2013),XXXX,1 Pdb Vote
288,Arif Işık,Gora-Arog-V216 Triology,ENTP,5 Pdb Votes
289,Jason Shepherd,Big Fat Liar (2002),ENTP,6 Pdb Votes
290,Father Kent,Haunted Mansion (2023),ENTP,62 Pdb Votes
291,Ty,The Beanie Bubble (2023),ENTP,6 Pdb Votes
292,Ariadne Oliver,A Haunting in Venice,ENTP,40 Pdb Votes
293,Hayato Ichimonji/Kamen Rider  No. 2,Shin Kamen Rider,ENTP,12 Pdb Votes
294,Professor Emelius Browne,Bedknobs and Broomsticks (1971),ENTP,3 Pdb Votes
295,Sum,Kung Fu Panda (Franchise),ISTP,1 Pdb Vote
296,Rabia,Kung Fu Panda (Franchise),XXXX,1 Pdb Vote
297,Adam Cook,An American in Paris (1951),ENTP,5 Pdb Votes
298,Irvine,Heaven's Gate (1980),XXXX,1 Pdb Vote
299,Spoderman,Spider-Man: Across the Spider-Verse (2023),ENTP,28 Pdb Votes
300,"Pter Ptarker ""Spider-Rex""",Spider-Man: Across the Spider-Verse (2023),ENTP,22 Pdb Votes
301,Doctor Livesey,Treasure Island (1934),ENTP,2 Pdb Votes
302,Yuken Odajima,High & Low The Worst X (Cross),ENTP,11 Pdb Votes
303,Charger R/T,The Fast and the Furious (Film Franchise),ENTP,125 Pdb Votes
304,Form VI - Niman (Lightsaber Forms),Star Wars,ENTP,12 Pdb Votes
305, Kenneth Wayne ,Smilin' Through (1932),ENTP,2 Pdb Votes
306,Bill Smith ,Come Live with Me (1941),ENTP,3 Pdb Votes
307, Captain Jeffrey Spaulding,Animal Crackers (1930),XXXX,1 Pdb Vote
308,Petruchio,The Taming of the Shrew (1929),ENTP,10 Pdb Votes
309,Gabriele Amorth,The Pope's Exorcist (2023),ENTP,49 Pdb Votes
310,"Lyla ""LYrate Lifeform Approximation""",Spider-Man: Across the Spider-Verse (2023),ENTP,158 Pdb Votes
311,Henk Rogers,Tetris (2023),ENTP,39 Pdb Votes
312,"Mike ""Bugsy"" Moran",The Perfect Storm (2000),ENTP,4 Pdb Votes
313,María Álvarez,Bandidas,ENTP,3 Pdb Votes
314,Joe Walters,Monster House (2006),ENTP,4 Pdb Votes
315,Mr. Universe,Serenity (2005),ISTP,1 Pdb Vote
316,Logan,Malibu Rescue,ESFP,4 Pdb Votes
317,Marshall,Mr. Brooks (2007),ENTP,5 Pdb Votes
318,Alice Liddell (in childhood),Dreamchild (1985 film),ENTP,5 Pdb Votes
319,Chuck Tatum,Ace in the Hole (1951),ENTP,17 Pdb Votes
320,"Seth, God of Chaos",Night at the Museum: Kahmunrah Rises Again (2022),XXXX,1 Pdb Vote
321,Suneo Honekawa,Stand By Me Doraemon 2 (2020),XXXX,12 Pdb Votes
322,Лукас Линч,Linch,ENTP,33 Pdb Votes
323,Father Matthew Thomas,Priest (1994 film),XXXX,4 Pdb Votes
324,The Smile Entity,Smile,ENTP,39 Pdb Votes
325,Uncle Hobart,Ramona and Beezus (2010),ENTP,12 Pdb Votes
326,Paul Terenzi,Killer Klowns from Outer Space (1988),XXXX,4 Pdb Votes
327,Vincent Larchet,Le Prénom (2012),ENTP,13 Pdb Votes
328,Kairi Okayasu,Peach Girl (2017),XXXX,30 Pdb Votes
329,Prognosticator,A Ghost Story (2017),ENTP,4 Pdb Votes
330,Anadil,The School for Good and Evil,XXXX,8 Pdb Votes
331,Sherlock Holmes,Tom and Jerry Meet Sherlock Holmes,XXXX,4 Pdb Votes
332,Joel,Smile,ENTP,55 Pdb Votes
333,Miles Bron,Glass Onion: A Knives Out Mystery (2022),ENTP,524 Pdb Votes
334,Bartolomeo Bonelli,Smetto quando voglio (I can quit whenever I want),ENTP,9 Pdb Votes
335,Kolka (Колька),Walking the Streets of Moscow (Я шагаю по Москве),ENTP,10 Pdb Votes
336,Laszlo Sosa,The Gray Man,ENTP,13 Pdb Votes
337,A-Lan,Z-O-M-B-I-E-S (2018),ENTP,16 Pdb Votes
338,Don Rickles,The Irishman (2019),ENTP,2 Pdb Votes
339,Leo Köpernick,See How They Run (2022),ENTP,25 Pdb Votes
340,Dae Gil,The Witch: Part 2. The Other One,ENTP,9 Pdb Votes
341,"Bang Lee Onn ""Lobang""",Ah boys to men,ENTP,14 Pdb Votes
342,Scott,Wrong Turn (2003),ENTP,24 Pdb Votes
343,Ana Ceci Flores ''La mustia'',Perras 2011,ENTP,7 Pdb Votes
344,Husband,Windfall (2022),ENTP,10 Pdb Votes
345,Walter Nelson,Despicable Me (Franchise),ENTP,18 Pdb Votes
346,Sidney Falco,Sweet Smell of Success (1957),ENTP,17 Pdb Votes
347,Hank Fallon,White Heat (1949),XXXX,1 Pdb Vote
348,Adam Reed,The Adam Project,ENTP,179 Pdb Votes
349,Nick Feinstein,The Fallout,ENTP,46 Pdb Votes
350,Saki Matsuura,One Cut of the Dead,ENTP,6 Pdb Votes
351,Trey,Superhero Movie (2008),ENTP,9 Pdb Votes
352,Mambo,Happily N'Ever After,ENTP,31 Pdb Votes
353,Gonzo Gonzales,Die Wilden Kerle,ENTP,12 Pdb Votes
354,Alex West,Lara Croft: Tomb Raider (2001),ENTP,11 Pdb Votes
355,The Analyst,The Matrix Trilogy,ENTP,74 Pdb Votes
356,John Lennon (Help!),Help! (1965),ENTP,31 Pdb Votes
357,Sua,ATM: Er Rak Error (2012),ENTP,1 Pdb Vote
358,Garfield,Garfield: A Tail of Two Kitties,ENTP,12 Pdb Votes
359,Maneki-neko,As the Gods Will,ENTP,6 Pdb Votes
360,Ben Stone,The Family Stone,ENTP,13 Pdb Votes
361,Marie Foster,The Man in the Moon (1991),XXXX,1 Pdb Vote
362,Peker Mengen,Kolonya Cumhuriyeti,XXXX,4 Pdb Votes
363,"Bob ""Drillbit"" Taylor",Drillbit Taylor (2008),XXXX,21 Pdb Votes
364,Tyler Maxwell,Chrissa Stands Strong (2009),ENTP,5 Pdb Votes
365,"Irwin ""Fletch"" Fletcher",Fletch (1985),ENTP,19 Pdb Votes
366,School of Moonfish,Finding Nemo (Franchise),ENTP,13 Pdb Votes
367,Cedric,Think Like a Man (2012),XXXX,15 Pdb Votes
368,Richard Harrington,Dead End (2003),XXXX,6 Pdb Votes
369,Carnival Barker,Despicable Me (Franchise),ENTP,39 Pdb Votes
370,Julian,Less Than Zero,ENTP,10 Pdb Votes
371,Leti,Bring It On: All or Nothing (2006),ENTP,16 Pdb Votes
372,The Zone,Stalker (1979) (Сталкер),ENTP,35 Pdb Votes
