,char,movie,mbti,votes
68,Valerie,Valerie and Her Week of Wonders,INFP,178 Pdb Votes
69,Angie Steadman,Diary of a Wimpy Kid (Series),INFP,190 Pdb Votes
70,Emma,La Vie d'Adèle (Blue Is The Warmest Color; 2013),INFP,160 Pdb Votes
71,Eleanor,Alvin And The Chipmunks (2007),INFP,268 Pdb Votes
72,Carlos de Vil,Descendants (Franchise),INFP,526 Pdb Votes
73,Michael “Goob” Yagoobian / Bowler Hat Guy,Meet the Robinsons (2007),INFP,525 Pdb Votes
74,Bonnie Anderson,Toy Story (Franchise),INFP,227 Pdb Votes
75,Cecilia Lisbon,The Virgin Suicides (2000),INFP,441 Pdb Votes
76,Melody,The Little Mermaid (1989),INFP,421 Pdb Votes
77,Briony Tallis,Atonement (2007),INFP,189 Pdb Votes
78,"August ""Auggie"" Pullman",Wonder (2017),INFP,281 Pdb Votes
79,"Murphy ""Murph"" Cooper",Interstellar (2014),INFP,709 Pdb Votes
80,Sleeping Beauty,Jack and the Beanstalk (2009),INFP,3 Pdb Votes
81,Sachin Santhosh,Premalu (2024),INFP,6 Pdb Votes
82,Belle,La Belle et la Bête (2014),INFP,12 Pdb Votes
83,Samuel Maleski,Anatomy of a Fall (2023),INFP,95 Pdb Votes
84,Douglas,Dogman,INFP,47 Pdb Votes
85,Adam,All of Us Strangers,INFP,46 Pdb Votes
86,Ethan Landry,Scream (Franchise),INFP,241 Pdb Votes
87,Sully,Bones and All,INFP,57 Pdb Votes
88,Charlie,The Whale (2022),INFP,427 Pdb Votes
89,Simon Aumar,Dungeons & Dragons: Honor Among Thieves (2023),INFP,354 Pdb Votes
90,Tsukishima Shizuku,Mimi wo Sumaseba (Whisper of the Heart),INFP,20 Pdb Votes
91,Sejanus Plinth,The Ballad of Songbirds and Snakes (2023),INFP,299 Pdb Votes
92,Waymond Wang,Everything Everywhere All At Once,INFP,1.1k Pdb Votes
93,Kinu Hachiya,I Fell in Love Like a Flower Bouquet (2021),INFP,50 Pdb Votes
94,Maurice,Rise of the Planet of Apes,INFP,89 Pdb Votes
95,Davina,I Believe in Unicorns,INFP,216 Pdb Votes
96,Travis Henderson,"Paris, Texas (1984)",INFP,52 Pdb Votes
97,Lars Lindstrom,Lars and the Real Girl,INFP,125 Pdb Votes
98,Angela Weber,Twilight (Franchise),INFP,92 Pdb Votes
99,Mallick,Saw Series (2004),INFP,40 Pdb Votes
100,Winifred “Winnie” Foster,Tuck Everlasting (2002),INFP,70 Pdb Votes
101,Young Neil Nordegraf,Scott Pilgrim vs. the World (2010),INFP,101 Pdb Votes
102,Doris,Terkel in Trouble (Terkel i knibe; 2004),INFP,21 Pdb Votes
103,Brigitte Fitzgerald,Ginger Snaps (2000-2004),INFP,223 Pdb Votes
104,Walter Mitty,The Secret Life of Walter Mitty (2013),INFP,243 Pdb Votes
105,Susie Salmon,The Lovely Bones (2009),INFP,239 Pdb Votes
106,Gatsby Welles,A Rainy Day in New York (2019),INFP,239 Pdb Votes
107,Hermann Kermit Warm,The Sisters Brothers (2018),INFP,40 Pdb Votes
108,Amelia “Mia” Thermopolis,The Princess Diaries (2001),INFP,641 Pdb Votes
109,Astrid Magnussen,White Oleander (2002),INFP,215 Pdb Votes
110,Tyrone,Snatch (2000),INFP,31 Pdb Votes
111,Johnny,Sing (Franchise),INFP,235 Pdb Votes
112,Nutmeg,Isle of Dogs (2018),INFP,95 Pdb Votes
113,Kelsi,High School Musical (Film Trilogy),INFP,223 Pdb Votes
114,Alan Garner,The Hangover Trilogy,INFP,401 Pdb Votes
115,Susan Parrish,Meet Joe Black (1998),INFP,153 Pdb Votes
116,Evan,Superbad (2007),INFP,404 Pdb Votes
117,Bashful,Snow White and the Seven Dwarfs (1937),INFP,143 Pdb Votes
118,Theodore Twombly,Her (2013),INFP,649 Pdb Votes
119,Ricky Fitts,American Beauty (1999),INFP,491 Pdb Votes
120,Charlotte,Lost in Translation (2003),INFP,304 Pdb Votes
121,Diane Selwyn,Mulholland Drive (2001),INFP,222 Pdb Votes
122,"Wilhelmina ""Mina"" Murray/Harker",Bram Stoker's Dracula (1992),INFP,92 Pdb Votes
123,Lydia Deetz,Beetlejuice (1988),INFP,773 Pdb Votes
124,Lucy Pevensie,The Chronicles of Narnia (Film Trilogy),INFP,853 Pdb Votes
125,"Arthur ""Artie"" Pendragon",Shrek (Franchise),INFP,365 Pdb Votes
126,Ofelia,Pan's Labyrinth (2006) (El laberinto del fauno),INFP,398 Pdb Votes
127,Babydoll,Sucker Punch (2011),INFP,166 Pdb Votes
128,Buttercup,The Princess Bride (1987),INFP,325 Pdb Votes
129,Maria Kirgiz,Ayat-Ayat Cinta (2008),INFP,4 Pdb Votes
130,Ishimori Uka,Honey Lemon Soda (2021),INFP,9 Pdb Votes
131,Mahmut,Uzak / Distant (2002),INFP,20 Pdb Votes
132,Elita-1,Transformers One,INFP,2 Pdb Votes
133,Alejandro,Problemista (2023),INFP,5 Pdb Votes
134,Sam,Into The Blue (2005),INFJ,4 Pdb Votes
135,Klara,Klara and the Sun,INFP,3 Pdb Votes
136,Elijah,The Book of Clarence (2024),INFP,4 Pdb Votes
137,Кирилл,Слово пацана. Кровь на асфальте / Slovo patsana,INFP,40 Pdb Votes
138,Cathleen ,Novitiate,XXXX,3 Pdb Votes
139,Paul Matthews,Dream Scenario (2023),INFP,40 Pdb Votes
140,Crazy eyes,Spies in Disguise (2020),XXXX,4 Pdb Votes
141,Wan,Man Suang (2023),XXXX,3 Pdb Votes
142,Cinderella,Once Upon a Crime,INFP,38 Pdb Votes
143,Takeshi Hongo/Kamen Rider,Shin Kamen Rider,INFP,34 Pdb Votes
144,Arthur,Past Lives (2023),INFP,86 Pdb Votes
145,Marie Louise,"Napoleon ""Kitbag"" (2023)",INFP,4 Pdb Votes
146,Wheeljack,Transformers: Rise of the Beasts,INFP,56 Pdb Votes
147,Emily Brontë,Emily,INFP,86 Pdb Votes
148,Abby Schmidt,Five Nights at Freddy's (Movie),INFP,509 Pdb Votes
149,Mary Henry ,Carnival of souls (1962),INFP,5 Pdb Votes
150,Kim Yeon-Doo,20th Century Girl (2022),INFP,118 Pdb Votes
151,Marcel,Marcel the Shell with Shoes On,INFP,80 Pdb Votes
152,Катя Кузнецова,Курьер(1986),INFP,14 Pdb Votes
153,Natascha Kampusch,3096 Days,INFP,33 Pdb Votes
154,Carter Murphy Mayhew,Turning Red (2022),INFP,52 Pdb Votes
155,Abby,Let Me In,INFP,19 Pdb Votes
156,C.S. Lewis,Shadowlands (1993),INFP,20 Pdb Votes
157,Samantha Mackenzie,First Daughter (2004),XXXX,34 Pdb Votes
158,Augie,Scouts Guide to the Zombie Apocalypse,INFP,10 Pdb Votes
159,Eternal Sunshine of the Spotless Mind (Movie),Eternal Sunshine of the Spotless Mind (2004),INFP,63 Pdb Votes
160,Albert Shaw/The Grabber,The Black Phone,INFP,259 Pdb Votes
161,Female Morphling,The Hunger Games (Franchise),XXXX,12 Pdb Votes
162,"Charles ""Little Charles"" Aiken Jr.",August: Osage County (2013),INFP,12 Pdb Votes
163,Kristyn Farraday,Barbie and the Pink Shoes,XXXX,48 Pdb Votes
164,Norman Maclean,A River Runs Through It,INFP,53 Pdb Votes
165,Christiane Génessier,Les Yeux sans visage (1960),INFP,15 Pdb Votes
166,Fengxi,The Legend of Hei (2019),INFP,56 Pdb Votes
167,Constance Lane,World War Z (2013),INFP,4 Pdb Votes
168,Lindy Taylor,Beastly (2011),INFP,32 Pdb Votes
169,Juliet Capulet,Romeo + Juliet (1996),INFP,188 Pdb Votes
170,Madison Russell,Godzilla vs. Kong,INFP,78 Pdb Votes
171,Ray Singh,The Lovely Bones (2009),INFP,23 Pdb Votes
172,Sherwin,In a Heartbeat (2017),INFP,82 Pdb Votes
173,"Eloise ""Ellie"" Turner",Last Night in Soho (2021),INFP,378 Pdb Votes
174,Leo San Juan,La Leyenda de la Nahuala,INFP,92 Pdb Votes
175,Emma Morley,One Day (2011),INFP,132 Pdb Votes
176,Joel Dawson,Love and Monsters (2020),INFP,271 Pdb Votes
177,Jamie Bartlett,Read it and Weep (2006),INFP,13 Pdb Votes
178,Fire Lord Ozai,The Last Airbender (2010),INFP,54 Pdb Votes
179,Vincent van Gogh,At Eternity's Gate (2018),INFP,30 Pdb Votes
180,Tristan Thorn,Stardust (2007),INFP,71 Pdb Votes
181,George Zinavoy,The Art Of Getting By,INFP,62 Pdb Votes
182,Joe Bonham,Johnny Got His Gun (1971),INFP,14 Pdb Votes
183,Annie Cresta,The Hunger Games (Franchise),INFP,150 Pdb Votes
184,Ishaan Awasthi,Taare Zameen Par (Like Stars On Earth),INFP,167 Pdb Votes
185,Leila Williams,Fifty Shades of Grey (2015),INFP,51 Pdb Votes
186,Terry,Monsters University (2013),INFP,43 Pdb Votes
187,Big-Nose Thug,Tangled (2010),INFP,55 Pdb Votes
188,Soren,Legend of the Guardians: The Owls of Ga'Hoole,XXXX,129 Pdb Votes
189,He Qiwu/Cop 223,Chungking Express (1994),INFP,254 Pdb Votes
190,Eugenia “Skeeter” Phelan,The Help (2011),INFP,184 Pdb Votes
191,Melinda Sordino,Speak (2004),INFP,430 Pdb Votes
192,"William ""Will"" Thacker",Notting Hill (1999),INFP,138 Pdb Votes
193,Mariposa,Barbie Mariposa,INFP,429 Pdb Votes
194,Sylvia Weis,In Time (2011),INFP,83 Pdb Votes
195,Elena Houghlin,Charlie's Angels (2019),INFP,93 Pdb Votes
196,Traudl Junge,Downfall (2004),INFP,39 Pdb Votes
197,Christine Daaé,The Phantom of the Opera (2004),INFP,146 Pdb Votes
198,Mandella,10 Things I Hate About You (1999),INFP,164 Pdb Votes
199,Maurice Hall,Maurice (1987),INFP,106 Pdb Votes
200,Margu,Klaus (2019),INFP,90 Pdb Votes
201,Maxine “Max” Coleman,Orphan (2009-2022),INFP,114 Pdb Votes
202,Lisa Hesselman,Anomalisa (2015),INFP,42 Pdb Votes
203,Su-an,Train to Busan (2016),INFP,124 Pdb Votes
204,Elsa Korr,Jojo Rabbit (2019),INFP,334 Pdb Votes
205,Max,The Adventures of Sharkboy and Lavagirl (2005),INFP,258 Pdb Votes
206,Mumble,Happy Feet (2006-2011),INFP,96 Pdb Votes
207,Gillian De Raisx / Death Nell,Sex and Death 101 (2007),XXXX,4 Pdb Votes
208,Penny,Bolt (2008),INFP,133 Pdb Votes
209,Rapunzel,Barbie As Rapunzel (2002),INFP,185 Pdb Votes
210,Brian Kadeem,Hot Wheels World Race / AcceleRacers,INFP,23 Pdb Votes
211,Jack Malik,Yesterday (2019),INFP,56 Pdb Votes
212,Suzy Bishop,Moonrise Kingdom (2012),INFP,441 Pdb Votes
213,Grandpa Joe,Charlie and the Chocolate Factory (2005),INFP,224 Pdb Votes
214,Sybill Trelawney,Harry Potter / Wizarding World Films,INFP,433 Pdb Votes
215,Madison Russell,MonsterVerse,INFP,48 Pdb Votes
216,Jamie Sullivan,A Walk to Remember (2002),INFP,199 Pdb Votes
217,Lee Flynn,The Kissing Booth (Film Trilogy),INFP,302 Pdb Votes
218,Lenny,Shark Tale (2004),INFP,89 Pdb Votes
219,Bastian Balthazar Bux,The Neverending Story (1984),INFP,84 Pdb Votes
220,Phillip Morgan,Rope (1948),INFP,94 Pdb Votes
221,Théo,The Dreamers (2003),INFP,147 Pdb Votes
222,The Little Prince,The Little Prince (2015),INFP,156 Pdb Votes
223,Desmond Doss,Hacksaw Ridge (2016),INFP,363 Pdb Votes
224,"David ""Dave"" Lizewski (Kick-Ass)",Kick-Ass (2010),INFP,169 Pdb Votes
225,Stanley Ipkiss,The Mask (1994),INFP,226 Pdb Votes
226,Elio Perlman,Call Me by Your Name (2017),INFP,1.7k Pdb Votes
227,Dominik Santorski,Suicide Room (2011) (Sala Samobójców),INFP,274 Pdb Votes
228,Rose Weil,Ocean's 8 (2018),INFP,92 Pdb Votes
229,Juliet Sykes,Before I Fall (2017),INFP,56 Pdb Votes
230,Madeleine Swann,James Bond Film Series,INFP,269 Pdb Votes
231,Jame Gumb “Buffalo Bill”,The Silence of the Lambs (1991),INFP,302 Pdb Votes
232,Regan MacNeil,The Exorcist (1973),INFP,77 Pdb Votes
233,Lester Burnham,American Beauty (1999),INFP,393 Pdb Votes
234,Sarah,Labyrinth (1986),INFP,244 Pdb Votes
235,Selma Jezkova,Dancer in the Dark (2000),INFP,145 Pdb Votes
236,Hazel Grace Lancaster,The Fault in Our Stars (2014),INFP,344 Pdb Votes
237,Christopher Robin,Winnie the Pooh (Franchise),INFP,284 Pdb Votes
238,Fabienne,Pulp Fiction (1994),INFP,328 Pdb Votes
239,Ben Hanscom,It (2017),INFP,504 Pdb Votes
240,Mary Bennet,Pride and Prejudice (2005),INFP,262 Pdb Votes
241,Bronagh,Song of the Sea (2014),INFP,46 Pdb Votes
242,Norman Babcock,ParaNorman (2012),INFP,286 Pdb Votes
243,Evey Hammond,V for Vendetta (2005),INFP,289 Pdb Votes
244,Robert Fischer,Inception (2010),INFP,236 Pdb Votes
245,Anne Shirley,Anne of Green Gables (1985),INFP,611 Pdb Votes
246,Arwen Undómiel,The Lord of the Rings (Film Trilogy),INFP,670 Pdb Votes
247,Faramir,The Lord of the Rings (Film Trilogy),INFP,406 Pdb Votes
248,Bookstore Owner,Perfect Days (2023),XXXX,1 Pdb Vote
249,Frank Fowler,In the Bedroom (2001),ISFP,1 Pdb Vote
250,Mr. Fowler,Separate Tables (1958),XXXX,1 Pdb Vote
251,Homeless Man,The Final Destination (2009),XXXX,1 Pdb Vote
252,Anne Gauthier,A Man and a Woman (1966),XXXX,2 Pdb Votes
253,Mikey,Lord of the Flies (1990),ISFP,1 Pdb Vote
254,Peter,Lord of the Flies (1990),ISFJ,1 Pdb Vote
255,Greg,Lord of the Flies (1990),XXXX,1 Pdb Vote
256,Alice (Jessica's Stepdaughter),Imaginary,INFP,2 Pdb Votes
257,Krishnadas PS,Abraham Ozler (2024),INFP,2 Pdb Votes
258,Carrie,Smokey and the Bandit,INFP,10 Pdb Votes
259,Robert Winsor,Riverhead (2016),INFP,10 Pdb Votes
260,Kirby,Spoiler Alert (2022),XXXX,1 Pdb Vote
261,Renata,"Salò, or the 120 days of Sodom",INFP,12 Pdb Votes
262,Александр Щиголев,Король и Шут,XXXX,1 Pdb Vote
263,Water,Elemental,INFP,6 Pdb Votes
264,Kisaragi Maaya,"And Yet, You Are So Sweet (2023)",INFP,4 Pdb Votes
265,Oscar,The Orphanage,INFP,6 Pdb Votes
266,the 12 fingered pianist,Gattaca (1997),XXXX,3 Pdb Votes
267,Anna,The Last Voyage of the Demeter,XXXX,8 Pdb Votes
268,Alexis Hounié,La Sociedad de la Nieve (Society of the Snow),XXXX,4 Pdb Votes
269,Kate Cooper,Twisters (2024),INFP,1 Pdb Vote
270,Hathi Jr.,The Jungle Book (1967),XXXX,3 Pdb Votes
271,Quiet,Orion and the Dark (2024),INFP,63 Pdb Votes
272,Claire,I'm Not There (2007),INFP,11 Pdb Votes
273,Baron,Marmalade (2024),INFP,19 Pdb Votes
274,Water talent,Tinker Bell (2008),INFP,7 Pdb Votes
275,Вика ,"Все умрут, а я останусь (2008)",XXXX,2 Pdb Votes
276,Chen Li,Kung Fu Panda (Franchise),XXXX,1 Pdb Vote
277,Тhe Master,The Master and Margarita (2024),INFP,29 Pdb Votes
278,Jae Min,Citizen of a Kind (2024),XXXX,1 Pdb Vote
279,Felicity,Poor Things,INFP,33 Pdb Votes
280,Rose Sandford,Leave the World Behind,INFP,45 Pdb Votes
281,Ally Leon,Tusk,INFP,2 Pdb Votes
282,Embarrassment,Inside Out (Franchise),INFP,120 Pdb Votes
283,Cora Cartmell,Titanic (1997),XXXX,8 Pdb Votes
284,Bob (Old Security Guard),Five Nights at Freddy's (Movie),INFP,19 Pdb Votes
285,Bazeema,Wish (2023),INFP,51 Pdb Votes
286,Liza,Liza a rókatündér/ Liza the Fox-fairy (2015),INFP,1 Pdb Vote
287,"Malala Windsor ""Spider-UK""",Spider-Man: Across the Spider-Verse (2023),INFP,7 Pdb Votes
288,Eileen Dunlop,Eileen (2023),INFP,33 Pdb Votes
289,Anna,The Innocents (2021),INFP,9 Pdb Votes
290,Yordan Kostov,World of Walker,INFP,9 Pdb Votes
291,Hibiki Aida,See Hear Love,INFP,2 Pdb Votes
292,Pembeşeker,Gora-Arog-V216 Triology,XXXX,1 Pdb Vote
293,Min-Soo,My Heart Puppy,XXXX,1 Pdb Vote
294,Charles van Druten,Lured (1947),INFP,11 Pdb Votes
295,Aurora,Wreck-It Ralph (Franchise),INFP,4 Pdb Votes
296,Belle,Wreck-It Ralph (Franchise),INFP,10 Pdb Votes
297,Paul Rawlins,Bedknobs and Broomsticks (1971),INFP,3 Pdb Votes
298,Lao,Kung Fu Panda (Franchise),INTP,1 Pdb Vote
299,Doug Holt,Inventing the Abbotts (1997),INFP,7 Pdb Votes
300,Manana,Vacations of Petrov and Vasechkin (1984),INTP,1 Pdb Vote
301,"Peter Parker ""Spider-man"" PS1",Spider-Man: Across the Spider-Verse (2023),INFP,10 Pdb Votes
302,Maya,K-12 (2019),INFP,7 Pdb Votes
303,"Peter Parker ""The Lizard"" (Earth-65B)",Spider-Man: Across the Spider-Verse (2023),INFP,142 Pdb Votes
304,Luci,"Pepi, Luci, Bom y otras chicas del montón (1980)",INFP,5 Pdb Votes
305,Ione,Detention (2011),XXXX,4 Pdb Votes
306,Princess Yashodara,buddha: the great departure,INFP,3 Pdb Votes
307,Sir John Carteret,Smilin' Through (1932),INFP,2 Pdb Votes
308,Rosaleen,The Company of Wolves,INFP,5 Pdb Votes
309,Ben,Blue Velvet (1986),INFP,8 Pdb Votes
310,Kindergarten teacher,Balloon (2018),XXXX,1 Pdb Vote
311,Gil Jae-Young,Kill Boksoon (2023),INFP,48 Pdb Votes
312,Cáit,The Quiet Girl (2022),INFP,20 Pdb Votes
313,Snow White,Happily Ever After (1990),INFP,6 Pdb Votes
314,Adam 'Bug' Hellerman,My Soul to Take (2010),INFP,4 Pdb Votes
315,Na-Mi,unlocked,INFP,56 Pdb Votes
316,Nobita Nobi,Stand By Me Doraemon 2 (2020),INFP,14 Pdb Votes
317,Calum Paterson,Aftersun (2022),INFP,94 Pdb Votes
318,Shorty,Killer Klowns from Outer Space (1988),XXXX,7 Pdb Votes
319,Gregor,The School for Good and Evil,INFP,49 Pdb Votes
320,Robert Franklin,Rise of the Planet of Apes,INFP,1 Pdb Vote
321,Corey Cunningham,Halloween Ends,INFP,40 Pdb Votes
322,Aditha Karikalan,Ponniyin Selvan (2022-23),INFP,35 Pdb Votes
323,Jay Cavendish,Slow West (2015),INFP,12 Pdb Votes
324,Meredith,Detachment,INFP,42 Pdb Votes
325,Badru (Badrunissa),Darlings,INFP,21 Pdb Votes
326,Melanie Porter,Passport to Paris (1999),INFP,4 Pdb Votes
327,Kennedy Smith,Honor Society (2022),INFP,24 Pdb Votes
328,Electronic,The Adventures of Electronic (1979),INFP,17 Pdb Votes
329,Tyler Burnside,The Clovehitch Killer,INFP,7 Pdb Votes
330,Marina,Turma da Mônica,INFP,26 Pdb Votes
331,Lalita ,Bride And Prejudice,INFP,6 Pdb Votes
332,Clover,Cloverfield (2008),INFP,16 Pdb Votes
333,Nikolai Bulganin,The Death Of Stalin (2017),XXXX,13 Pdb Votes
334,Ella,Happily N'Ever After,INFP,31 Pdb Votes
335,Andrei Romanovich Chikatilo,Chikatilo,INFP,28 Pdb Votes
336,Rock,My True Friend (2012),INFP,14 Pdb Votes
337,Song,My True Friend (2012),INFP,14 Pdb Votes
338,Lady Jane Grey,Lady Jane (1986),XXXX,18 Pdb Votes
339,Ophelia,Ophelia,INFP,50 Pdb Votes
340,Paige Evans,Crush (2022),INFP,117 Pdb Votes
341,Diana Gordon,Saw Series (2004),INFP,11 Pdb Votes
342,Little CJ,District 9 (2009),INFP,10 Pdb Votes
343,Lila,The Texas Chainsaw Massacre (Franchise),INFP,53 Pdb Votes
344,Muzaffer Tayyip Uslu,The Butterfly's Dream,INFP,8 Pdb Votes
345,Joseph,Joseph: King of Dreams,INFP,39 Pdb Votes
346,Diane Farrow,Love Potion No. 9,XXXX,1 Pdb Vote
347,Hiroshi Yamanouchi,One Cut of the Dead,INFP,7 Pdb Votes
348,Tim Cornish,No Night Is Too Long,INFP,10 Pdb Votes
349,Apolo Hidalgo,Through My Window (a través de mi ventana),INFP,25 Pdb Votes
350,Ian Curtis,Control (2007),INFP,43 Pdb Votes
351,Tammy,Barbie In A Christmas Carol,INFP,7 Pdb Votes
352,Sarah,Silent House,INFP,10 Pdb Votes
353,Abby,Beautiful Disaster,INFP,41 Pdb Votes
354,Frances McCullen,Greta (2018),INFP,10 Pdb Votes
355,Cat lady,Terrifier,INFP,23 Pdb Votes
356,Clumsy Smurf,The Smurfs (2011),INFP,14 Pdb Votes
357,Lumpy,Winnie the Pooh (Franchise),INFP,22 Pdb Votes
358,Kitten,Sparkshorts (Pixar Artists Projects),INFP,4 Pdb Votes
359,"Anthony ""Tick"" Belrose / Mitzi Del Bra",The Adventures of Priscilla: Queen of the Desert,INFP,14 Pdb Votes
360,Elisabeth,Vinterviken (2021),XXXX,6 Pdb Votes
361,Leon Scott Kennedy,Resident Evil: Welcome to Raccoon City,INFP,35 Pdb Votes
362,Gwen Thompson,Chrissa Stands Strong (2009),ISFJ,8 Pdb Votes
363,Ha Young-eun,Innocent Thing (2014),XXXX,13 Pdb Votes
364,Tess DeNunzio,Dear Zoe,INFP,50 Pdb Votes
365,Cinderella,Rodgers and Hammerstein's Cinderella (1997),INFP,3 Pdb Votes
366,Julia Helen Mitchell,Gabriel's Inferno Series,INFP,4 Pdb Votes
367,Abby,The Collector,INFP,32 Pdb Votes
368,Halil İbrahim,Recep İvedik 4,INFP,3 Pdb Votes
369,Devon,She's Out of My League,INFP,3 Pdb Votes
370,Kawa,Mosul (2019),XXXX,5 Pdb Votes
371,Dominic,Think Like a Man (2012),INFP,17 Pdb Votes
372,Ariane Chavasse,Love in the Afternoon,INFP,15 Pdb Votes
373,Christine Daaé,The Phantom of the Opera (1925),INFP,10 Pdb Votes
374,Good Po,Kung Fu Panda (Franchise),INFP,2 Pdb Votes
375,Robin Feld,Pig (2021),INFP,62 Pdb Votes
376,Lilac,Barbie and the Magic of Pegasus (2005),INFP,14 Pdb Votes
377,Antonio Madrigal,Encanto (2021),INFP,611 Pdb Votes
378,Lin Wen-ching,A City of Sadness,INFP,2 Pdb Votes
379,The Accompanist,Annette (2021),INFP,14 Pdb Votes
380,Pearl,Finding Nemo (Franchise),INFP,21 Pdb Votes
381,La Llorona (The Curse Of La Llorona),The Conjuring,INFP,39 Pdb Votes
382,Mitsuo Hori,Noroi: The Curse (2005),INFP,16 Pdb Votes
