timestamp,username,consent,age_confirmation,mbti,mbti_test,char_movie1,char_movie2,char_movie3,char_movie4,char_movie5,char_movie6,char_movie7,char_movie8,char_movie9,char_movie10,comments
05/06/2024 3:06,greyeyedgoddess,I agree.,"Yes, I am at least 18 years old.",ENTJ,16Personalities,Amy March//Little Women (2019),Mary Poppins//Mary Poppins,Princess Leia//Star Wars,Emma Woodhouse//Emma (2020),Tom Hagen//The Godfather,Kiki//Kiki’s Delivery Service,Captain Amelia//Treasure Planet,Emperor Palpatine//Star Wars,Sharpay Evans//High School Musical,Eliza Doolittle//My Fair Lady,
05/06/2024 14:01,Hungfun,I agree.,"Yes, I am at least 18 years old.",INFP,Sakinorva,Harry Potter// Harry Potter,Spike Spiegel// Cowboy Bebop,Sirius Black// HP,Rango// Rango,Scar// Lion King,Rocky// Rocky (1976),John Wick// John Wick (2014),Indiana Jones// Indiana Jones,Darth Vader// Star Wars,Batman// The Batman ,Nah
05/06/2024 18:34,M4RIK$O,I agree.,"Yes, I am at least 18 years old.",ESTP,Cognitive functions self-typing,Ken//Barbie,Hans//Frozen II,Draco Malfoy//Harry Potter,Jillian Holtzmann//Ghostbusters (2016),,,,,,,"I'm kind of confused on why you can't put characters from shows, I think your search would be way better."
05/06/2024 21:30,X,I agree.,"Yes, I am at least 18 years old.",ESTJ,16Personalities,Hannibal Lecter//The Silence of the Lambs,Loki//The Avengers,Joker//The Dark Knight (2008),Batman//The Dark Knight (2008),Tony Stark//The Avengers,Dr. Frank-N-Furter//The Rocky Horror Picture Show,Riff Raff//The Rocky Horror Picture Show,Magenta//The Rocky Horror Picture Show,Scar//The Lion King,Hades//Hercules,"MBTI is less accurate/useful than D&D alignments. It doesn't even account for ambiversion (my result is usually either 51/49 or 49/51 (extraversion/introversion), which is obviously moronic and should be 50/50 instead).
D&D alignments, on the other hand, are actually surprisingly accurate, can be applied to anyone and only shift when one's personality changes significantly. One's alignment usually stays the same from birth to death."
05/06/2024 21:55,_Nathaniel_,I agree.,"Yes, I am at least 18 years old.",ENTJ,16Personalities,Tony Stark//Iron Man 3,J. Robert Oppenheimer//Oppenheimer,Noah Calhoun//The Notebook,Mitsuha and Taki//Your Name,,,,,,,
05/07/2024 11:12,prettybitch23,I agree.,"Yes, I am at least 18 years old.",ENTP,Cognitive functions self-typing,Harley Quinn//birds of prey,Olive Pendergast//Easy A,Bunny//Yeh Jawaani Hai Deewani,Captain America//Captain America ,Percy Jackson//Percy Jackson And The Lightning Thief,Batman//Batman (2022),,,,,nopee 
05/07/2024 11:49,8100Puppy,I agree.,"Yes, I am at least 18 years old.",ENFJ,16Personalities,Maria Von Trapp//The Sound of Music,Westley//The Princess Bride,Mikey//Goonies,Indiana Jones//Raiders of the Lost Ark,Princess Leia Organa//Star Wars,Samwise Gamgee//Lord of The Rings,Caractacus Potts//Chitty Chitty Bang Bang,Dorothy//The Wizard of Oz,Inigo Montoya//The Princess Bride,Professor MacGonagall//Harry Potter and the Sorcerer's Stone,
05/07/2024 13:06,cookie0123,I agree.,"Yes, I am at least 18 years old.",ENFJ,16Personalities,Marilou//Barber's Tales,Mulan//Mulan,Chris Gardner//Pursuit of Happiness,Andrea Sachs//Devil Wears Prada,,,,,,,none
05/08/2024 7:18,goose,I agree.,"Yes, I am at least 18 years old.",ESFP,Cognitive functions self-typing,Ki-jung//Parasite,Wallace Wells//Scott Pilgrim vs. the World,Remy//Ratatouille,Christine McPherson//Lady Bird,Clementine//Eternal Sunshine of the Spotless Mind,Asuka Langley//The End of Evangelion,,,,,
05/08/2024 9:36,avc,I agree.,"Yes, I am at least 18 years old.",ENFJ,all,Allie//The Notebook,Jenna//13 Going on 30,Holly Golightly//Breakfast at Tiffanys,Lena//Sisterhood of the Traveling Pants,Patrick//10 Things I Hate about You,Evie Zamora//Thirteen,Jack Sparrow//Pirates of the Caribbean,,,,no
05/08/2024 13:16,chryselise,I agree.,"Yes, I am at least 18 years old.",ENTJ,Cognitive functions self-typing,Tsu’tey te Rongloa Ateyitan//Avatar,Hobart “Spider-Punk” Brown//Spider-Man: Across the Spider-Verse,Oliver Wood//Harry Potter,"Anthony ""Thin Man""//Charlie's Angels",Galadriel//The Lord of the Rings,"O-ren Ishii ""Cottonmouth""//Kill Bill","Leticia ""Letty"" Ortiz//The Fast and the Furious",Abraham Sapien//Hellboy,Mary Darling//Peter Pan (2003),Jane Eyre//Jane Eyre,
05/09/2024 6:38,moo,I agree.,"Yes, I am at least 18 years old.",ISFJ,16Personalities,Iron Man//Avengers,Rick O'Connell//The Mummy,John Wick//John Wick (2014),Robert McCall//Equalizer (2014),Liam Neeson//Taken,,,,,,
05/10/2024 1:40,lex1221,I agree.,"Yes, I am at least 18 years old.",INTJ,16Personalities,Uncle Fester//The Addams Family,Jareth//Labyrinth,Jack Sparrow//Pirates of the Caribbean,Cameron Frye//Ferris Bueller's Day Off,Zuse//Tron: Legacy,Rick O'Connell//The Mummy,,,,,
05/10/2024 11:03,stormy,I agree.,"Yes, I am at least 18 years old.",ISFP,16Personalities,Ip Man//Ip Man (2008),Tin Tin//The Adventures Of Tin Tin,Dolores//Encanto,Captain America//Captain America ,Gandalf//Lord Of The Rings,,,,,,
05/11/2024 5:27,Dysbvwifs,I agree.,"Yes, I am at least 18 years old.",ISTP,16Personalities,Katniss Everdeen//The Hunger Games (2012),Tony Stark//Avengers,Colt Seavers//The Fall Guy,The Big Friendly Giant//The BFG,Peter Quill//Guardians of the Galaxy,,,,,,
05/12/2024 5:22,Shiv123,I agree.,"Yes, I am at least 18 years old.",ESFJ,16Personalities,Jack Sparrow//Pirates of the Caribbean,Neville Longbottom//Harry Potter,Joker//The Dark Knight (2008),Tony Stark// Iron Man,,,,,,,
5/14/2024 1:15:18,BlueBerryMuffin123...,I agree.,"Yes, I am at least 18 years old.",ESTJ,Cognitive functions self-typing,Severus Snape // Harry Potter ,Yoda // star wars ,Kiri // avatar 2 ,The Terminator//Terminator 3 ,,,,,,,
5/15/2024 3:46:43,lebrona38,I agree.,"Yes, I am at least 18 years old.",ENFP,michaelcaloz.com,Miles Morales//Into the Spider-Verse,Daniel Plainview//There Will Be Blood,Eraserhead Baby//Eraserhead,Raoul Duke//Fear and Loathing in Las Vegas,Uta//One Piece Film: Red,Agent Smith//The Matrix,Patrick Bateman//American Psycho,,,,"Nope, none at all. I don't even have thoughts."
