,char,movie,mbti,votes
44,Андрей «Пальто»,Слово пацана. Кровь на асфальте / Slovo patsana,ISFP,277 Pdb Votes
45,Noah,Culpa mía (My Fault) 2023,ISFP,191 Pdb Votes
46,Jean Tatlock,Oppenheimer (2023),ISFP,466 Pdb Votes
47,Calvin Gabriel,Zero Day (2003),ISFP,315 Pdb Votes
48,"Myrtle Warren ""Moaning Myrtle""",Harry Potter / Wizarding World Films,ISFP,400 Pdb Votes
49,Balian of Ibelin,Kingdom of Heaven (2005),ISFP,133 Pdb Votes
50,"Beatrix Kiddo ""The Bride"" AKA Black Mamba",Kill Bill (2003),ISFP,907 Pdb Votes
51,Edmund Pevensie,The Chronicles of Narnia (Film Trilogy),ISFP,891 Pdb Votes
52,Hazel,Bottoms,ISFP,209 Pdb Votes
53,Davis Pickett,Turtles All The Way Down,ISFP,7 Pdb Votes
54,Lo'ak,Avatar (Franchise),ISFP,825 Pdb Votes
55,Christiane Felscherinow,Christiane F. (1981),ISFP,173 Pdb Votes
56,Manolo Sánchez,The Book of Life (2014),ISFP,166 Pdb Votes
57,Dani,Midsommar (2019),ISFP,785 Pdb Votes
58,Bambi,Bambi (1942),ISFP,312 Pdb Votes
59,Sidney Prescott,Scream (Franchise),ISFP,745 Pdb Votes
60,Adam Faulkner-Stanheight,Saw Series (2004),ISFP,331 Pdb Votes
61,Max Dennison,Hocus Pocus (1993),XXXX,163 Pdb Votes
62,Sloane Peterson,Ferris Bueller's Day Off (1986),ISFP,384 Pdb Votes
63,Bill Denbrough,It (2017),ISFP,674 Pdb Votes
64,Jyn Erso,Star Wars,ISFP,404 Pdb Votes
65,Mort,Madagascar (Franchise),ISFP,617 Pdb Votes
66,Red Riding Hood,Jack and the Beanstalk (2009),ISFP,4 Pdb Votes
67,samet,kuru otlar üstüne,ISFP,8 Pdb Votes
68,Kevin Von Erich,The Iron Claw,ISFP,41 Pdb Votes
69,Alice,The Perks of Being a Wallflower (2012),XXXX,108 Pdb Votes
70,Yūichi Hasumi,All About Lily Chou-Chou (2001),ISFP,129 Pdb Votes
71,Mary Lennox,The Secret Garden (1993),ISFP,68 Pdb Votes
72,Jim Carroll,The Basketball Diaries (1995),ISFP,148 Pdb Votes
73,Kong,MonsterVerse,ISFP,127 Pdb Votes
74,Theodore “Laurie” Laurence,Little Women (2019),ISFP,821 Pdb Votes
75,Shin Godzilla,MonsterVerse,ISFP,142 Pdb Votes
76,Mal Bertha,Descendants (Franchise),ISFP,888 Pdb Votes
77,Derek Zoolander,Zoolander (2001),ISFP,220 Pdb Votes
78,Dwayne Hoover,Little Miss Sunshine (2006),ISFP,640 Pdb Votes
79,Billy Costigan,The Departed (2006),ISFP,234 Pdb Votes
80,Maisie Lockwood,Jurassic Park / Jurassic World (Film Franchise),ISFP,132 Pdb Votes
81,Tinkerbell,Peter Pan (1953),ISFP,623 Pdb Votes
82,Moses,The Prince of Egypt (1998),ISFP,272 Pdb Votes
83,Chris Washington,Get Out (2017),ISFP,424 Pdb Votes
84,Scott Pilgrim,Scott Pilgrim vs. the World (2010),ISFP,762 Pdb Votes
85,Max Goof,A Goofy Movie (1995),ISFP,344 Pdb Votes
86,Henry Hill,Goodfellas (1990),ISFP,358 Pdb Votes
87,Brian O'Conner,The Fast and the Furious (Film Franchise),ISFP,253 Pdb Votes
88,Toothless,How to Train Your Dragon (Franchise),ISFP,591 Pdb Votes
89,kenan,kuru otlar üstüne,ISFP,5 Pdb Votes
90,Envy,Inside Out (Franchise),ISFP,82 Pdb Votes
91,Venetia Catton,Saltburn,ISFP,99 Pdb Votes
92,Ji-shin,The Divine Fury (2019),XXXX,3 Pdb Votes
93,Joe Yoo,May December,XXXX,67 Pdb Votes
94,Ben Reilly “Scarlet Spider”,Spider-Man: Across the Spider-Verse (2023),ISFP,170 Pdb Votes
95,Twitch,How to Eat Fried Worms (2006),ISFP,4 Pdb Votes
96,Lorraine Day,X (2022),ISFP,331 Pdb Votes
97,Amleth,The Northman (2022),ISFP,244 Pdb Votes
98,Raquel,Through My Window (a través de mi ventana),ISFP,157 Pdb Votes
99,Viscount Tewksbury,Enola Holmes (2020),ISFP,545 Pdb Votes
100,Maud,Anna (2019),ISFP,36 Pdb Votes
101,Elizabeth “Beth” Macintyre / The Dying Swan,Black Swan (2010),ISFP,272 Pdb Votes
102,Joe Gardner,Soul (2020),ISFP,1.1k Pdb Votes
103,Kate Macer,Sicario (2015),ISFP,48 Pdb Votes
104,Johanna,Terkel in Trouble (Terkel i knibe; 2004),ISFP,21 Pdb Votes
105,Benjamin Button,The Curious Case of Benjamin Button (2008),ISFP,146 Pdb Votes
106,Div,Alvin And The Chipmunks (2007),ISFP,202 Pdb Votes
107,Eli Sisters,The Sisters Brothers (2018),ISFP,42 Pdb Votes
108,Genevieve,Barbie In The 12 Dancing Princesses (2006),ISFP,158 Pdb Votes
109,Princess Alexa (Teresa),Barbie and the Diamond Castle (2008),ISFP,213 Pdb Votes
110,Dre Parker,The Karate Kid (2010),XXXX,274 Pdb Votes
111,Peter Graham,Hereditary (2018),ISFP,314 Pdb Votes
112,Stevie,Mid90s (2018),ISFP,161 Pdb Votes
113,Phillip Carlyle,The Greatest Showman (2017),ISFP,217 Pdb Votes
114,Eric Draven,The Crow (1994),ISFP,301 Pdb Votes
115,Bud White,L.A. Confidential (1997),ISFP,65 Pdb Votes
116,Jacob Black,Twilight (Franchise),ISFP,640 Pdb Votes
117,Miles “Baby”,Baby Driver (2017),ISFP,483 Pdb Votes
118,Éowyn,The Lord of the Rings (Film Trilogy),ISFP,528 Pdb Votes
119,Adonis Johnson Creed,Creed (Franchise),ISFP,210 Pdb Votes
120,Rocky Balboa,Rocky,ISFP,464 Pdb Votes
121,Rubeus Hagrid,Harry Potter / Wizarding World Films,ISFP,942 Pdb Votes
122,Beatrice “Tris” Prior,Divergent (2014),ISFP,648 Pdb Votes
123,Patriot,Horror,ISFP,15 Pdb Votes
124,Bibi,Aavesham (2024),ISFP,3 Pdb Votes
125,Signe,Sick of Myself,ISFP,9 Pdb Votes
126,Nel,Piep*zyć Mickiewicza,ISFP,6 Pdb Votes
127,Bambi,Wish (2023),XXXX,7 Pdb Votes
128,Ruth Scott,Leave the World Behind,ISFP,76 Pdb Votes
129,Janis,Mean Girls (2024),ISFP,85 Pdb Votes
130,Simon,Wish (2023),ISFP,47 Pdb Votes
131,Katie Davis (Present),Fathers and Daughters,ISFP,4 Pdb Votes
132,Eric,The Little Mermaid (2023 film),ISFP,415 Pdb Votes
133,Brandon Wallace,What Men Want (2019),INFP,9 Pdb Votes
134,Jobu Tupaki,Everything Everywhere All At Once,ISFP,1k Pdb Votes
135,Joy Wang,Everything Everywhere All At Once,ISFP,427 Pdb Votes
136,Anne de Bourgh,Pride and Prejudice (2005),ISFP,18 Pdb Votes
137,Bee,Bodies Bodies Bodies,ISFP,80 Pdb Votes
138,Noa,Fresh (2022),ISFP,137 Pdb Votes
139,Eivind,The Worst Person in the World (2021),ISFP,67 Pdb Votes
140,Takayuki Higurashi,One Cut of the Dead,ISFP,13 Pdb Votes
141,Magali,Turma da Mônica,ISFP,96 Pdb Votes
142,Cassie Sullivan,The 5th Wave (2016),ISFP,54 Pdb Votes
143,Justin Finch-Fletchley,Harry Potter / Wizarding World Films,XXXX,21 Pdb Votes
144,Zoey Stevens,Zapped,ISFP,85 Pdb Votes
145,Mi-Soo,Tune in for Love (2019),ISFP,22 Pdb Votes
146,Rachel Lane,World War Z (2013),ISFP,4 Pdb Votes
147,Harland Sanders,A Recipe for Seduction (2020),ISFP,4 Pdb Votes
148,Boku,The World Of Kanako (2014),ISFP,33 Pdb Votes
149,Wendy,Mysterious Skin (2004),ISFP,117 Pdb Votes
150,Anthony Swofford,Jarhead,ISFP,33 Pdb Votes
151,John Hirschfelder,Dazed and Confused (1993),ISFP,13 Pdb Votes
152,Emmeline Lestrange,The Blue Lagoon (1980),ISFP,76 Pdb Votes
153,Ronald Kray,Legend (2015),ISFP,116 Pdb Votes
154,Antonio Pérez,Despicable Me (Franchise),ISFP,210 Pdb Votes
155,Alice Kepley,How to Be Single (2016),ISFP,33 Pdb Votes
156,Angel Face,Fight Club (1999),ISFP,78 Pdb Votes
157,Shira,Ice Age (Franchise),ISFP,341 Pdb Votes
158,Cha Tae-Sik,The Man from Nowhere (2010),ISFP,37 Pdb Votes
159,Jamie Lloyd,"Halloween 4,5,6 Timeline",ISFP,16 Pdb Votes
160,Tinker Bell,Peter Pan (2003),ISFP,32 Pdb Votes
161,Dylan Mee,We Bought A Zoo,ISFP,40 Pdb Votes
162,Emily,Palo Alto (2013),ISFP,75 Pdb Votes
163,Heather Miller / Eidith Rose Sawyer,The Texas Chainsaw Massacre (Franchise),ISFP,55 Pdb Votes
164,Frank Serpico,Serpico,ISFP,67 Pdb Votes
165,Jasmine Bryant,A Fall from Grace (2020),XXXX,6 Pdb Votes
166,Louis XVI of France,Marie Antoinette (2006),ISFP,85 Pdb Votes
167,Panic,Hercules (franchise),ISFP,54 Pdb Votes
168,Hardin Scott,After (Film Trilogy),ISFP,316 Pdb Votes
169,Ginger Fitzgerald,Ginger Snaps (2000-2004),ISFP,389 Pdb Votes
170,King Stefan,Sleeping Beauty (1959),ISFP,43 Pdb Votes
171,Jodi Kreyman,Tall Girl (2019),ISFP,180 Pdb Votes
172,Rosella,Barbie as the Island Princess (2007),ISFP,155 Pdb Votes
173,Kim Ki-woo,Parasite (2019),ISFP,627 Pdb Votes
174,Maggie Fitzgerald,Million Dollar Baby (2004),ISFP,77 Pdb Votes
175,Suki,The Fast and the Furious (Film Franchise),ISFP,93 Pdb Votes
176,Enid Coleslaw,Ghost World (2001),ISFP,236 Pdb Votes
177,Vee,Nerve (2016),ISFP,162 Pdb Votes
178,Regan Abbott,A Quiet Place (2018),ISFP,172 Pdb Votes
179,Charlie Watson,Bumblebee (2018),ISFP,152 Pdb Votes
180,"Broomhilda ""Hildi"" von Shaft",Django Unchained (2012),ISFP,82 Pdb Votes
181,Heimlich,A Bug's Life (1998),ISFP,69 Pdb Votes
182,Jovie,Elf (2003),ISFP,179 Pdb Votes
183,Beca Mitchell,Pitch Perfect (Series),ISFP,484 Pdb Votes
184,Jesse Aarons,Bridge to Terabithia (2007),ISFP,307 Pdb Votes
185,Ash,Sing (Franchise),ISFP,253 Pdb Votes
186,Fillmore,Cars (Franchise),ISFP,88 Pdb Votes
187,"Jeffrey ""The Dude"" Lebowski",The Big Lebowski (1998),ISFP,505 Pdb Votes
188,Ally Maine,A Star is Born (2018),ISFP,180 Pdb Votes
189,Nic Sheff,Beautiful Boy (2018),ISFP,266 Pdb Votes
190,Nam Sook-Hee,The Handmaiden (2016),ISFP,323 Pdb Votes
191,"Randall ""Pink"" Floyd",Dazed and Confused (1993),ISFP,83 Pdb Votes
192,Mr. Orange,Reservoir Dogs (1992),ISFP,225 Pdb Votes
193,Princess Ann,Roman Holiday (1953),ISFP,115 Pdb Votes
194,Freddie Quell,The Master (2012),ISFP,137 Pdb Votes
195,Tai Frasier,Clueless (1995),ISFP,329 Pdb Votes
196,John Connor,Terminator,ISFP,162 Pdb Votes
197,Marion Crane,Psycho (Franchise),ISFP,95 Pdb Votes
198,Miranda Navas,Wonder (2017),ISFP,156 Pdb Votes
199,Bonnie Harper,The Craft (1996),ISFP,204 Pdb Votes
200,Sleepy,Snow White and the Seven Dwarfs (1937),ISFP,121 Pdb Votes
201,Noah Calhoun,The Notebook (2004),ISFP,359 Pdb Votes
202,Knox Overstreet,Dead Poets Society (1989),ISFP,302 Pdb Votes
203,Dorothy Vallens,Blue Velvet (1986),ISFP,97 Pdb Votes
204,Ted Wiggins,The Lorax (2012),ISFP,212 Pdb Votes
205,Jim,28 Days Later (2002),ISFP,87 Pdb Votes
206,Brick Tamland,Anchorman (2004),ISFP,52 Pdb Votes
207,Charles Delgado,Lemonade Mouth (2011),ISFP,88 Pdb Votes
208,The Beast,Split (2016),ISFP,152 Pdb Votes
209,Amanda Young,Saw Series (2004),ISFP,432 Pdb Votes
210,Prince Eric,The Little Mermaid (1989),ISFP,358 Pdb Votes
211,Ben,Song of the Sea (2014),ISFP,84 Pdb Votes
212,Billy Bibbit,One Flew Over the Cuckoo's Nest (1975),ISFP,116 Pdb Votes
213,Cinna,The Hunger Games (Franchise),ISFP,464 Pdb Votes
214,Slinky Dog,Toy Story (Franchise),ISFP,264 Pdb Votes
215,"JD ""John Durairaj""",Master (Tamil),ISTP,1 Pdb Vote
216,Noura Bahadur,Ayat-Ayat Cinta (2008),XXXX,1 Pdb Vote
217,Jane,All the Colors of the Dark (1972),ISFP,2 Pdb Votes
218,Ruth Fowler,In the Bedroom (2001),XXXX,1 Pdb Vote
219,Max,The Muppet Movie (1979),XXXX,1 Pdb Vote
220,''Caçador'',ESCONDIDO,XXXX,1 Pdb Vote
221,Henry Hayes,The Ministry of Ungentlemanly Warfare (2024),ISFP,2 Pdb Votes
222,Ginger Knowles,Swordfish (2001),XXXX,1 Pdb Vote
223,Ben Harper,The Night of the Hunter (1955),XXXX,1 Pdb Vote
224,Girl On Top,The Final Destination (2009),XXXX,1 Pdb Vote
225,Jennifer Wong (JANE),Sheriff: Narko Integriti,XXXX,1 Pdb Vote
226,Luke,Lord of the Flies (1990),XXXX,1 Pdb Vote
227,Larry,Lord of the Flies (1990),XXXX,1 Pdb Vote
228,Taylor (Jessica's Stepdaughter),Imaginary,ISFP,2 Pdb Votes
229,Rachel Banks,Enemy of the state,XXXX,1 Pdb Vote
230,Thevan,Bramayugam (2024),ISFP,2 Pdb Votes
231,Alisa,Alice in Wonderland (1981),XXXX,1 Pdb Vote
232,Tracey Brown,Exotica (1994),ISFP,10 Pdb Votes
233,Rosa,O Lobo Atrás Da Porta (2013),ISFP,4 Pdb Votes
234,Paquita,Chance (2009),ISFP,7 Pdb Votes
235,Kip Supernova,Escape From Planet Earth,XXXX,1 Pdb Vote
236,Goat Warrior (Candidate),Kung Fu Panda (Franchise),XXXX,1 Pdb Vote
237,Emma Craven,Hellraiser,XXXX,1 Pdb Vote
238,Arthur,La Chimera,XXXX,1 Pdb Vote
239,Nick Memphis,Shooter,XXXX,6 Pdb Votes
240,Orion's Father,Orion and the Dark (2024),XXXX,1 Pdb Vote
241,Tom Lee,The Tiger's Apprentice,XXXX,1 Pdb Vote
242,Poppy,Despicable Me (Franchise),ISFP,5 Pdb Votes
243,Eleanor/Belle Starr,Lucky Luke,XXXX,1 Pdb Vote
244,Setoyama Jun,Our Secret Diary (2023),ISFP,31 Pdb Votes
245,Evinrude,The Rescuers (1977),XXXX,1 Pdb Vote
246,Dida,Dyad (2023),ISFP,4 Pdb Votes
247,Koume Sato,A Girl on the Shore,XXXX,12 Pdb Votes
248,Toinette,Poor Things,ISFP,23 Pdb Votes
249,Michael’s Teddy Bear,Peter Pan (1953),ISFP,3 Pdb Votes
250,Astrid Deetz,Beetlejuice (1988),ISFP,6 Pdb Votes
251,Mary Magdalene,The Book of Clarence (2024),ESFP,1 Pdb Vote
252,Yaeji,Beauty Water (기기괴괴 성형수),ISFP,12 Pdb Votes
253,Clay,Trolls (2016),ISFP,52 Pdb Votes
254,Doug,Five Nights at Freddy's (Movie),ISFP,72 Pdb Votes
255,Luke,Fair Play (2023),ISFP,41 Pdb Votes
256,Maggie,Peacock (2010),ISFP,3 Pdb Votes
257,Gabriela,Saw Series (2004),ISFP,72 Pdb Votes
258,Soo-jin,The Divine Fury (2019),ISFP,1 Pdb Vote
259,Mao Bang Yu / Mao Mao,Marry My Dead Body (2023),ISFP,22 Pdb Votes
260,Ah-Min,My Heart Puppy,XXXX,1 Pdb Vote
261,Hom-Lee,Kung Fu Panda (Franchise),XXXX,1 Pdb Vote
262,Salim Shah,Polite Society,ISFP,5 Pdb Votes
263,Papi Jr.,Beverly Hills Chihuahua,ISFP,4 Pdb Votes
264,Crystal Allen,The Opposite Sex (1956),ISFP,2 Pdb Votes
265,Camila Montes,American Carnage (2022),ISFP,20 Pdb Votes
266,Bom,"Pepi, Luci, Bom y otras chicas del montón (1980)",ISFP,6 Pdb Votes
267,Bonnie,Five Nights at Freddy's (Movie),ISFP,58 Pdb Votes
268,"Paul Beaumont, aka HE",He Who Gets Slapped (1924),XXXX,1 Pdb Vote
269,Pizza Worker,Inside Out (Franchise),ISFP,30 Pdb Votes
270,Noah Diaz,Transformers: Rise of the Beasts,ISFP,85 Pdb Votes
271,Katherina,The Taming of the Shrew (1929),ISFP,10 Pdb Votes
272,Son Bum Soo,Dream,XXXX,1 Pdb Vote
273,Lindy,Fitting In (2023),ISFP,3 Pdb Votes
274,Allan,Barbie (2023),ISFP,487 Pdb Votes
275,Kim Young-Ji,Kill Boksoon (2023),ISFP,6 Pdb Votes
276,Mika Schwarz,windstorm,ISFP,10 Pdb Votes
277,Bird,All the Boys Love Mandy Lane,XXXX,1 Pdb Vote
278,Allison,A Good Person (2023),XXXX,19 Pdb Votes
279,Vasya Petrov,Vacations of Petrov and Vasechkin (1984),ISFP,22 Pdb Votes
280,Emily Benetto,Emily The Criminal,ISFP,42 Pdb Votes
281,Debbie Stone,Killer Klowns from Outer Space (1988),ISFP,4 Pdb Votes
282,Fatso,Killer Klowns from Outer Space (1988),XXXX,3 Pdb Votes
283,Çiçek,İkimizin Yerine,ISFP,3 Pdb Votes
284,Cady,Megan (2023),ISFP,208 Pdb Votes
285,Asha Chaudhry ,Grimcutty,ISFP,13 Pdb Votes
286,Clawdeen Wolf,Monster High : The Movie (2022),ISFP,42 Pdb Votes
287,Riley,Hellraiser (2022),ISFP,35 Pdb Votes
288,Nancy,Sing (Franchise),ISFP,17 Pdb Votes
289,Becky,Fall (2022),ISFP,121 Pdb Votes
290,Jake Hardin,Just My Luck (2006),ISFP,12 Pdb Votes
291,Helen Ramirez,High Noon,ISFP,6 Pdb Votes
292,Perry Smith,In Cold Blood (1967),ISFP,18 Pdb Votes
293,Märta Lundberg,Winter Light (1963) (Nattvardsgästerna),ISFP,21 Pdb Votes
294,sierra silver,My Suicide (Archie’s Final Project),XXXX,10 Pdb Votes
295,Travis Biggins,Honor Society (2022),ISFP,10 Pdb Votes
296,Del Piero Hikmet,Çakallarla Dans,XXXX,1 Pdb Vote
297,Mirko,D1ARIE,ISFP,11 Pdb Votes
298,A-Li,Z-O-M-B-I-E-S (2018),ISFP,18 Pdb Votes
299,Nessie,Nope (2022),ISFP,3 Pdb Votes
300,Sayaka Kudō,Flying Colors (2015),ISFP,13 Pdb Votes
301,Factionless,Divergent (2014),ISFP,22 Pdb Votes
302,Em (Emily),Coherence,ISFP,13 Pdb Votes
303,Hyacinth Hippo,Walt Disney's Fantasia (1940),ISFP,3 Pdb Votes
304,Carly,Wrong Turn (2003),ISFP,22 Pdb Votes
305,Komaram Bheem,RRR (2022),ISFP,139 Pdb Votes
306,Ron Kirby,All That Heaven Allows (1955),ISFP,3 Pdb Votes
307,Owen,Let Me In,XXXX,10 Pdb Votes
308,Harley,Heaven knows what,ISFP,10 Pdb Votes
309,Edith,Captain Underpants (movie),ISFP,11 Pdb Votes
310,Michael,21 Bridges (2019),ISFP,9 Pdb Votes
311,Madam Simza Heron,Sherlock Holmes,ISFP,8 Pdb Votes
312,Ting,Ong Bak: The Thai Warrior,ISFP,10 Pdb Votes
313,Seven,Apocalypto (2006),ISFP,4 Pdb Votes
314,Jacqueline de Bellefort,Death on the Nile (2022),ISFP,120 Pdb Votes
315,Joséphine Bonaparte,"Napoleon ""Kitbag"" (2023)",ISFP,80 Pdb Votes
316,Lolita,Welcome to the Dollhouse (1995),ISFP,21 Pdb Votes
317,Masao,Kikujiro (1999),ISFP,8 Pdb Votes
318,Tessa Yeager,Transformers (Bayverse),ISFP,30 Pdb Votes
319,Hort of Bloodbrook,The School for Good and Evil,ISFP,41 Pdb Votes
320,Vic,The party (La Boom),ISFP,6 Pdb Votes
321,Chef Smurf,The Smurfs (2011),XXXX,2 Pdb Votes
322,Bobby,Carriers (2009),ESFP,1 Pdb Vote
323,Riley McCormick,Contracted (2013),ISFP,4 Pdb Votes
324,Lax Morales,Hello Herman (2012),ISFP,3 Pdb Votes
325,Claire Redfield,Resident Evil: Welcome to Raccoon City,ISFP,44 Pdb Votes
326,Brent Mitchell,The loved ones,ISFP,14 Pdb Votes
327,Aslıhan,Recep İvedik 4,ISFP,7 Pdb Votes
328,Hudson Rivers,Dear Dumb Diary,ISFP,8 Pdb Votes
329,Sara,Training Day (2001),XXXX,1 Pdb Vote
330,Sarah Scarangella,Inside,ISFP,11 Pdb Votes
331,Lisa,Haunter (2013),XXXX,17 Pdb Votes
332,Kinsey,The Strangers,ISFP,45 Pdb Votes
333,Casey Welson,The Call (2013),ISFP,12 Pdb Votes
334,Jean Fordham,August: Osage County (2013),ISFP,7 Pdb Votes
335,Su Jiaming,Soul Mate (2016),XXXX,1 Pdb Vote
336,Ben Parish,The 5th Wave (2016),ISFP,24 Pdb Votes
337,Gnaghi,Cemetery Man (1994),ISFP,4 Pdb Votes
338,Lydia,The others (2001),ISFP,5 Pdb Votes
339,Benicio,Drive (2011),ISFP,27 Pdb Votes
340,Shaggy Rogers,SCOOB!,ISFP,29 Pdb Votes
341,Deena Johnson,Fear Street (Franchise),ISFP,677 Pdb Votes
342,María,Django (1966),ISFP,13 Pdb Votes
343,Fatoş,Ramo (2020),ISFP,6 Pdb Votes
344,Stephen,The Edge (1997),INFP,1 Pdb Vote
345,Tony,West Side Story (2021),ISFP,94 Pdb Votes
346,Marilyn Monroe,Blonde (2022),XXXX,125 Pdb Votes
347,Lee Ja-sung,New World (2013),XXXX,23 Pdb Votes
348,Trevor Spengler,Ghostbusters: Afterlife (2021),ISFP,94 Pdb Votes
349,Danielle,Shiva Baby (2020),ISFP,107 Pdb Votes
350,Patricia “Katie” Krenwinkel,Once Upon a Time in... Hollywood (2019),ISFP,20 Pdb Votes
351,Elliot,Alex Strangelove (2018),ISFP,26 Pdb Votes
352,Minstrel,Sleeping Beauty (1959),ISFP,24 Pdb Votes
353,Tristan,Tristan & Isolde (2006),ISFP,11 Pdb Votes
354,Joe Schmo,Suburbia (1984),ISFP,3 Pdb Votes
355,Evan Johnson,Suburbia (1984),ISFP,2 Pdb Votes
356,Gyeon Min Su,Silenced (2011),ISFP,6 Pdb Votes
357,Mehmet,Paper Lives (2021),ISFP,12 Pdb Votes
358,Dixie,"Daddy, I'm a Zombie",ISFP,28 Pdb Votes
359,Kristen,The Strangers,ISFP,17 Pdb Votes
360,Tulsa,The Space Between Us,ISFP,29 Pdb Votes
361,Rudolf Nureyev,The White Crow,ISFP,21 Pdb Votes
362,Grawp,Harry Potter / Wizarding World Films,ISFP,16 Pdb Votes
363,Star,American Honey,ISFP,67 Pdb Votes
364,Jesse,Celeste and Jesse Forever,ISFP,10 Pdb Votes
365,Vivian Carter,Moxie (2021),ISFP,233 Pdb Votes
366,Katie Torres,Yes Day,ISFP,66 Pdb Votes
367,Clyde,Electrick Children (2012),ISFP,8 Pdb Votes
368,Billy Lynn,Billy Lynn's Long Halftime Walk (2016),XXXX,3 Pdb Votes
369,Kong,Godzilla vs. Kong,ISFP,38 Pdb Votes
370,Devdas,Devdas,ISFP,63 Pdb Votes
371,Jennie,Kids (1995),ISFP,16 Pdb Votes
372,Top,First Love / Crazy Little Thing Called Love (2010),ISFP,2 Pdb Votes
373,Sonny Crawford,The Last Picture Show (1971),ISFP,15 Pdb Votes
374,Torje Hanssen,22 July (2018),XXXX,3 Pdb Votes
375,Daniel,Colonia (2015),XXXX,8 Pdb Votes
376,Connor Bell,Polaroid,ISFP,11 Pdb Votes
377,John McFarland,Elephant (2003),ISFP,22 Pdb Votes
378,Leyna,Where Hands Touch (2018),XXXX,19 Pdb Votes
379,Heo Mina,Tazza: The Hidden Card,XXXX,12 Pdb Votes
380,Logan Thibault,The Lucky One (2012),ISFP,12 Pdb Votes
381,Alvin Straight,The Straight Story,ISFP,22 Pdb Votes
382,Phil,Madagascar (Franchise),ISFP,42 Pdb Votes
383,Steve McKenna,The Mechanic,ISFP,4 Pdb Votes
384,Chutney Windham,Legally Blonde (2001),ISFP,51 Pdb Votes
385,Kostos Dounas,The Sisterhood of the Traveling Pants (2005),ISFP,13 Pdb Votes
386,Bo Larson,Dumplin’ (2018),ISFP,12 Pdb Votes
387,Sarah Carter,The Descent,ISFP,34 Pdb Votes
388,Severine Serizy (Belle De Jour),Belle De Jour (1967),ISFP,33 Pdb Votes
389,Myra,Waterloo Bridge,ISFP,15 Pdb Votes
390,Robyn Goodfellowe,Wolfwalkers (2020),ISFP,172 Pdb Votes
391,Nina Papas,Wrong Turn 2,ISFP,40 Pdb Votes
