,id_x,person_mbti,mbti_test,character,movie,new_title,genre_ids,id_y,popularity,release_date,title,vote_average,vote_count
38,5,INTJ,16Personalities,Tony Stark,Iron Man,Iron Man,"[28, 878, 12]",1726,172.535,2008-04-30,Iron Man,7.644,25736
39,5,INTJ,16Personalities,Otto,A Man Called Otto,A Man Called Otto,"[35, 18]",937278,99.747,2022-12-28,A Man Called Otto,7.761,2351
40,6,ENFJ,sakinorva,Katniss Everdeen,The Hunger Games (2012),The Hunger Games,"[878, 12, 14]",70160,50.003,2012-03-12,The Hunger Games,7.2,21435
41,6,ENFJ,sakinorva,Joy,Inside Out,Inside Out,"[16, 10751, 12, 18, 35]",150540,226.112,2015-06-09,Inside Out,7.9,20314
42,6,ENFJ,sakinorva,Elle Woods,Legally Blonde,Legally Blonde,"[35, 10749]",8835,66.642,2001-07-13,Legally Blonde,6.755,3808
43,6,ENFJ,sakinorva,Gwen Stacy,The Amazing Spider-man,The Amazing Spider-Man,"[28, 12, 878]",1930,138.079,2012-06-23,The Amazing Spider-Man,6.7,16878
44,7,ESTP,Keys 2 Cognition ,Jang Okju,Ballerina,Ballerina,"[16, 12, 35, 10751]",342473,52.825,2016-12-14,Ballerina,7.2,1817
45,7,ESTP,Keys 2 Cognition ,Sienna Shaw,Terrifier 2,Terrifier 2,"[27, 53]",663712,115.083,2022-10-06,Terrifier 2,6.766,1638
46,7,ESTP,Keys 2 Cognition ,Jordan Turner,The Call (2013),The Call,"[80, 53]",158011,36.842,2013-03-14,The Call,6.798,2805
47,7,ESTP,Keys 2 Cognition ,Erin Harson,You’re Next ,You're Next,"[27, 53, 9648]",83899,21.274,2013-08-22,You're Next,6.6,2385
48,8,ESTJ,I don't remember but none of these,Gretchen Wieners,Mean Girls,Mean Girls,[35],673593,155.458,2024-01-10,Mean Girls,6.115,375
49,8,ESTJ,I don't remember but none of these,Ken,Barbie,Barbie,"[35, 12]",346698,569.353,2023-07-19,Barbie,7.1,8238
50,8,ESTJ,I don't remember but none of these,Miles Morales,Spiderman Into the Spiderverse,Spider-Man: Into the Spider-Verse,"[16, 28, 12, 878]",324857,113.278,2018-12-06,Spider-Man: Into the Spider-Verse,8.404,14998
51,8,ESTJ,I don't remember but none of these,Tiana,The Princess and the Frog,The Princess and the Frog,"[16, 10749, 14, 10751]",10198,85.17,2009-12-08,The Princess and the Frog,7.205,5336
52,9,INFP,Cognitive functions self-typing,Emily,Corpse Bride,Corpse Bride,"[10749, 14, 16]",3933,84.877,2005-09-12,Corpse Bride,7.553,8757
53,9,INFP,Cognitive functions self-typing,Merida, Brave (2012),Brave,"[16, 12, 35, 10751, 28, 14]",62177,87.569,2012-06-21,Brave,7.017,13031
54,9,INFP,Cognitive functions self-typing,Belle, Beauty and the Beast,Beauty and the Beast,"[10749, 10751, 16, 14]",10020,88.646,1991-10-22,Beauty and the Beast,7.735,9631
55,10,ENFP,Cognitive functions self-typing,Jiro Horikoshi,The Wind Rises,The Wind Rises,"[18, 16, 10749, 10752]",149870,57.641,2013-07-20,The Wind Rises,7.8,2863
56,10,ENFP,Cognitive functions self-typing,Gretta,Begin Again,Begin Again,"[35, 10402, 10749, 18]",198277,27.361,2013-09-07,Begin Again,7.24,3667
57,10,ENFP,Cognitive functions self-typing,Sakura Yamauchi,Let Me Eat Your Pancreas,Let Me Eat Your Pancreas,"[18, 10749, 16]",449132,17.457,2017-07-28,Let Me Eat Your Pancreas,6.8,88
58,10,ENFP,Cognitive functions self-typing,Makoto Konno,The Girl Who Leapt Through Time,The Girl Who Leapt Through Time,"[14, 16, 18, 878]",14069,25.814,2006-07-15,The Girl Who Leapt Through Time,7.78,1951
59,11,INTJ,Sakinorva,Anthony Edward Stark , Iron Man,Iron Man 2,"[12, 28, 878]",10138,540.666,2010-04-28,Iron Man 2,6.84,20448
60,11,INTJ,Sakinorva,Phil , The Hangover,The Hangover,[35],18785,109.731,2009-06-02,The Hangover,7.321,16382
61,11,INTJ,Sakinorva,Wade Wilson , Deadpool,Deadpool,"[28, 12, 35]",293660,528.249,2016-02-09,Deadpool,7.613,29882
62,11,INTJ,Sakinorva,Sandie , Last Night in Soho,Last Night in Soho,"[9648, 53, 27]",576845,44.237,2021-10-21,Last Night in Soho,7.343,3145
63,11,INTJ,Sakinorva,Willy Wonka , Charlie and the Chocolate Factory (2005),Charlie and the Chocolate Factory,"[12, 35, 10751, 14]",118,105.767,2005-07-13,Charlie and the Chocolate Factory,7.052,14721
64,11,INTJ,Sakinorva,Sherlock Holmes , Sherlock Holmes (2009),Sherlock Holmes,"[28, 12, 80, 9648]",10528,67.403,2009-12-23,Sherlock Holmes,7.211,13585
65,11,INTJ,Sakinorva,Kirk Lazarus , Tropic Thunder,Tropic Thunder,"[28, 35, 12, 10752]",7446,82.203,2008-08-09,Tropic Thunder,6.664,5906
66,11,INTJ,Sakinorva,Alexander Claremont-Diaz," Red, White and Royal Blue","Red, White & Royal Blue","[35, 10749]",930094,80.161,2023-07-27,"Red, White & Royal Blue",8.013,1129
67,11,INTJ,Sakinorva,Hannibal Lecter , The Silence of the Lambs,The Silence of the Lambs,"[80, 18, 53]",274,19.098,1991-02-14,The Silence of the Lambs,8.347,15757
68,11,INTJ,Sakinorva,Merlin , Kingsman: The Secret Service,Kingsman: The Secret Service,"[80, 35, 28, 12]",207703,111.773,2014-12-13,Kingsman: The Secret Service,7.634,16205
69,12,ENTP,Cognitive functions self-typing,Ranchoddas Shamaldas Chanchad,3 Idiots,3 Idiots,"[18, 35]",20453,52.737,2009-12-23,3 Idiots,7.991,2270
70,12,ENTP,Cognitive functions self-typing,Bowler Hat Guy, Meet the Robinsons,Meet the Robinsons,"[16, 35, 10751]",1267,62.999,2007-03-23,Meet the Robinsons,6.906,2730
71,12,ENTP,Cognitive functions self-typing,Ralph,Wreck-it-Ralph,Wreck-It Ralph,"[10751, 16, 35, 12]",82690,92.822,2012-11-01,Wreck-It Ralph,7.337,11968
72,12,ENTP,Cognitive functions self-typing,Capt. Manuel,Seven Sundays,Seven Sundays,"[18, 10751]",480651,13.913,2017-10-11,Seven Sundays,8.1,11
73,13,INFP,Cognitive functions self-typing,Gojo Satori,Jujutsu Kaisen 0,Jujutsu Kaisen 0,"[16, 28, 14]",810693,80.986,2021-12-24,Jujutsu Kaisen 0,8.198,1279
74,13,INFP,Cognitive functions self-typing,Amy Dunne,Gone Girl,Gone Girl,"[9648, 53, 18]",210577,114.341,2014-10-01,Gone Girl,7.892,18095
75,13,INFP,Cognitive functions self-typing,Uta,One Piece Film: Red,One Piece Film Red,"[16, 12, 28, 14, 10402]",900667,70.332,2022-08-06,One Piece Film Red,7.3,901
76,13,INFP,Cognitive functions self-typing,Enola Holmes,Enola Holmes,Enola Holmes,"[12, 9648, 80]",497582,44.149,2020-09-23,Enola Holmes,7.288,5830
77,14,ISTJ,I used bott 16p and cognitive func (⁠◍⁠•⁠ᴗ⁠•⁠◍⁠),Bryan,7 Sundays,Seven Sundays,"[18, 10751]",480651,13.913,2017-10-11,Seven Sundays,8.1,11
78,14,ISTJ,I used bott 16p and cognitive func (⁠◍⁠•⁠ᴗ⁠•⁠◍⁠),Weird Barbie,Barbie,Barbie,"[35, 12]",346698,569.353,2023-07-19,Barbie,7.1,8238
79,14,ISTJ,I used bott 16p and cognitive func (⁠◍⁠•⁠ᴗ⁠•⁠◍⁠),Sang Hwa,Train to Busan,Train to Busan,"[27, 53, 28, 12]",396535,89.327,2016-07-20,Train to Busan,7.752,7096
80,14,ISTJ,I used bott 16p and cognitive func (⁠◍⁠•⁠ᴗ⁠•⁠◍⁠),Anne Wheeler,The Greatest Showman,The Greatest Showman,[18],316029,105.261,2017-12-20,The Greatest Showman,7.9,9138
81,15,INFJ,16Personalities,Natasha Romanoff,Avengers: Endgame ,Avengers: Endgame,"[12, 878, 28]",299534,240.886,2019-04-24,Avengers: Endgame,8.255,24867
82,15,INFJ,16Personalities,Hermione Granger,Harry Potter,Harry Potter and the Philosopher's Stone,"[12, 14]",671,200.839,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26544
83,15,INFJ,16Personalities,Jo March,Little Women,Little Women,"[18, 10749]",331482,63.688,2019-12-25,Little Women,7.885,6037
84,15,INFJ,16Personalities,Charlotte,Lost in Translation,Lost in Translation,"[18, 10749]",153,99.476,2003-09-18,Lost in Translation,7.395,7058
85,16,INFP,16Personalities,Luna Lovegood,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,"[12, 14]",675,121.808,2007-07-08,Harry Potter and the Order of the Phoenix,7.7,18906
86,16,INFP,16Personalities,Dani,Midsommar,Midsommar,"[27, 18, 9648]",530385,62.694,2019-07-03,Midsommar,7.162,6729
87,16,INFP,16Personalities,Julie Baker,Flipped,Flipped,"[10749, 18]",43949,41.596,2010-08-06,Flipped,8.003,2835
88,16,INFP,16Personalities,Stella Mate,Crying Ladies,Crying Ladies,[35],133688,7.773,2003-12-25,Crying Ladies,4.7,7
89,16,INFP,16Personalities,Maya,Birdshot,Birdshot,"[53, 18, 9648]",434376,6.112,2017-08-16,Birdshot,6.3,30
90,17,INFP,Cognitive functions self-typing,Maria Posada,The Book of Life,The Book of Life,"[16, 12, 35, 10751, 14]",228326,48.689,2014-10-01,The Book of Life,7.543,2570
91,17,INFP,Cognitive functions self-typing,Poppy Moore,Wild Child,Wild Child,"[35, 18, 10749]",13971,46.562,2008-08-15,Wild Child,6.717,1798
92,17,INFP,Cognitive functions self-typing,Jiro Horikoshi,The wind rises,The Wind Rises,"[18, 16, 10749, 10752]",149870,57.641,2013-07-20,The Wind Rises,7.8,2863
93,17,INFP,Cognitive functions self-typing,Cinderella,Cinderella,Cinderella,"[10749, 14, 10751, 18]",150689,117.491,2015-03-06,Cinderella,6.813,6906
94,17,INFP,Cognitive functions self-typing,Belle,Beauty and the Beast,Beauty and the Beast,"[10749, 10751, 16, 14]",10020,88.646,1991-10-22,Beauty and the Beast,7.735,9631
95,17,INFP,Cognitive functions self-typing,Haru,Spirited away,Spirited Away,"[16, 10751, 14]",129,123.774,2001-07-20,Spirited Away,8.537,15912
96,17,INFP,Cognitive functions self-typing,Princess Mia,The Princess Diaries,The Princess Diaries,"[35, 10751, 10749]",9880,57.067,2001-08-03,The Princess Diaries,6.951,4770
97,17,INFP,Cognitive functions self-typing,Maaya Kisaragi,And yet you are so sweet,"And Yet, You Are So Sweet","[10749, 18]",1029484,5.774,2023-03-03,"And Yet, You Are So Sweet",6.0,1
98,17,INFP,Cognitive functions self-typing,Regina George,Mean Girls,Mean Girls,[35],673593,155.458,2024-01-10,Mean Girls,6.115,375
99,17,INFP,Cognitive functions self-typing,Alice,Alice in Wonderland,Alice in Wonderland,"[10751, 14, 12]",12155,91.75,2010-03-03,Alice in Wonderland,6.635,13564
100,18,ENFP,16Personalities,Olaf,frozen (2013),Frozen,"[16, 10751, 12, 14]",109445,107.936,2013-11-20,Frozen,7.2,16069
101,18,ENFP,16Personalities,Mirabel,encanto,Encanto,"[16, 35, 10751, 14]",568124,150.981,2021-10-13,Encanto,7.6,9159
102,18,ENFP,16Personalities,Clawhauser,zootopia,Zootopia,"[16, 12, 10751, 35]",269149,146.974,2016-02-11,Zootopia,7.747,15827
103,18,ENFP,16Personalities,Abby,turning red,Turning Red,"[16, 10751, 35, 14]",508947,537.84,2022-03-10,Turning Red,7.389,4947
104,18,ENFP,16Personalities,Ken,barbie,Barbie,"[35, 12]",346698,569.353,2023-07-19,Barbie,7.1,8238
105,18,ENFP,16Personalities,honeylemon,big hero 6,Big Hero 6,"[12, 10751, 16, 28, 35]",177572,131.083,2014-10-24,Big Hero 6,7.7,15202
106,19,ENFP,16Personalities,Katniss Everdeen ,The Hunger Games (2012),The Hunger Games,"[878, 12, 14]",70160,50.003,2012-03-12,The Hunger Games,7.2,21435
107,19,ENFP,16Personalities,Debbie , Ocean’s Eight,Ocean's Eight,"[80, 35, 28]",402900,264.966,2018-06-07,Ocean's Eight,6.985,8079
108,19,ENFP,16Personalities,Roxy , Kingsman,Kingsman: The Secret Service,"[80, 35, 28, 12]",207703,111.773,2014-12-13,Kingsman: The Secret Service,7.634,16205
109,19,ENFP,16Personalities,Rachel Chu , Crazy Rich Asians,Crazy Rich Asians,"[35, 10749]",455207,167.056,2018-08-15,Crazy Rich Asians,7.066,3513
110,19,ENFP,16Personalities,Elle Woods , Legally Blonde,Legally Blonde,"[35, 10749]",8835,66.642,2001-07-13,Legally Blonde,6.755,3808
111,19,ENFP,16Personalities,Christopher , The Pursuit of Happiness,The Pursuit of Happiness,[18],88583,8.254,1971-02-23,The Pursuit of Happiness,6.3,12
112,19,ENFP,16Personalities,Lucy Gray , The Hunger Games: The Ballad of Songbirds and Snakes,The Hunger Games: The Ballad of Songbirds & Snakes,"[18, 878, 28]",695721,163.821,2023-11-15,The Hunger Games: The Ballad of Songbirds & Snakes,7.167,2171
113,19,ENFP,16Personalities,Julie , Warm Bodies,Warm Bodies,"[27, 35, 10749]",82654,38.036,2013-01-31,Warm Bodies,6.447,5908
114,19,ENFP,16Personalities,Trinity , Matrix,The Matrix,"[28, 878]",603,575.344,1999-03-31,The Matrix,8.215,24874
115,19,ENFP,16Personalities,Marta , Knives Out,Knives Out,"[35, 80, 9648]",546554,112.752,2019-11-27,Knives Out,7.85,11837
116,20,ENFP,keys2cognition.com and dove into cognitive functions,Juli Baker,Flipped,Flipped,"[10749, 18]",43949,41.596,2010-08-06,Flipped,8.003,2835
117,20,ENFP,keys2cognition.com and dove into cognitive functions,Merida,Brave (2012),Brave,"[16, 12, 35, 10751, 28, 14]",62177,87.569,2012-06-21,Brave,7.017,13031
118,20,ENFP,keys2cognition.com and dove into cognitive functions,Rapunzel,Tangled,Tangled,"[16, 10751]",38757,124.861,2010-11-24,Tangled,7.6,11057
119,20,ENFP,keys2cognition.com and dove into cognitive functions,Spirit,Spirit: Stallion of the Cimarron,Spirit: Stallion of the Cimarron,"[16, 12, 35, 10751, 18, 37, 10749]",9023,68.625,2002-05-24,Spirit: Stallion of the Cimarron,7.7,4411
120,20,ENFP,keys2cognition.com and dove into cognitive functions,Elizabeth Bennet,Pride and Prejudice (2005),Pride & Prejudice,"[18, 10749]",4348,79.759,2005-09-16,Pride & Prejudice,8.08,7772
121,21,INFP,16Personalities,Nicole Barber,Marriage Story,Marriage Story,[18],492188,39.25,2019-09-28,Marriage Story,7.746,6731
122,21,INFP,16Personalities,Lisa,Ponyo,Ponyo,"[16, 14, 10751]",12429,66.04,2008-07-19,Ponyo,7.746,4093
123,21,INFP,16Personalities,Shoko Nishimiya,A Silent Voice,A Silent Voice: The Movie,"[16, 18]",378064,57.859,2016-09-17,A Silent Voice: The Movie,8.379,3782
124,21,INFP,16Personalities,Linda Go,Mano Po 1: My Family,Mano Po,[18],352709,7.726,2002-12-25,Mano Po,7.2,8
125,21,INFP,16Personalities,Lin,Spirited Away,Spirited Away,"[16, 10751, 14]",129,123.774,2001-07-20,Spirited Away,8.537,15912
126,21,INFP,16Personalities,Chiron,Moonlight,Moonlight,[18],376867,34.174,2016-10-21,Moonlight,7.391,6853
127,21,INFP,16Personalities,Dory,Finding Nemo,Finding Nemo,"[16, 10751]",12,132.735,2003-05-30,Finding Nemo,7.823,18722
128,21,INFP,16Personalities,Karen Smith,Mean Girls,Mean Girls,[35],673593,155.458,2024-01-10,Mean Girls,6.115,375
129,21,INFP,16Personalities,Sebastian Wilder,La La Land (2016),La La Land,"[35, 18, 10749, 10402]",313369,67.669,2016-11-29,La La Land,7.902,16330
130,21,INFP,16Personalities,Sadness,Inside Out,Inside Out,"[16, 10751, 12, 18, 35]",150540,226.112,2015-06-09,Inside Out,7.9,20314
131,22,INFP,All in one personality test,Tiana,princess and the frog,The Princess and the Frog,"[16, 10749, 14, 10751]",10198,85.17,2009-12-08,The Princess and the Frog,7.205,5336
132,22,INFP,All in one personality test,Belle,beauty and the beast,Beauty and the Beast,"[10749, 10751, 16, 14]",10020,88.646,1991-10-22,Beauty and the Beast,7.735,9631
133,22,INFP,All in one personality test,Mulan,mulan,Mulan,"[16, 10751, 12]",10674,97.964,1998-06-18,Mulan,7.913,9308
134,22,INFP,All in one personality test,Enola Holmes,Enola Holmes,Enola Holmes,"[12, 9648, 80]",497582,44.149,2020-09-23,Enola Holmes,7.288,5830
135,23,INTP,16Personalities,Ashitaka , Princess Mononoke,Princess Mononoke,"[12, 14, 16]",128,64.884,1997-07-12,Princess Mononoke,8.34,7685
136,23,INTP,16Personalities, Hiromitsu Kosuke , No Longer Heroine,No Longer Heroine,"[35, 18, 10749]",341540,17.068,2015-09-19,No Longer Heroine,6.71,62
137,23,INTP,16Personalities,Howl Pendragon , Howl's Moving Castle,Howl's Moving Castle,"[14, 16, 12]",4935,110.525,2004-09-09,Howl's Moving Castle,8.409,9443
138,23,INTP,16Personalities,Dirk Burton , Left Behind,Left Behind,"[53, 28, 878]",218043,53.269,2014-10-03,Left Behind,4.2,1244
139,23,INTP,16Personalities,Jiro Horikoshi , The Wind Rises,The Wind Rises,"[18, 16, 10749, 10752]",149870,57.641,2013-07-20,The Wind Rises,7.8,2863
140,23,INTP,16Personalities,Marnie , When Marnie Was There,When Marnie Was There,"[16, 18, 10751, 9648]",242828,42.25,2014-07-19,When Marnie Was There,7.9,1719
141,23,INTP,16Personalities,Lord Tewksbury , Enola Holmes,Enola Holmes,"[12, 9648, 80]",497582,44.149,2020-09-23,Enola Holmes,7.288,5830
142,24,ISFP,Personality Max,Alice Cullen,Twilight,Twilight,"[14, 18, 10749]",8966,125.268,2008-11-20,Twilight,6.3,13112
143,24,ISFP,Personality Max,Rapunzel,Tangled,Tangled,"[16, 10751]",38757,124.861,2010-11-24,Tangled,7.6,11057
144,24,ISFP,Personality Max,Luna Lovegood,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,"[12, 14]",675,121.808,2007-07-08,Harry Potter and the Order of the Phoenix,7.7,18906
145,24,ISFP,Personality Max,Cedric Diggory,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,"[12, 14]",674,133.333,2005-11-16,Harry Potter and the Goblet of Fire,7.814,20079
146,25,INTP,Cognitive functions self-typing,Gavroche,Les Miserables,Les Misérables,"[36, 18]",82695,51.934,2012-12-18,Les Misérables,7.333,5151
147,25,INTP,Cognitive functions self-typing,Kyojuro Rengoku,Demon Slayer Mugen Train,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,"[28, 16, 12, 14, 53]",635302,98.306,2020-10-16,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,8.229,3693
148,25,INTP,Cognitive functions self-typing,Enjolras,Les Miserables,Les Misérables,"[36, 18]",82695,51.934,2012-12-18,Les Misérables,7.333,5151
149,25,INTP,Cognitive functions self-typing,Sonic,Sonic the Hedgehog,Sonic the Hedgehog,"[28, 878, 35, 10751]",454626,102.003,2020-02-12,Sonic the Hedgehog,7.3,9246
150,26,ISTP,Cognitive functions self-typing,Jace Wayland , The Mortal Instruments: City of Bones,The Mortal Instruments: City of Bones,"[14, 28, 9648]",123553,47.385,2013-08-21,The Mortal Instruments: City of Bones,6.437,4366
151,26,ISTP,Cognitive functions self-typing,Katniss Everdeen ,The Hunger Games (2012),The Hunger Games,"[878, 12, 14]",70160,50.003,2012-03-12,The Hunger Games,7.2,21435
152,26,ISTP,Cognitive functions self-typing,Shrek , Shrek (2001),Shrek,"[16, 35, 14, 12, 10751]",808,137.857,2001-05-18,Shrek,7.741,16547
153,26,ISTP,Cognitive functions self-typing,John Wick , John Wick (2014),John Wick,"[28, 53]",245891,99.493,2014-10-22,John Wick,7.43,18656
154,26,ISTP,Cognitive functions self-typing,Fa Mulan , Mulan,Mulan,"[16, 10751, 12]",10674,97.964,1998-06-18,Mulan,7.913,9308
155,26,ISTP,Cognitive functions self-typing,Levi Ackerman , Attack on Titan,Attack on Titan,"[27, 28, 878]",295830,33.778,2015-08-01,Attack on Titan,6.068,710
156,26,ISTP,Cognitive functions self-typing,Kate Dibiasky , Don't Look Up ,Don't Look Up,"[35, 878, 18]",646380,162.657,2021-12-07,Don't Look Up,7.104,7832
157,27,INTP,16Personalities,Luna Lovegood,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,"[12, 14]",675,121.808,2007-07-08,Harry Potter and the Order of the Phoenix,7.7,18906
158,27,INTP,16Personalities,Sherlock Holmes ,  Sherlock Holmes,Sherlock Holmes,"[28, 12, 80, 9648]",10528,67.403,2009-12-23,Sherlock Holmes,7.211,13585
159,27,INTP,16Personalities,Hiccup , How to train your dragon (2010),How to Train Your Dragon,"[14, 12, 16, 10751]",10191,75.93,2010-03-18,How to Train Your Dragon,7.824,12592
160,27,INTP,16Personalities,Neo , The Matrix,The Matrix,"[28, 878]",603,575.344,1999-03-31,The Matrix,8.215,24874
161,28,INFJ,16Personalities,Captain America,Captain America: The First Avenger,Captain America: The First Avenger,"[28, 12, 878]",1771,61.189,2011-07-22,Captain America: The First Avenger,7.0,20905
162,28,INFJ,16Personalities,Beatrice Prior,Divergent,Divergent,"[28, 12, 878]",157350,55.559,2014-03-14,Divergent,6.918,12494
