timestamp,username,consent,age_confirmation,mbti,mbti_test,char_movie1,char_movie2,char_movie3,char_movie4,char_movie5,char_movie6,char_movie7,char_movie8,char_movie9,char_movie10,comments
4/30/2024 15:08:16,Sopiebread,I agree.,"Yes, I am at least 18 years old.",ENFP,16Personalities,Olaf//frozen,honeylemon//big hero 6,Abby//turning red,Mirabel//encanto,Ken//barbie movie,Clawhauser//zootopia,,,,,Hello :)))
4/30/2024 15:16:53,0788.a,I agree.,"Yes, I am at least 18 years old.",INFP,16Personalities,"Aurora, Sleeping Beauty.", , , , , , , , , ,
4/30/2024 15:23:12,ac18,I agree.,"Yes, I am at least 18 years old.",ENFP,16Personalities,Katniss Everdeen // Hunger Games,Lucy Gray // Hunger Games,Elle Woods // Legally Blonde,Roxy // Kingsman,Julie // Warm Bodies,Marta // Knives Out,Trinity // Matrix,Debbie // Ocean’s Eight,Rachel Chu // Crazy Rich Asians,Christopher // The Pursuit of Happiness,none
4/30/2024 15:28:49,43noi1n,I agree.,"Yes, I am at least 18 years old.",ENFP,keys2cognition.com and dove into cognitive functions,Elizabeth Bennet/Pride and Prejudice,Juli Baker/Flipped,Spirit/Spirit: Stallion of the Cimarron,Rapunzel/Tangled,Merida/Brave ,,,,,,Good luck! Can we see the results when you're finished with your project? Thank you!
4/30/2024 15:56:51,arklaymountains,I agree.,"Yes, I am at least 18 years old.",INFP,16Personalities,Chiron//Moonlight,Nicole Barber//Marriage Story,Linda Go//Mano Po 1: My Family,Shoko Nishimiya//A Silent Voice,Lisa//Ponyo,Lin//Spirited Away,Sebastian Wilder//La La Land,Dory//Finding Nemo,Karen Smith//Mean Girls (OG!),Sadness//Inside Out,not muchh. i like the concept of this personal study!
4/30/2024 16:35:24,Jadejade479,I agree.,"Yes, I am at least 18 years old.",INFP,All in one personality test,Enola Holmes//Enola Holmes,Tiana//princess and the frog,Mulan//mulan,Belle//beauty and the beast,,Clawhauser//zootopia,,,,,No :) thank you! 
4/30/2024 17:09:49,skznnn0708,I agree.,"Yes, I am at least 18 years old.",INTP,16Personalities,Jiro Horikoshi // The Wind Rises, Hiromitsu Kosuke // No Longer Heroine,Lord Tewksbury // Enola Holmes,Marnie // When Marnie Was There,Howl Pendragon // Howl's Moving Castle,Ashitaka // Princess Mononke,Dirk Burton // Left Behind,,,,"Yes, I do have a question. Why would you want to be a data scientist? "
4/30/2024 17:19:40,b3luG@,I agree.,"Yes, I am at least 18 years old.",ISFP,Personality Max,Cedric Diggory,Luna Lovegood,Alice Cullen,Rapunzel,,,,,,,
4/30/2024 17:21:53,Ye,I agree.,"Yes, I am at least 18 years old.",INTP,Cognitive functions self-typing,Sonic//Sonic the Hedgehog,Kyojuro Rengoku//Demon Slayer Mugen Train,Enjolras//Les Miserables,Gavroche//Les Miserables,,,,,,,
4/30/2024 18:36:20,cndespair,I agree.,"Yes, I am at least 18 years old.",ISTP,Cognitive functions self-typing,Katniss Everdeen // The Hunger Games Trilogy,John Wick // John Wick,Jace Wayland // The Mortal Instruments: City of Bones,Shrek // Shrek,Fa Mulan // Mulan,Kate Dibiasky // Don't Look Up ,Levi Ackerman // Attack on Titan,,,,
4/30/2024 18:46:13,Shino123,I agree.,"Yes, I am at least 18 years old.",INTP,16Personalities,Sherlock Holmes /  Sherlock Holmes,Hiccup / How to train your dragon,Neo / The Matrix,Luna Lovegood /Harry Potter,,,,,,,"I am not sure but if TV series / films are include, I may able to add more. "
4/30/2024 18:49:07,youreawizarddraco,I agree.,"Yes, I am at least 18 years old.",INFJ,16Personalities,Captain America//Captain America: The First Avenger,Beatrice Prior//Divergent,President Snow//The Hunger Games: The Ballad of Songbirds & Snakes,Calum//Aftersun,Sophie//Aftersun,Elio//Call Me by Your Name,,,,,Wish u all the best sa'yong goal here :))
4/30/2024 19:26:17,IntrovertKitsuTheINTJwithINFPpartner,I agree.,"Yes, I am at least 18 years old.",INTJ,Cognitive functions self-typing,Oppenheimer,Breaking Bad,Hello World (anime),Kyoukai no Kanata,,,,,,,n.a
4/30/2024 20:22:32,Marjun,I agree.,"Yes, I am at least 18 years old.",INTJ,16Personalities,Aragorn/ lord of the rings,jack sparrow/ pirates of the carribean,anakin skywalker/ star wars 1-3,Simba/ Lion king,Bruce Wayne/ Batman Returns,Nathan Algren/ last samurai,,,,,None
4/30/2024 21:01:39,shiX05,I agree.,"Yes, I am at least 18 years old.",INTJ,16Personalities,Camilo Madrigal//Encanto,Spiderman//Spider-Man: Far From Home,Dr Strange//Doctor Strange,Mavis Dracula//Hotel Transylvania ,Jack Frost//Rise of the Guardians,Akaza//Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train.,Yuta Okkotsu//Jujutsu Kaisen 0,Neteyam//Avatar: The Way of Water,Luna Lovegood//Harry Potter and the Order of the Phoenix,,None. Goodluck with your research. It seems very interesting from one aspiring data analyst to another.^^
4/30/2024 22:08:20,Rohan,I agree.,"Yes, I am at least 18 years old.",INFP,16Personalities,Charlie // Perks of being a wallflower,Joker // Joker (2019),Chihiro // Spirited away,Karen Smith // Mean Girls,Luna Lovegood // Harry Potter ,Edward Scissorhands (hence the name),Howl // Howl the moving castle,Cameron // Ten things I hate about you,Ellis // Shawshank Redemption ,Brian // Breakfast Club,"I am sorry, I don't have any suggestions. But, I commend you for doing this, Goodluck!! "
4/30/2024 22:47:26,Abc123lol,I agree.,"Yes, I am at least 18 years old.",INTP,16Personalities,Willy wonka// Charlie and the chocolate factory ,Harley Quinn// Birds of prey,Gru// despicable me,Haku// sprited away,Baymax// baymax,Dr strange// dr strange ,,,,,To be honest I don't watch movies a lot... So I randomly picked out the first characters I thought off from the past movies I've watched... 
4/30/2024 23:17:56,Mimo,I agree.,"Yes, I am at least 18 years old.",INTJ,16Personalities,Tony Stark/Marvel,Emma Woodhouse/Emma 2020,Flynn Rider/Tangled,Mulan/Mulan,Isabela Madrigal/Encanto,Katniss Everdeen/Hunger Games,,,,,"I had a hard time remembering movies, maybe have genre categories?"
4/30/2024 23:23:44,"sdg,fbsfgbnmvsdmfngvbsf23y467824tgrhwgb",I agree.,"Yes, I am at least 18 years old.",ISTP,16Personalities,Po//Kung Fu Panda 1,John Wick//John Wick 1,Ip Kai Man//Ip Man 1,Mizu//Blue Eye Samurai,,,,,,,"Can I ask the purpose of asking our favorite characters from movies? Also, are you planning to make this dataset accessible to public once completed? I am very interested in performing analysis on this topic. I hope for a good outcome out of this project of yours. Thank you!"
4/30/2024 23:43:43,tayylorswft,I agree.,"Yes, I am at least 18 years old.",ISTP,16Personalities,Wanda Maximoff//Avengers: Infinity War,Luna Lovegood//Harry Potter and the Order of The Phoenix ,"Raven//Teen Titans (forgot the name of the movie, hope this counts)",Disgust//Inside Out,Bellatrix Lestrange//Harry Potter and the Deathly Hallows (Both I & II),Konan//Naruto: Shippuden (not a movie sorry),,,,,"I suggest that you should make another for Series, some people (including me) mostly watch series'. Just a suggestion tho!"
05/01/2024 0:50,espresso,I agree.,"Yes, I am at least 18 years old.",INFJ,16Personalities,Andy // The Devil Wears Prada,Amy Dunne // Gone Girl,Cruella de Vil // Cruella,Mia// La la land,Beatrice Prior // Divergent ,,,,,,
05/01/2024 2:06,wigfredFan,I agree.,"Yes, I am at least 18 years old.",INFJ,16Personalities,Howl//Howl's Moving Castle,Paul Atreides//Dune,Ofelia//Pan's Labyrinth ,Maximus//Gladiator ,,,,,,,
05/01/2024 5:29,Er1s,I agree.,"Yes, I am at least 18 years old.",ENTJ,Truity,Madara - Naruto,Sukuna - Jujutsu Kaisen,Azula - Last Airbender,Miranda Priestly - The Devil Wears Prada,,,,,,,None
05/01/2024 6:04,toji,I agree.,"Yes, I am at least 18 years old.",INTP,16Personalities,Professor Langdon//The Da Vinci Code,Evelyn Salt// SALT,Master Oogway//Kung Fu Panda,Suzume Iwato//Suzume no Tojimari,,,,,,,
05/01/2024 8:21,hahaguffawchucklemanus,I agree.,"Yes, I am at least 18 years old.",INTP,michaelcaloz.com,captain underpants// captain underpants the first epic tale,iron man// endgame,that one punk spider man// across the spiderverse,bowser// the mario movie,,,,,,,nuh-uh
05/01/2024 9:30,Kok0,I agree.,"Yes, I am at least 18 years old.",INFJ,16Personalities,Alice//Plus One,Yas//Rye Lane,Arthur//Past Lives,Sasha Tran//Always Be My Maybe,Leia Organa/Star Wars Franchise,Lucy//Two Weeks Notice,Dani//Midsommar,Emily/Corpse Bride,,,
05/01/2024 14:51,ThanSuc711,I agree.,"Yes, I am at least 18 years old.",ENTJ,16Personalities,Hiro Hamada//Big Hero 6,Miles Morales//Spider-Man: Into the Spider-Verse,Mai//Next Gen,Hogarth Hughes//The Iron Giant,Tony Stark//Iron Man,Peter Parker//Spiderman,Neo//Matrix,Dr. Emmett Brown//Back to the Future,Jim Preston//Passengers,Mark Watney//The Martian,
05/01/2024 16:00,maestro,I agree.,"Yes, I am at least 18 years old.",ISTJ,16Personalities,Park Ki Joon//Midnight Runners,Padre Burgos//Gomburza,Howl//Howl’s Moving Castle,Shun//From Up on Poppy Hill,,,,,,,
05/01/2024 17:16,luffy303,I agree.,"Yes, I am at least 18 years old.",INFJ,16Personalities,Toy Story,Toy Story 2,Toy  Story 3,The Platform,"Hello Love, Goodbye",,,,,,
05/01/2024 17:22,sunk,I agree.,"Yes, I am at least 18 years old.",ENTP,all,.,.,.,.,,,,,,,
05/02/2024 9:16,Sure 👌,I agree.,"Yes, I am at least 18 years old.",INFP,Cognitive functions self-typing,Elle Woods//Legally Blondes,Regina George//Mean Girls,Isabelle Madrigal//Encanto,Howl//Howl's Moving Castle,Sophie//Howl's Moving Castle,Barbie//Barbie and the secret of the wings,Rajun//3 idiots,Elsa//Frozen ,Mei Mei//Jujutsu Kaisen: 0,Gojo//Jujutsu Kaisen: 0,More colors pls but it's on you tho ❣️
05/02/2024 9:38,yuehanbaolin,I agree.,"Yes, I am at least 18 years old.",INFJ,16Personalities,Bruce Wayne//The Dark Knignt,Joseph Cooper//Interstellar,Paul Hunham//The Holdovers,Oskar Schindler//Schindler's List,Andy Dufresne//The Shawshank Redemption,Forrest Gump//Forrest Gump,John Anderton//Minority Report,John Miller//Saving Private Ryan,Riggan Thomson//Birdman,John Nash//A Beautiful Mind,"This is a great initiative! I'm so glad to participate. I look forward to your insights on the data as I consider myself a cinephile and to some extent, with a slight fascination on human psychoanalysis. Thanks in advance."
05/02/2024 13:11,datafreelancer2025,I agree.,"Yes, I am at least 18 years old.",INFJ,I forgot,ElleWoods//LegallyBlonde,Trinity//Matrix1,SarahConnor//Terminator2,Galadriel//LordOfTheRingsTheTwoTowers,HermioneGranger//HarryPotterGobletOfFire,KatnissEverdeen//HungerGames1,EmmaWoodhouse//Emma(GwynethPaltrowVersion),ElizabethBennet//PrideAndPrejudice(KeiraKnightlyVersion),JaneSmith//Mr&MrsSmith,Nina//PointOfNoReturn,GoodLuck!  Please offer to publish your findings and post in our DEP group
05/02/2024 22:34,indakosaiiimoo,I agree.,"Yes, I am at least 18 years old.",ENFP,sakinorva.net,Joy//Inside Out,Henry Roth//50 first dates,Elle Woods//Legally Blonde,Chanel Oberlin//Scream Queens,Wade//Elemental,Augustus//The Fault in Our Stars,Weird Barbie//Barbie the Movie,Veneer//Trolls Band Together,Arrietty//The Secret World of Arrietty,Benji//Pitch Perfect,
05/03/2024 2:54,MapleMoon7,I agree.,"Yes, I am at least 18 years old.",INTJ,16Personalities,Hermione//Harry Potter,Blue//Jurassic World,Bakugo///My Hero Academia,Benji//Mission: Impossible,,,,,,,
05/03/2024 3:23,soapy,I agree.,"Yes, I am at least 18 years old.",INTP,16Personalities,James Bond,James Bond,James Bond,James Bond,James Bond,,,,,,more!
05/03/2024 3:35,PUNK.4T.HEART,I agree.,"Yes, I am at least 18 years old.",ENTJ,Cognitive functions self-typing,Cobb//Inception,Baby//Baby Driver,Hobart Brown//Spider-man: Across the Spider-Verse,Han Lue//The Fast and the Furious: Tokyo Drift,,,,,,,
05/03/2024 3:42,SleepOnNails,I agree.,"Yes, I am at least 18 years old.",ISTP,Cognitive functions self-typing,Jack Frost//Rise of The Guardians,Hawkeye//Avengers: Age Of Ultron,12th Doctor//Twice Upon a Time,The Flash//Justice League: Crisis on Infinite Earths,,,,,,,
05/03/2024 4:35,Bana,I agree.,"Yes, I am at least 18 years old.",ISTJ,Cognitive functions self-typing,Summer//500 days of summer,Dani//Midsommar,Amy//gone girl ,Miranda//the devil wears prada,Justine//melancholia ,Lady Bird//Lady Bird,Gary//Licorice Pizza,,,,
05/03/2024 4:56,CupcakeWolf,I agree.,"Yes, I am at least 18 years old.",ISFJ,16Personalities,Will Turner//Pirates of the Caribbean,Alice//Alice in Wonderland (Disney Cartoon Movie),Obi-Wan//Star Wars,Captain America//Avengers,,,,,,,
05/03/2024 5:43,Skibidipao,I agree.,"Yes, I am at least 18 years old.",ISFJ,Voice recording by proffesional typists,Forest gump//Forest Gump,Tyrion Lannister//Game of Thrones (not a movie ik),Roman Roy//succession,Ferdinand the bull//ferdinand the bull original movie,Obi wan kenobi // Star Wars,Gale // breaking bad s3,,,,,Nope
05/03/2024 6:05,Princess No,I agree.,"Yes, I am at least 18 years old.",ISTJ,I honestly don't remember but I get ISTJ every time so,"Ellen Ripley, Alien","Obi-Wan Kenobi, Star Wars","Rita, Edge of Tomorrow","The Dude, The Big Lebowski","Miller, Event Horizon","Sarah Connor, Terminator",,,,,I will no doubt think of a billion more at 3AM but hopefully this helped
05/03/2024 6:33,Bonita42,I agree.,"Yes, I am at least 18 years old.",ISFJ,16Personalities,Westley//The Princess Bride,Korso//Titan A.E.,Aragorn//The Lord of the Rings,Dastan//Prince of Persia: The Sands of Time,Jack Callaghan//While You Were Sleeping,Robin Hood//Robin Hood,George Bailey//It's A Wonderful Life,Jake 'Hangman' Seresin//Top Gun: Maverick,Rick O'Connell//The Mummy,Henry Tilney//Northanger Abbey,
05/03/2024 7:10,SilentNinja,I agree.,"Yes, I am at least 18 years old.",INFJ,16Personalities,Gandalf,Iron Man,Obi Wan Kenobi,Spock,,,,,,,
05/03/2024 9:35,Goobere,I agree.,"Yes, I am at least 18 years old.",INTP,michaelcaloz.com,Klaus (Klaus),Rango (Rango),Iron Giant (The Iron Giant),Wall-E (Wall-E),Batman (From the animated movies),,,"CaptaKPete ""Maverick"" Mitclall // Tra Gun: Maverick",,,"Saying a ""favorite"" is difficult. If I fill this survey again in a month half my answers would likely change."
05/03/2024 9:39,uta,I agree.,"Yes, I am at least 18 years old.",ISTP,16Personalities,Mima Kirigoe Perfect Blue ,Astronaut Sam Moon(2009),Ripley Alien ,Motoko Ghost in the shell,,,,,,,
05/03/2024 11:37,cistjye5,I agree.,"Yes, I am at least 18 years old.",ISTJ,Administered by institution,Forrest Gump // Forrest Gump,Sebastian // La La Land,Mia / La La Land,Andrew // Whiplash,Hermione // Harry Potter,Aragorn // Lord of the Rings,,,,,
05/03/2024 12:09,Erminegarde,I agree.,"Yes, I am at least 18 years old.",ISFJ,Meyers Briggs,Cinderella // Kenneth Branagh’s live action Cindery,Eleanor// Emma Thompson’s Sense and Sensibility ,Elwood Blues//The Blues Brothers ,Lizzie Bennet//Keira Knightly’s Pride and Prejudice ,Stitch//Lilo and Stitch,The Djinn// Idris Elba’s 3000 years of Longing,,,,,
05/03/2024 12:16,MEHEHEHEHEHHEHEHEHEHE,I agree.,"Yes, I am at least 18 years old.",ENFP,ALL OF THE ABOVE B2UWHAHAHAHA,THE FOX//The little prince,MALEFICENT//Maleficent,HAKU//Spirited away,TURNIP//Howls moving castle,PONYO//ponyo,MAVIS DRACULA//Hotel Transylvania ,MURRAY//Hotel Transylvania ,,,,"Other than movie, add serie:<"
05/03/2024 12:28,Martyhadalittlelambwithjelly,I agree.,"Yes, I am at least 18 years old.",INFJ,16Personalities,Bob Harris//Lost in Translation,Ellen Ripley//Alien,Charlotte//Lost in Translation,Wade Wilson//Deadpool,Hermione//The Deathly Hallows: Part I,Juno MacGuff//Juno,Alexander Dane//Galaxy Quest,Chris Nielsen//What Dreams May Come,Prince Akeem//Coming to America,Pope Benedict//The Two Popes,
05/03/2024 15:22,harp2,I agree.,"Yes, I am at least 18 years old.",ISTP,Truity,Neil Perry -  Dead poets society ,J.  Daniel Atlas  - Now You See Me,Shrek - Shrek,Toothless - how  to train your dragon,,,,,,,i forgot all the movies i ever watched while taking this. cool survey though!
05/03/2024 20:36,That1guythat8thesurvey,I agree.,"Yes, I am at least 18 years old.",ISTP,Cognitive functions self-typing,Coralline/Coralline,Iva/Wall-e,Matilda/Matilda,Lapis lazuli-Steven Universe the movie,Dori/finding Nemo ,Wallace/Scott Pilgrim vs The World,,,,,
05/03/2024 23:23,excess,I agree.,"Yes, I am at least 18 years old.",ESTP,Cognitive functions self-typing,Robocop//Robocop,Blind Al//Deadpool,Frank Castle//The Punisher,Ursula//The Little Mermaid,,,,,,,"if possible, notify when you post final results."
05/03/2024 23:26,birdd,I agree.,"Yes, I am at least 18 years old.",ISFP,Cognitive functions self-typing,Philippe Petit//The Walk,John Rambo//Rambo: First Blood,Strider//The Lord of the Rings,Joseph Cooper//Interstellar,,,,,,,
05/04/2024 0:07,Rogue,I agree.,"Yes, I am at least 18 years old.",ESTJ,Cognitive functions self-typing,Mr Fox//Fantastic Mr.fox,SoundWave//Transformers: dark of the moon,Michael Nantz//Battle Los Angeles ,Hermione Granger//Harry Potter,Owen Grady//Jurassic World  ,Auto//Wall-E,‪Khaevis//Damsel,Frank Martin//the transporter,Jake Lonergan/Cowboys & Aliens,Cam//Tracers,
05/04/2024 0:12,RUF34,I agree.,"Yes, I am at least 18 years old.",INFJ,"Cognitive functions self-typing + Sakinorva (16p.com IS ***NOT*** RELIABLE, therefore I am wary of this survey's legitimacy)",Morticia Addams//The Addams Family,Trinity//The Matrix,John Wick//John Wick,Jack Sparrow//Pirates of the Caribbean,,,,,,,
05/04/2024 0:28,cookie4,I agree.,"Yes, I am at least 18 years old.",ESTP,16Personalities,Regina George//Mean Girls,Nick Wilde//Zootopia,Ken//The Barbie Movie,Flynn Rider//Tangled,,,,,,,
05/04/2024 0:30,AlphaOmega0215,I agree.,"Yes, I am at least 18 years old.",ENFP,16Personalities,Miles Morales//Into the Spider-Verse,John Wick//John Wick,Officer K//Blade Runner 2049,Captain Jack Sparrow//Pirates of the Caribbean: At World's End,,,,,,,
05/04/2024 0:31,123456789,I agree.,"Yes, I am at least 18 years old.",ISTP,Cognitive functions self-typing,flynn rider//tangled,merida//brave,megara//hercules,alice//alice in wonderland,,,,,,,
05/04/2024 0:35,ghostofsparta,I agree.,"Yes, I am at least 18 years old.",ESTJ,Cognitive functions self-typing,John Kramer//Saw,Galvatron//Transformers: The Movie,Sweeney Todd//Sweeney Todd: Demon-barber from Fleet Street,Freddy Krueger//Nightmare on Elm Street,Billy Loomis//Scream,Willy Wonka// Cbirlie ohn Loomis Chocolate Factory (2005),,,,,
