,char,movie,mbti,votes
36,Minato Mugino,Monster (2023),INFJ,106 Pdb Votes
37,Agatha of Gavaldon,The School for Good and Evil,INFJ,602 Pdb Votes
38,Morticia Addams,The Addams Family,INFJ,1k Pdb Votes
39,Kristofferson,Fantastic Mr. Fox (2009),INFJ,573 Pdb Votes
40,Valka,How to Train Your Dragon (Franchise),INFJ,255 Pdb Votes
41,Lin Lu-ho (Bullhead),"The Pig, the Snake and the Pigeon 周處除三害",XXXX,27 Pdb Votes
42,Nemesis,Rebel Moon (Franchise),INFJ,36 Pdb Votes
43,Lumalee,The Super Mario Bros. Movie (2023),INFJ,624 Pdb Votes
44,Annette Hargrove,Cruel Intentions (1999),INFJ,257 Pdb Votes
45,Humbert Humbert,Lolita (1997),INFJ,442 Pdb Votes
46,Donald “Doc” Shirley,Green Book (2018),INFJ,297 Pdb Votes
47,Grandma Tala,Moana (2016),INFJ,413 Pdb Votes
48,The Unicorn / Lady Amalthea,The Last Unicorn (1982),INFJ,228 Pdb Votes
49,Tess Ocean,Ocean's Eleven Trilogy,INFJ,73 Pdb Votes
50,Tadashi Hamada,Big Hero 6 (2014),INFJ,1.3k Pdb Votes
51,Mollie Burkhart,Killers of the Flower Moon,INFJ,218 Pdb Votes
52,Lucy Moderatz,While You Were Sleeping (1995),INFJ,155 Pdb Votes
53,Cole Sear,The Sixth Sense (1999),INFJ,141 Pdb Votes
54,Chris Chambers,Stand by Me (1986),INFJ,441 Pdb Votes
55,Mirage,The Incredibles (Franchise),INFJ,479 Pdb Votes
56,Lee Woo-jin,Oldboy (2003) (올드보이),INFJ,361 Pdb Votes
57,Roxanne Ritchi,Megamind (2010),INFJ,696 Pdb Votes
58,Amasawa Seiji,Mimi wo Sumaseba (Whisper of the Heart),INFJ,17 Pdb Votes
59,Kanako Fujishima,The World Of Kanako (2014),INFJ,142 Pdb Votes
60,Kunio Mamiya,Kyua (Cure) (1997),INFJ,58 Pdb Votes
61,Nicole,Whiplash (2014),INFJ,177 Pdb Votes
62,Malèna Scordia,Malèna,INFJ,225 Pdb Votes
63,"Anita ""Needy"" Lesnicki",Jennifer's Body (2009),INFJ,721 Pdb Votes
64,Jeanette,Alvin And The Chipmunks (2007),INFJ,364 Pdb Votes
65,Odette,The Swan Princess (1994),INFJ,254 Pdb Votes
66,Susan Murphy “Ginormica”,Monsters vs. Aliens,INFJ,212 Pdb Votes
67,Lorraine Warren,The Conjuring,INFJ,433 Pdb Votes
68,Jay Gatsby,The Great Gatsby (2013),INFJ,929 Pdb Votes
69,Ed Dakota,Identity (2003),INFJ,30 Pdb Votes
70,Ms. Sharon Norbury,Mean Girls (2004),INFJ,393 Pdb Votes
71,Mirana / The White Queen,Alice in Wonderland / Through the Looking Glass (2010 - 2016),INFJ,479 Pdb Votes
72,Tom Ripley,The Talented Mr. Ripley (1999),INFJ,379 Pdb Votes
73,Qi'ra,Star Wars,INFJ,161 Pdb Votes
74,Col. Walter E. Kurtz,Apocalypse Now (1979),INFJ,282 Pdb Votes
75,Robert Angier “The Great Danton”,The Prestige (2006),INFJ,258 Pdb Votes
76,Ava,Ex Machina (2014),INFJ,274 Pdb Votes
77,Sally,The Nightmare Before Christmas (1993),INFJ,1.3k Pdb Votes
78,Sally,Orion and the Dark (2024),INFJ,4 Pdb Votes
79,Doctor Clemens,The Last Voyage of the Demeter,INFJ,28 Pdb Votes
80,Mitsuru Aiba,Liverleaf (2018),INFJ,65 Pdb Votes
81,Koro,Kingdom of the Planet of the Apes,XXXX,3 Pdb Votes
82,Freshteh Khadem,Gonahe Fereshteh (Fereshteh's Sin),INFJ,15 Pdb Votes
83,The Creature,Lisa Frankenstein (2024),INFJ,47 Pdb Votes
84,Jonathan Miller,Miller’s Girl (2024),INFJ,28 Pdb Votes
85,Noriko Oishi,Godzilla Minus One,INFJ,28 Pdb Votes
86,Vincent Renzi,Anatomy of a Fall (2023),INFJ,62 Pdb Votes
87,Daniel,Anatomy of a Fall (2023),INFJ,65 Pdb Votes
88,Elly Conway,Argylle (2024),INFJ,60 Pdb Votes
89,Hong,Man Suang (2023),XXXX,3 Pdb Votes
90,Max Stevenson,Puppy Love,INFJ,23 Pdb Votes
91,Alireza,Leila's Brothers,INFJ,105 Pdb Votes
92,Nefer,Mummies (2023),INFJ,25 Pdb Votes
93,Jennifer Corvino,Phenomena,INFJ,24 Pdb Votes
94,Paul Bäumer,All Quiet on the Western Front (2022),INFJ,154 Pdb Votes
95,Henry Of Wales,"Red, White and Royal Blue (2023)",INFJ,374 Pdb Votes
96,Nigel Colbie,Like minds,INFJ,62 Pdb Votes
97,Xenk Yendar,Dungeons & Dragons: Honor Among Thieves (2023),INFJ,267 Pdb Votes
98,Momma Dinosaur,Ice Age (Franchise),INFJ,52 Pdb Votes
99,Satya Dev Chaudhry,Kalank (2019),XXXX,8 Pdb Votes
100,Wisp,Brave (2012),INFJ,67 Pdb Votes
101,Ava Lord,Sin City (franchise),INFJ,33 Pdb Votes
102,Naina Talwar,Yeh Jawaani Hai Deewani,INFJ,86 Pdb Votes
103,Lt col john lawrence,"Merry Christmas, Mr. Lawrence",INFJ,32 Pdb Votes
104,Henry Barthes,Detachment,INFJ,260 Pdb Votes
105,Brahms Heelshire,The Boy,INFJ,221 Pdb Votes
106,Eudoria Holmes,Enola Holmes (2020),INFJ,386 Pdb Votes
107,Lucille,A Monster in Paris,INFJ,200 Pdb Votes
108,Blue Fairy,Pinocchio (1940),INFJ,78 Pdb Votes
109,Catherine Twombly,Her (2013),INFJ,91 Pdb Votes
110,Stalker,Stalker (1979) (Сталкер),INFJ,138 Pdb Votes
111,Alejandro Gillick,Sicario (2015),INFJ,104 Pdb Votes
112,Matt Flamhaff,13 going on 30 (2004),INFJ,219 Pdb Votes
113,The Light Fury,How to Train Your Dragon (Franchise),INFJ,170 Pdb Votes
114,Cindy-Lou Who,How The Grinch Stole Christmas (2000),INFJ,296 Pdb Votes
115,Kathleen Kelly,You've Got Mail (1998),INFJ,136 Pdb Votes
116,John Morris,The Sisters Brothers (2018),INFJ,40 Pdb Votes
117,Evan Treborn,The Butterfly Effect (2004),INFJ,143 Pdb Votes
118,Carlisle Cullen,Twilight (Franchise),INFJ,726 Pdb Votes
119,Dracula / Vlad Dracula III,Bram Stoker's Dracula (1992),INFJ,186 Pdb Votes
120,Aslan,The Chronicles of Narnia (Film Trilogy),INFJ,642 Pdb Votes
121,T.E. Lawrence,Lawrence of Arabia (1962),INFJ,142 Pdb Votes
122,Thomas Andrews,Titanic (1997),INFJ,104 Pdb Votes
123,Juror #8,12 Angry Men (1957),INFJ,520 Pdb Votes
124,Teresa Agnes,The Maze Runner (Film Trilogy),INFJ,602 Pdb Votes
125,Westley,The Princess Bride (1987),INFJ,366 Pdb Votes
126,Sebastian,Suddenly Last Summer (1959),INFJ,4 Pdb Votes
127,Aisha Greimas,Ayat-Ayat Cinta (2008),INFJ,4 Pdb Votes
128,Daniel,Sing (Franchise),INFJ,2 Pdb Votes
129,Michael Ausiello ,Spoiler Alert (2022),INFJ,4 Pdb Votes
130,Leena Klammer,Orphan (2009-2022),INFJ,3 Pdb Votes
131,nuray,kuru otlar üstüne,INFJ,4 Pdb Votes
132,Nicholas Winton,One Life (2024),XXXX,6 Pdb Votes
133,Air,Elemental,XXXX,7 Pdb Votes
134,Numa Turcatti,La Sociedad de la Nieve (Society of the Snow),INFJ,151 Pdb Votes
135,Mary,Journey to Bethlehem (2023),INFJ,30 Pdb Votes
136,Jia,Godzilla x Kong: The New Empire (2024),INFJ,10 Pdb Votes
137,Mina,The Watchers (2024),INFJ,3 Pdb Votes
138,Hans Zimmer's Tick-Tock,Interstellar (2014),INFJ,7 Pdb Votes
139,Monsieur de Tréville,Barbie and the Three Musketeers (2009),XXXX,4 Pdb Votes
140,Mermaid Barbie,Barbie (2023),INFJ,90 Pdb Votes
141,Chihiro,Call Me Chihiro (2023),INFJ,60 Pdb Votes
142,John May,Still Life,INFJ,14 Pdb Votes
143,Tigris Snow,The Ballad of Songbirds and Snakes (2023),INFJ,307 Pdb Votes
144,August Sader,The School for Good and Evil,XXXX,8 Pdb Votes
145,The Elder,Bullet Train,INFJ,148 Pdb Votes
146,Rocco Parondi,Rocco and His Brothers (1960),INFJ,25 Pdb Votes
147,Julia,Watcher,INFJ,56 Pdb Votes
148,Shantipriya,Om Shanti Om (2007),INFJ,39 Pdb Votes
149,Mia Reed,The Fallout,INFJ,115 Pdb Votes
150,Martin Luther King Jr.,Selma (2014),XXXX,8 Pdb Votes
151,Charles Ambrose,Solace (2015),INFJ,6 Pdb Votes
152,Freddie Joyce,Calvary (2014),XXXX,2 Pdb Votes
153,Jenny,Free Birds (2013),XXXX,9 Pdb Votes
154,Deric,Totally Fucked Up (1993),XXXX,10 Pdb Votes
155,Hunter,Swallow,INFJ,41 Pdb Votes
156,Lisa McVey,Believe Me: The Abduction of Lisa McVey,INFJ,125 Pdb Votes
157,Bennett Russell,Candy Jar,INFJ,16 Pdb Votes
158,Abby Posey,The Mitchells vs. the Machines (2021),INFJ,133 Pdb Votes
159,King Caesar,MonsterVerse,XXXX,8 Pdb Votes
160,Jacob,Like Crazy (2011),XXXX,6 Pdb Votes
161,Marie Jones,Malcolm & Marie (2021),INFJ,429 Pdb Votes
162,Julia Sullivan,The Wedding Singer (1998),INFJ,29 Pdb Votes
163,Esti Kuperman,Disobedience,INFJ,33 Pdb Votes
164,Patrick Wisely,Scooby-Doo (2002),INFJ,26 Pdb Votes
165,Tiger Lily,Peter Pan (1953),INFJ,56 Pdb Votes
166,Rahul Raichand,Kabhi Khushi Kabhie Gham... (2001),INFJ,44 Pdb Votes
167,Aditya Kashyup,Jab We Met (2007),INFJ,123 Pdb Votes
168,Jo,Safe Haven,INFJ,11 Pdb Votes
169,Cowslip,Watership Down (1978),INFJ,8 Pdb Votes
170,The Motorcycle Boy,Rumble Fish (1983),INFJ,45 Pdb Votes
171,Julie de Courcy,Three Colours trilogy,INFJ,91 Pdb Votes
172,Graham Dalton,"sex, lies, and videotape",INFJ,64 Pdb Votes
173,Ayumu Muko,Yellow Elephant (2013),INFJ,5 Pdb Votes
174,Emi Fukuju,"My Tomorrow, Your Yesterday (2016)",INFJ,58 Pdb Votes
175,Leopold Mountbatten,Kate & Leopold,INFJ,31 Pdb Votes
176,Rosa,O Auto da Compadecida (2000),INFJ,30 Pdb Votes
177,Soothsayer,Kung Fu Panda (Franchise),INFJ,163 Pdb Votes
178,Will Graham,Red Dragon (2002),INFJ,114 Pdb Votes
179,Raymond Dufayel,Amélie (2001),INFJ,85 Pdb Votes
180,Susie Bannion,Suspiria (2018),INFJ,112 Pdb Votes
181,Dr. Kyojō Niide,Red Beard (1965),INFJ,17 Pdb Votes
182,Angelita,K-12 (2019),INFJ,205 Pdb Votes
183,"Victoria ""Vicki"" Winters",Dark Shadows (2012),INFJ,175 Pdb Votes
184,Abraham Portman,Miss Peregrine's Home for Peculiar Children (2016),XXXX,28 Pdb Votes
185,Evelyn Abbott,A Quiet Place (2018),INFJ,159 Pdb Votes
186,Madolyn,The Departed (2006),INFJ,49 Pdb Votes
187,Jeffrey Beaumont,Blue Velvet (1986),INFJ,136 Pdb Votes
188,The Emperor of China,Mulan (Franchise),INFJ,207 Pdb Votes
189,Malcolm Crowe,The Sixth Sense (1999),INFJ,84 Pdb Votes
190,Sue Snell,Carrie (1976),INFJ,116 Pdb Votes
191,Astrid Young Teo,Crazy Rich Asians (2018),INFJ,176 Pdb Votes
192,Samara Morgan,The Ring (2002),INFJ,265 Pdb Votes
193,Atari Kobayashi,Isle of Dogs (2018),INFJ,113 Pdb Votes
194,Sally Carrera,Cars (Franchise),INFJ,238 Pdb Votes
195,Dr. Karen Fletcher,Split (2016),INFJ,96 Pdb Votes
196,Maggie Murdock,Love & Other Drugs (2010),INFJ,159 Pdb Votes
197,Maid Marian,Robin Hood (1973),INFJ,203 Pdb Votes
198,Samantha Kingston,Before I Fall (2017),INFJ,91 Pdb Votes
199,Josh Lucas,Clueless (1995),INFJ,452 Pdb Votes
200,"Strip ""The King"" Weathers",Cars (Franchise),INFJ,147 Pdb Votes
201,Vesper Lynd,James Bond Film Series,INFJ,162 Pdb Votes
202,Plo Koon,Star Wars,INFJ,185 Pdb Votes
203,Plutarch Heavensbee,The Hunger Games (Franchise),INFJ,263 Pdb Votes
204,Władysław Szpilman,The Pianist (2002),INFJ,293 Pdb Votes
205,Nariyoshi Miyagi,The Karate Kid (Franchise),INFJ,296 Pdb Votes
206,Justine,Melancholia (2011),INFJ,156 Pdb Votes
207,John Doe,Se7en (1995),INFJ,686 Pdb Votes
208,Ilsa Faust,Mission: Impossible (Franchise),INFJ,159 Pdb Votes
209,John Coffey,The Green Mile (1999),INFJ,402 Pdb Votes
210,Thomas Sharpe,Crimson Peak (2015),INFJ,260 Pdb Votes
211,Woodchuck Todd,Easy A (2010),INFJ,106 Pdb Votes
212,Elizabeth Wurtzel,Prozac Nation (2001),INFJ,299 Pdb Votes
213,Louise Banks,Arrival (2016),INFJ,399 Pdb Votes
214,Maz Kanata,Star Wars,INFJ,136 Pdb Votes
215,Mal,Inception (2010),INFJ,297 Pdb Votes
216,Galadriel,The Lord of the Rings (Film Trilogy),INFJ,908 Pdb Votes
217,Rafael Richard,Os Huios,XXXX,1 Pdb Vote
218,Maethe Miguel Capitonio,Os Huios,INFJ,5 Pdb Votes
219,"Brigadier General Warren A. ""Blackie"" Black",Fail Safe (1964),INFJ,3 Pdb Votes
220,Matt Fowler,In the Bedroom (2001),XXXX,1 Pdb Vote
221,Alpha,Monkey Man (2024),INFJ,2 Pdb Votes
222,Roy,The Odd Couple (1968),INFJ,2 Pdb Votes
223,Angelica,Family Switch,INFJ,3 Pdb Votes
224,Kyle,Grown Ups,INFJ,7 Pdb Votes
225,Kid #2,The Final Destination (2009),XXXX,1 Pdb Vote
226,Alexander Joseph,Abraham Ozler (2024),INFJ,2 Pdb Votes
227,Savannah,Lowlifes (2024),ISFP,1 Pdb Vote
228,Homer,Wings of Desire,XXXX,1 Pdb Vote
229,Edward Sumner,Unfaithful (2002),XXXX,1 Pdb Vote
230,Christina,Exotica (1994),INFJ,10 Pdb Votes
231,Jack Moore,Red Corner (1997),XXXX,1 Pdb Vote
232,Merlin,The Sorcerer’s Apprentice (2010),INFJ,2 Pdb Votes
233,Sumio,Saiko! The Large Family (2009),XXXX,1 Pdb Vote
234,Novica Marjanović,The Skinning (Šišanje),INFJ,2 Pdb Votes
235,Pelikan,Kung Fu Panda (Franchise),ENTJ,1 Pdb Vote
236,Lord Ram,"Mantra Warrior, Legend of the Eight Moons",INFJ,4 Pdb Votes
237,Dr. Julia Kelly,The Peacemaker (1997),XXXX,1 Pdb Vote
238,Kuvetli,Journey into Fear (1943),INFJ,6 Pdb Votes
239,Willy's Mother,Wonka (2023 Movie),INFJ,8 Pdb Votes
240,Yi Soo,The Beauty Inside 2015,INFJ,10 Pdb Votes
241,Grandpa Nodar,Vacations of Petrov and Vasechkin (1984),INFJ,8 Pdb Votes
242,Arturo Nogueira,La Sociedad de la Nieve (Society of the Snow),INFJ,22 Pdb Votes
243,Joan of Arc,The Messenger: The Story of Joan of Arc,INFJ,48 Pdb Votes
244,Manoj Kumar Sharma,12th Fail,INFJ,21 Pdb Votes
245,Dr. Doris Parker,Detachment,ESFJ,6 Pdb Votes
246,"Philomena ""Philo"" Angeles",A Very Good Girl,INFJ,24 Pdb Votes
247,Chuck Lane,Shattered Glass (2003),INFJ,3 Pdb Votes
248,Lucinda,Kung Fu Panda (Franchise),XXXX,1 Pdb Vote
249,Friedrich Nietzsche ,Beyond Good And Evil (1977 film),INTJ,10 Pdb Votes
250,Ms. Norbury,Mean Girls (2024),INFJ,16 Pdb Votes
251,Ирина Сергеевна,Слово пацана. Кровь на асфальте / Slovo patsana,INFJ,110 Pdb Votes
252,Girlfriend,Stan,INFJ,5 Pdb Votes
253,Evan Treborn at 13,The Butterfly Effect (2004),INFJ,11 Pdb Votes
254,Christopher,Family Blood (2018),INFJ,2 Pdb Votes
255,Floyd,Trolls (2016),INFJ,131 Pdb Votes
256,Heloise,Ofis Akademia,INFJ,20 Pdb Votes
257,Shen Tian Ran,Born to Fly (2023),XXXX,1 Pdb Vote
258,"Rafał Wilczur ""Antoni Kosiba""","Znachor ""Forgotten Love"" (2023)",INFJ,12 Pdb Votes
259,William Gracey,Haunted Mansion (2023),INFJ,6 Pdb Votes
260,Brynn,No One Will Save You (2023),INFJ,35 Pdb Votes
261,Sister Emanuel,Novitiate,INFJ,2 Pdb Votes
262,Hans Zimmer's Cornfield Chase,Interstellar (2014),INFJ,17 Pdb Votes
263,Aishwarya Rathore,Jawan (2023),INFJ,11 Pdb Votes
264,Aisha,The Innocents (2021),INFJ,9 Pdb Votes
265,Stick,The Monkey King,INFJ,5 Pdb Votes
266,Ned Braden,Slap Shot (1977),INFJ,2 Pdb Votes
267,Gorg,Home (2015),INFJ,15 Pdb Votes
268,Unknown Woman,Kyôshin (Mirrored Mind),INFJ,11 Pdb Votes
269,Rachel Stone,Heart of Stone (2023),INFJ,38 Pdb Votes
270,Julian Wilde,Lured (1947),INFJ,5 Pdb Votes
271,Jerry Hickfang,The Voices (2014),INFJ,4 Pdb Votes
272,Joyce Reynolds,A Haunting in Venice,INFJ,46 Pdb Votes
273,Ruth Handler,Barbie (2023),INFJ,67 Pdb Votes
274,pope,Bird Box Barcelona (2023),XXXX,6 Pdb Votes
275,Pamela Abbott,Inventing the Abbotts (1997),INFJ,10 Pdb Votes
276,Elizabeth Berry,May December,INFJ,85 Pdb Votes
277,Johannes Borgen,Ordet (1955),INFJ,5 Pdb Votes
278,MC,Harry Potter Magic Awakened,XXXX,41 Pdb Votes
279,Rhonda,Trick r Treat (2007),INFJ,7 Pdb Votes
280,Harriet Craig,Craig's Wife (1936),ISFJ,1 Pdb Vote
281,Thomas Becket,Becket (1964),INFJ,4 Pdb Votes
282,Stephen Dallas,Stella Dallas (1937),XXXX,1 Pdb Vote
283,Koa,65 (2023),XXXX,14 Pdb Votes
284,Tony Hastings,Nocturnal Animals (2016),INFJ,18 Pdb Votes
285,Takabayashi Matsuri,The Last 10 Years (2022),INFJ,21 Pdb Votes
286,Caine,John Wick,INFJ,184 Pdb Votes
287,Brian Brown-Easley,Breaking (2022),INFJ,10 Pdb Votes
288,Howard 'Red' Stevens,The Ultimate Gift (2006),XXXX,1 Pdb Vote
289,Eibhlín Kinsella,The Quiet Girl (2022),INFJ,17 Pdb Votes
290,Dell Conagher,EMESIS BLUE,INFJ,17 Pdb Votes
291,"Fritz ""Dr. Ludwig"" Ludwig",EMESIS BLUE,INFJ,71 Pdb Votes
292,Captain EO,Captain EO (1986),INFJ,6 Pdb Votes
293,Mandy Lane,All the Boys Love Mandy Lane,XXXX,12 Pdb Votes
294,Metin,İncir Reçeli,INFJ,10 Pdb Votes
295,Saeed,Holy Spider (2022),INFJ,15 Pdb Votes
296,Cameron,Fathers and Daughters,INFJ,3 Pdb Votes
297,Concerned guy,Encanto (2021),INFJ,14 Pdb Votes
298,Brian Wilson,Love & Mercy,INFJ,9 Pdb Votes
299,Sienna Shaw,Terrifier,INFJ,78 Pdb Votes
300,Dorian,The Perfumier,XXXX,5 Pdb Votes
301,Elsa,The Boy in the Striped Pajamas (2008),INFJ,22 Pdb Votes
302,Rose Cotter,Smile,INFJ,154 Pdb Votes
303,Poong Woon-Ho,20th Century Girl (2022),INFJ,199 Pdb Votes
304,James,Fall (2022),INFJ,19 Pdb Votes
305,Priest of Ambricourt ,Diary of a Country Priest (1951) (Journal d'un curé de campagne),INFJ,6 Pdb Votes
306,beth moss ,sharing the secret,INFJ,9 Pdb Votes
307,Dr. Robert Elliott,Dressed to kill (1980),XXXX,1 Pdb Vote
308,Kekata,Pocahontas (1995),INFJ,10 Pdb Votes
309,Camille,"Un cœur en hiver (A Heart in Winter, 1992)",INFJ,4 Pdb Votes
310,Anne Elliot,Persuasion (2022),INFJ,200 Pdb Votes
311,Eisenheim The Illusionist / Eduard Abramovich,The Illusionist,INFJ,71 Pdb Votes
312,Victoras,The Man with the Answers,XXXX,4 Pdb Votes
313,"Peyton Westlake ""Darkman""",Darkman (1990),INFJ,25 Pdb Votes
314,Sheev Palpatine (His facade),Star Wars,INFJ,148 Pdb Votes
315,Priscilla Presley,Elvis (2022),INFJ,66 Pdb Votes
316,Jennifer Hills,I Spit On Your Grave (Franchise),INFJ,31 Pdb Votes
317,Kengo Kosaka,Parasite in Love (2019),INFJ,22 Pdb Votes
318,Nancy,The Shallows (2016),INFJ,30 Pdb Votes
319,Sōta Koyurugi (小動 爽太),Shitsuren Chocolatier ( 失恋ショコラティエ ),INFJ,5 Pdb Votes
320,Svyatozar,The Last Bogatyr (trilogy),INFJ,2 Pdb Votes
321,Jolene,Jolene (2008),INFJ,2 Pdb Votes
322,Thomas,The Royal Treatment,INFJ,15 Pdb Votes
323,Javad javadi,Bache mohandes,XXXX,10 Pdb Votes
324,Atlas,It Ends with Us,INFJ,5 Pdb Votes
325,Ice Princess,The Adventures of Sharkboy and Lavagirl (2005),INFJ,26 Pdb Votes
326,Loki,Thor: Ragnarok ( 2017),INFJ,10 Pdb Votes
327,Harriet Tubman 'Minty',Harriet (2019),INFJ,28 Pdb Votes
328,Oliver,Beginners (2010),INFJ,12 Pdb Votes
329,Kid with a frog toy,Klaus (2019),INFJ,27 Pdb Votes
330,Greta Hideg,Greta (2018),INFJ,22 Pdb Votes
331,Carla Dean,Enemy of the state,XXXX,1 Pdb Vote
332,Abagail Trant,The Man in the Moon (1991),ISTP,1 Pdb Vote
333,Kazuaki,"Wheel of Fortune and Fantasy (2021, 偶然と想像)",INFJ,7 Pdb Votes
334,Courtney,Flatliners 2017,XXXX,10 Pdb Votes
335,Kira,Hanagatami,XXXX,7 Pdb Votes
336,Kim Joon-ki,Innocent Thing (2014),INFJ,8 Pdb Votes
337,Leatherbeak,Free Birds (2013),INFJ,5 Pdb Votes
338,İrfan Bey,Recep İvedik 4,XXXX,6 Pdb Votes
339,Bill Fordham,August: Osage County (2013),INFJ,9 Pdb Votes
340,Beverly Weston,August: Osage County (2013),INFJ,11 Pdb Votes
341,Roop Dev Chaudhry,Kalank (2019),INFJ,10 Pdb Votes
342,Marguerite de Carrouges,The Last Duel (2021),INFJ,53 Pdb Votes
343,Megha Shankar,Mohabbatein (2000),INFJ,21 Pdb Votes
344,Ann Defrasnoux,Annette (2021),INFJ,27 Pdb Votes
345,Slim Hiller,Enough (2002),INFJ,22 Pdb Votes
346,Igawa Shun,His: I Didn’t Think I Would Fall in Love (2020),INFJ,16 Pdb Votes
347,Lord Mayor,Yellow Submarine (1968),INFJ,4 Pdb Votes
348,David Kim,Searching (2018),INFJ,23 Pdb Votes
349,Veronica Gorloisen,The Sorcerer’s Apprentice (2010),INFJ,3 Pdb Votes
350,Liya,Throne Of Elfes,INFJ,4 Pdb Votes
351,Rob Hilliard,Grown Ups,INFJ,31 Pdb Votes
352,Ronnie ‘Sunshine’ Bass,Remember the Titans,INFJ,6 Pdb Votes
353,Jean Valjean,Les Miserables (2012),INFJ,82 Pdb Votes
354,Anna Ivers,The Uninvited (2009),INFJ,23 Pdb Votes
355,Evangeline,The Princess and the Frog (2009),INFJ,148 Pdb Votes
356,Socrates,Peaceful Warrior (2006),INFJ,9 Pdb Votes
357,John the Baptist,The Last Temptation of Christ (1988),INFJ,3 Pdb Votes
358,Jane Harper,The Quiet Ones (2014),ESTP,2 Pdb Votes
359,Su Junzhu,New Gods: Nezha Reborn (2021),INFJ,22 Pdb Votes
360,Frieda,Die wilden Hühner (2006),INFJ,29 Pdb Votes
361,Charlie,Rio (2011),INFJ,41 Pdb Votes
362,Beverly Penn,Winter‘s Tale,INFJ,15 Pdb Votes
363,Shmuel,The Boy in the Striped Pajamas (2008),INFJ,29 Pdb Votes
364,Maharet,Queen of the Damned,INFJ,5 Pdb Votes
365,Alex Truelove,Alex Strangelove (2018),INFJ,42 Pdb Votes
366,Jesus Christ,The Passion of the Christ,INFJ,40 Pdb Votes
367,Kang Yeo-ri,Spellbound (2011 film),XXXX,4 Pdb Votes
368,Isolde,Tristan & Isolde (2006),INFJ,13 Pdb Votes
369,Laura,The Orphanage,INFJ,9 Pdb Votes
370,Charles Ryder,Brideshead Revisited (2008),INFJ,4 Pdb Votes
371,Kyu Yoon Do,Silenced (2011),INFJ,6 Pdb Votes
372,Otto,Riders of Justice (Retfærdighedens ryttere),INFJ,17 Pdb Votes
373,Mahatma Gandhi,Gandhi (1982),INFJ,39 Pdb Votes
374,Jia,Godzilla vs. Kong,INFJ,18 Pdb Votes
375,The Knights Who Say Ni,Monty Python and the Holy Grail (1975),INFJ,64 Pdb Votes
376,Donald Trump,Zoolander (2001),INFJ,40 Pdb Votes
377,Preeta,Tom and Jerry (2021),INFJ,10 Pdb Votes
378,Will Benson / William Willis,I Know What You Did Last Summer (1997),INFJ,6 Pdb Votes
379,Abigail,The World to Come (2020),INFJ,43 Pdb Votes
