,char,movie,mbti,votes
34,Charlie Bucket,Charlie and the Chocolate Factory (2005),ISFJ,773 Pdb Votes
35,"Olivia ""Via"" Pullman",Wonder (2017),ISFJ,211 Pdb Votes
36,Erica Sayers / The Queen,Black Swan (2010),ISFJ,287 Pdb Votes
37,Newt,The Maze Runner (Film Trilogy),ISFJ,452 Pdb Votes
38,Neville Longbottom,Harry Potter / Wizarding World Films,ISFJ,1.4k Pdb Votes
39,Isabel,Bottoms,ISFJ,85 Pdb Votes
40,Vanessa Shelly,Five Nights at Freddy's (Movie),ISFJ,327 Pdb Votes
41,Ian Lightfoot,Onward (2020),ISFJ,361 Pdb Votes
42,Terkel,Terkel in Trouble (Terkel i knibe; 2004),ISFJ,49 Pdb Votes
43,Elizabeth “Beth” March,Little Women (2019),ISFJ,753 Pdb Votes
44,Julian,Barbie as the Princess and the Pauper (2004),XXXX,244 Pdb Votes
45,Princess Anneliese,Barbie as the Princess and the Pauper (2004),ISFJ,428 Pdb Votes
46,Rosemary Woodhouse,Rosemary’s Baby (1968),ISFJ,125 Pdb Votes
47,Andy Stitzer,The 40-Year-Old Virgin (2005),ISFJ,158 Pdb Votes
48,Pacha,The Emperor's New Groove (2000),ISFJ,371 Pdb Votes
49,Fauna,Sleeping Beauty (1959),ISFJ,202 Pdb Votes
50,Victoria Everglot,Corpse Bride (2005),ISFJ,480 Pdb Votes
51,"Porpentina ""Tina"" Goldstein",Fantastic Beasts,ISFJ,352 Pdb Votes
52,Baymax,Big Hero 6 (2014),ISFJ,1.3k Pdb Votes
53,Tina Tehrani,Gonahe Fereshteh (Fereshteh's Sin),ISFJ,5 Pdb Votes
54,Jonathan,Anyone but You,ISFJ,11 Pdb Votes
55,Orion,Orion and the Dark (2024),ISFJ,258 Pdb Votes
56,Eleum Knight,Ofis Akademia,XXXX,24 Pdb Votes
57,Queen Amaya,Wish (2023),ISFJ,109 Pdb Votes
58,Gloria,Barbie (2023),ISFJ,324 Pdb Votes
59,Percy Becker,No Hard Feelings (2023),ISFJ,251 Pdb Votes
60,Tom,Harry Potter / Wizarding World Films,ISFJ,23 Pdb Votes
61,Queen Calissa,Barbie in A Mermaid Tale,ISFJ,91 Pdb Votes
62,Bridget,Trolls (2016),ISFJ,129 Pdb Votes
63,Cho Chang,Harry Potter / Wizarding World Films,ISFJ,423 Pdb Votes
64,Annie James,The Parent Trap (1998),ISFJ,321 Pdb Votes
65,Julie James,I Know What You Did Last Summer (1997),ISFJ,89 Pdb Votes
66,Nick Carraway,The Great Gatsby (2013),ISFJ,255 Pdb Votes
67,Bryce Loski,Flipped (2010),ISFJ,204 Pdb Votes
68,Paddington Bear,Paddington (2014),ISFJ,385 Pdb Votes
69,Jean,American Psycho (2000),ISFJ,521 Pdb Votes
70,Kanga,Winnie the Pooh (Franchise),ISFJ,212 Pdb Votes
71,Piglet,Winnie the Pooh (Franchise),ISFJ,352 Pdb Votes
72,"Andrew ""Andy"" Clark",The Breakfast Club (1985),ISFJ,601 Pdb Votes
73,"Samwise ""Sam"" Gamgee",The Lord of the Rings (Film Trilogy),ISFJ,1.3k Pdb Votes
74,Fahri,Ayat-Ayat Cinta (2008),ISFJ,3 Pdb Votes
75,Felix Ungar,The Odd Couple (1968),ISFJ,3 Pdb Votes
76,Rachel Lurie,Zero Day (2003),ISFJ,20 Pdb Votes
77,Delia,C'è Ancora Domani (2023),ISFJ,8 Pdb Votes
78,Cora,Barbie: The Pearl Princess,XXXX,4 Pdb Votes
79,Cady Heron,Mean Girls (2024),ISFJ,98 Pdb Votes
80,Jessica,Thanksgiving (2023),ISFJ,20 Pdb Votes
81,Sibyl Railton-Bell,Separate Tables (1958),ISFJ,4 Pdb Votes
82,Hae Sung,Past Lives (2023),ISFJ,137 Pdb Votes
83,Boy,Boy Kills World,ISFJ,4 Pdb Votes
84,Charles “Charlie” Cullen,The Good Nurse (2022),XXXX,56 Pdb Votes
85,Ballister Boldheart,Nimona (2023),ISFJ,337 Pdb Votes
86,Queen Leah,Sleeping Beauty (1959),ISFJ,43 Pdb Votes
87,Michael,Think Like a Man (2012),ISFJ,14 Pdb Votes
88,Smokey,High and Low,ISFJ,26 Pdb Votes
89,Gena,Cheburashka,ISFJ,38 Pdb Votes
90,Zuba,Madagascar (Franchise),ISFJ,44 Pdb Votes
91,Benjamín García,El Infierno (Hell),ISFJ,24 Pdb Votes
92,Mary Boleyn,The Other Boleyn Girl,ISFJ,47 Pdb Votes
93,Sina,Moana (2016),ISFJ,92 Pdb Votes
94,Big Baby,Toy Story (Franchise),ISFJ,82 Pdb Votes
95,Katie/ Erin,Safe Haven,ISFJ,30 Pdb Votes
96,Ann Bishop Mullany,"sex, lies, and videotape",ISFJ,20 Pdb Votes
97,Emperor Joseph II,Amadeus (1984),ISFJ,48 Pdb Votes
98,The Grand Duke,Cinderella (1950),ISFJ,92 Pdb Votes
99,Lord Milori,Tinker Bell (2008),ISFJ,75 Pdb Votes
100,Amphytryon,Hercules (franchise),ISFJ,13 Pdb Votes
101,Emma Robinson,Blue Lagoon: The Awakening (2012),ISFJ,32 Pdb Votes
102,Agent Stone,Sonic the Hedgehog (Film Series),ISFJ,174 Pdb Votes
103,Stephen Stills,Scott Pilgrim vs. the World (2010),ISFJ,65 Pdb Votes
104,Red Shoes/Snow White,Red Shoes & The Seven Dwarfs (2019),ISFJ,267 Pdb Votes
105,Marta Cabrera,Knives Out (2019),ISFJ,853 Pdb Votes
106,Specs,Insidious,ISFJ,31 Pdb Votes
107,Connie,Midsommar (2019),ISFJ,45 Pdb Votes
108,Jiminy Cricket,Pinocchio (1940),ISFJ,128 Pdb Votes
109,Forky,Toy Story (Franchise),ISFJ,322 Pdb Votes
110,Dumbo,Dumbo (1941),ISFJ,115 Pdb Votes
111,Iridessa,Tinker Bell (2008),ISFJ,311 Pdb Votes
112,Bambi's mother,Bambi (1942),ISFJ,75 Pdb Votes
113,Andrew Henry,The Revenant (2015),ISFJ,17 Pdb Votes
114,Nick Young,Crazy Rich Asians (2018),ISFJ,115 Pdb Votes
115,Charity Barnum,The Greatest Showman (2017),ISFJ,291 Pdb Votes
116,Sally Albright,When Harry Met Sally... (1989),ISFJ,229 Pdb Votes
117,Max Durocher,Collateral (2004),ISFJ,105 Pdb Votes
118,"David Dunn ""The Overseer""",Unbreakable (2000),ISFJ,117 Pdb Votes
119,Ed Tom Bell,No Country for Old Men (2007),ISFJ,189 Pdb Votes
120,Iris Simpkins,The Holiday (2006),ISFJ,148 Pdb Votes
121,Zero Moustafa,The Grand Budapest Hotel (2014),ISFJ,257 Pdb Votes
122,Melanie Hamilton,Gone with the Wind (1939),ISFJ,200 Pdb Votes
123,Duchess,The Aristocats (1970),ISFJ,135 Pdb Votes
124,Charon,John Wick,ISFJ,112 Pdb Votes
125,Paul Varjak,Breakfast at Tiffany's (1961),ISFJ,172 Pdb Votes
126,Julie Steffans,Lady Bird (2017),ISFJ,216 Pdb Votes
127,Dr. Arbuthnot,Murder on the Orient Express (2017),ISFJ,17 Pdb Votes
128,Pilar Estravados,Murder on the Orient Express (2017),ISFJ,19 Pdb Votes
129,Jane Bennet,Pride and Prejudice (2005),ISFJ,581 Pdb Votes
130,Mrs. Lovat,Coraline (2009),ISFJ,69 Pdb Votes
131,Olivia White,Lemonade Mouth (2011),ISFJ,233 Pdb Votes
132,Trusty,Lady and the Tramp (1955),ISFJ,57 Pdb Votes
133,Lady,Lady and the Tramp (1955),ISFJ,341 Pdb Votes
134,Flounder the Fish,The Little Mermaid (1989),ISFJ,272 Pdb Votes
135,Juror #2,12 Angry Men (1957),ISFJ,173 Pdb Votes
136,Primrose Everdeen,The Hunger Games (Franchise),ISFJ,420 Pdb Votes
137,C-3PO,Star Wars,ISFJ,993 Pdb Votes
138,Bilbo Baggins,The Hobbit (Film Trilogy),ISFJ,969 Pdb Votes
139,Paul Foote,The Beast Must Die (1974),ISFJ,10 Pdb Votes
140,Davina,The Beast Must Die (1974),ISFJ,9 Pdb Votes
141,Cynthia Winehouse,Back to Black (2024),ISFJ,7 Pdb Votes
142,Vee Talbot,The Fugitive Kind (1960),XXXX,1 Pdb Vote
143,Mr. Heron,The Ministry of Ungentlemanly Warfare (2024),ISFJ,2 Pdb Votes
144,Bus Driver,Sing (Franchise),XXXX,1 Pdb Vote
145,Willie Ainley,Smilin' Through (1932),XXXX,1 Pdb Vote
146,Alice Winfield,On Moonlight Bay (series),XXXX,3 Pdb Votes
147,Sinem,Yazgı(2001),ISFJ,2 Pdb Votes
148,Paula Jackson,Savage Messiah (2002),ISFJ,10 Pdb Votes
149,Sheraton,Lord of the Flies (1990),ISFP,1 Pdb Vote
150,Lesley Smith-Juniment,Hot Air (2016),XXXX,1 Pdb Vote
151,Phraya Bodisorn,Man Suang (2023),ESFJ,1 Pdb Vote
152,Zoe,Exotica (1994),ISFJ,10 Pdb Votes
153,Francis Brown,Exotica (1994),ISFJ,10 Pdb Votes
154,Joe,Disney Fairies,ISFJ,5 Pdb Votes
155,Charlie Stewart,Mona Lisa Smile (2003),XXXX,1 Pdb Vote
156,Sylvia,O Lobo Atrás Da Porta (2013),ISFJ,5 Pdb Votes
157,Roz,Wild Robot,ISFJ,2 Pdb Votes
158,Toña,Chance (2009),ISFJ,7 Pdb Votes
159,Peter,Vorstadtkrokodile 2,XXXX,1 Pdb Vote
160,Cicero,Gladiator (2000),ISFJ,2 Pdb Votes
161,Shadkam,Midday Adventures (Majaray Nimrooz),INFJ,1 Pdb Vote
162,Carlita (First Omen),The Omen (1976),ISFJ,5 Pdb Votes
163,Jane,Sitting in Bars with Cake (2023),ISFJ,2 Pdb Votes
164,Lola,Tin & Tina,ISFJ,10 Pdb Votes
165,Italia,La Chimera,XXXX,1 Pdb Vote
166,Billy,Road House (2024),ISFJ,5 Pdb Votes
167,Sister Mary,Immaculate (2024),ISFJ,2 Pdb Votes
168,Orion's Mother,Orion and the Dark (2024),XXXX,1 Pdb Vote
169,Afraid Young Boy,Five Nights at Freddy's (Movie),XXXX,3 Pdb Votes
170,Eloise Parker,The Beekeeper (2024),ISFJ,6 Pdb Votes
171,Perry Malinowski,Final Destination 3 (2006),ISFJ,6 Pdb Votes
172,"Susana ""Susy"" Parrado",La Sociedad de la Nieve (Society of the Snow),ISFJ,9 Pdb Votes
173,Naina,Kabhi Khushi Kabhie Gham... (2001),ISFJ,10 Pdb Votes
174,Stan's wife,Finding Nemo (Franchise),XXXX,1 Pdb Vote
175,Lidiya Pospelova,Bandit Petersburg | Бандитский Петербург,ISFJ,3 Pdb Votes
176,Animal-talent,Tinker Bell (2008),XXXX,4 Pdb Votes
177,Matsumoto Erino,Our Secret Diary (2023),ISFJ,12 Pdb Votes
178,Mr. Wiatt,Detachment,XXXX,7 Pdb Votes
179,Катя Капитонова,"Все умрут, а я останусь (2008)",ISFJ,4 Pdb Votes
180,Наталья Добровольская,Фишер (Fischer),ISFJ,11 Pdb Votes
181,The Chamaleon,Kung Fu Panda (Franchise),XXXX,1 Pdb Vote
182,Deok Hee,Citizen of a Kind (2024),XXXX,1 Pdb Vote
183,Miss Tanner,Suspiria (2018),ISFJ,9 Pdb Votes
184,Parthiban (Persona),Lokesh Cinemeatic Universe ( LCU),ISFJ,24 Pdb Votes
185,Lottie Bell,Wonka (2023 Movie),ISFJ,44 Pdb Votes
186,Abacus Crunch,Wonka (2023 Movie),ISFJ,35 Pdb Votes
187,Miss Clavel,Madeline (1998),XXXX,1 Pdb Vote
188,"Aña ""Anya"" Sofia Corazon ""Spider-Girl""",Spider-Man: Across the Spider-Verse (2023),XXXX,3 Pdb Votes
189,Mary Jo Elliott,Nope (2022),ISFJ,3 Pdb Votes
190,Priest Choi,The Divine Fury (2019),ISFP,1 Pdb Vote
191,Emma Darwin,Creation (2009 film),XXXX,1 Pdb Vote
192,Sora Nagase,Looking for Magical Doremi,XXXX,5 Pdb Votes
193,Cinderella,Wreck-It Ralph (Franchise),ISFJ,5 Pdb Votes
194,Dasha,Vacations of Petrov and Vasechkin (1984),INFP,1 Pdb Vote
195,Thomas,K-12 (2019),ISFJ,3 Pdb Votes
196,Dr. Carol Bennell,The Invasion,ISFJ,9 Pdb Votes
197,Kay Hilliard,The Opposite Sex (1956),XXXX,1 Pdb Vote
198,Daniel,Talk to Me,ISFJ,12 Pdb Votes
199,Princess Leila,Maleficent (2014),ISFJ,2 Pdb Votes
200, Otto Frank ,The Diary of Anne Frank (1959),XXXX,5 Pdb Votes
201,Raymond K. Hessel,Fight Club (1999),ISFJ,20 Pdb Votes
202,Rose Marrowbone,Marrowbone (2017),ISFJ,2 Pdb Votes
203,Hwang In Gook,Dream,XXXX,1 Pdb Vote
204,Annie MacDuggan,The First Wives Club (1996),ISFJ,17 Pdb Votes
205,R. M. Renfield,Renfield (2023),ISFJ,117 Pdb Votes
206,Sombut ,Midnight My Love,ISFJ,5 Pdb Votes
207,Mother,Leila's Brothers,ISFJ,10 Pdb Votes
208,Alexia,The Ultimate Gift (2006),XXXX,1 Pdb Vote
209,Kurt,Megan (2023),ISFJ,8 Pdb Votes
210,Beau Wassermann,Beau is Afraid,ISFJ,138 Pdb Votes
211,Margaret,"Are You There God? It's Me, Margaret (2023)",ISFJ,56 Pdb Votes
212,Dorothy Quimby,Ramona and Beezus (2010),ISFJ,10 Pdb Votes
213,Eskandar newShahabi (esi),Once upon a time on Mars (روزی روزگاری در مریخ),ISFJ,15 Pdb Votes
214,Carol White,Safe (1995),ISFJ,18 Pdb Votes
215,Gwynne,The Pebble and the Penguin (1995),ISFJ,10 Pdb Votes
216,שרון,סרט אפס,ISFJ,2 Pdb Votes
217,Kappa,Oni: Thunder God's Tale,ISFJ,7 Pdb Votes
218,Devika,777 Charlie (2022),ISFJ,3 Pdb Votes
219,Claude Gatignol,Le Prénom (2012),ISFJ,10 Pdb Votes
220,Olga Stapels,Turks fruit / Turkish Delight (1973),ISFJ,9 Pdb Votes
221,Leah Chaudhry,Grimcutty,ISFJ,2 Pdb Votes
222,Bjørn,Speak No Evil (2022),ISFJ,22 Pdb Votes
223,Alicja,Galerianki (Mall Girls),ISFJ,19 Pdb Votes
224,Shwet Ketu Jha (sk),Aspirants [web series],ISFJ,6 Pdb Votes
225,The Baker,Cinderella (1950),ISFJ,20 Pdb Votes
226,Priest,Amadeus (1984),ISFJ,11 Pdb Votes
227,Jane Martin,The Blob (1958),ISFJ,2 Pdb Votes
228,Li Ronan,Incantation (2022),ISFJ,30 Pdb Votes
229,Timmy,The Pebble and the Penguin (1995),ISFJ,10 Pdb Votes
230,The Assisted Living Priest,The Irishman (2019),XXXX,1 Pdb Vote
231,Marcus,The Ballad of Songbirds and Snakes (2023),XXXX,9 Pdb Votes
232,Alissa,It Takes Two,ISFJ,8 Pdb Votes
233,Sarah Quinn,Goosebumps (2015),ISFJ,8 Pdb Votes
234,Nuri Çamlı,Her Şey Çok Güzel Olacak,ISFJ,13 Pdb Votes
235,Lourdes Valenzuela ''La tora'',Perras 2011,ISFJ,11 Pdb Votes
236,Dr. John Dolittle,Doctor Dolittle (1998),ISFJ,7 Pdb Votes
237,KTX Captain,Train to Busan (2016),ISFJ,8 Pdb Votes
238,Mediha Sessiz,The Butterfly's Dream,ISFJ,5 Pdb Votes
239,Ben,Scouts Guide to the Zombie Apocalypse,ISFJ,10 Pdb Votes
240,Junna Kurihara,One Cut of the Dead,ISFJ,4 Pdb Votes
241,Amy Fowler,High Noon,ISFJ,8 Pdb Votes
242,Empress Mehrunisa,Padmaavat (2018),ISFJ,10 Pdb Votes
243,Jerry,Sing (Franchise),ISFJ,56 Pdb Votes
244,Jasmine,Mr. & Mrs. Smith (2005),ISFJ,13 Pdb Votes
245,Munk,Happily N'Ever After,ISFJ,25 Pdb Votes
246,Lily,It Ends with Us,ISFJ,11 Pdb Votes
247,Jin Lee,Turning Red (2022),ISFJ,388 Pdb Votes
248,Franco Rivera,Coco (2017),ISFJ,6 Pdb Votes
249,Katie,The Secret Life of Pets (2016),ISFJ,17 Pdb Votes
250,Hamid,Just 6.5,XXXX,1 Pdb Vote
251,Sue Ann,Ma (2019),ISFJ,54 Pdb Votes
252,Lisa,Dead Silence,XXXX,1 Pdb Vote
253,Dylan,Sinister Series,ISFJ,7 Pdb Votes
254,"Lt. Cmdr. Rick ""Jester"" Heatherly",Top Gun Series,ISFJ,9 Pdb Votes
255,Bennett,Think Like a Man (2012),ISFJ,12 Pdb Votes
256,Candace,Think Like a Man (2012),ISFJ,12 Pdb Votes
257,Alice Lomax,The Devil's Advocate (1997),XXXX,9 Pdb Votes
258,Mr. Manchas,Zootopia (2016),ISFJ,40 Pdb Votes
259,Dana,Liceenii (1986),ISFJ,19 Pdb Votes
260,Therapy Cat Lady,Soul (2020),ISFJ,10 Pdb Votes
261,Mr. Stork,Dumbo (1941),ISFJ,8 Pdb Votes
262,Junjie,Kung Fu Panda (Franchise),ISFJ,5 Pdb Votes
263,Johnna Monevata,August: Osage County (2013),ISFJ,5 Pdb Votes
264,Ivy Weston,August: Osage County (2013),ISFJ,11 Pdb Votes
265,Alexia's Mother,Titane (2021),ISFJ,2 Pdb Votes
266,Miss Viola,Happy Feet (2006-2011),ISFJ,2 Pdb Votes
267,Annette,Annette (2021),ISFJ,13 Pdb Votes
268,Yusuf,Masumiyet,XXXX,6 Pdb Votes
269,Masafumi Kobayashi,Noroi: The Curse (2005),ISFJ,17 Pdb Votes
270,Петр Величук,Огонь (2020),ISFJ,4 Pdb Votes
271,Jim Hawkins,Treasure Island (1988),ISFJ,104 Pdb Votes
272,Cindy Berman,Fear Street (Franchise),ISFJ,622 Pdb Votes
273,Cynthia,Red Eye (2005),ISFJ,17 Pdb Votes
274,Bob Redding,Elvira: Mistress of the Dark (1988),ISFJ,23 Pdb Votes
275,Arthur Kipps,The Woman in Black (2012),ISFJ,13 Pdb Votes
276,Han Solo Berger (Todd Peterson),That’s My Boy,ISFJ,26 Pdb Votes
277,Anne,The Father (2020),ISFJ,48 Pdb Votes
278,Trindade,Cabras da Peste,ISFJ,8 Pdb Votes
279,BURN-E,WALL-E (2008),ISFJ,11 Pdb Votes
280,Nadia,The Diamond Arm (1969),ISFJ,6 Pdb Votes
281,Kevin,Warm Bodies (2013),ISFJ,6 Pdb Votes
282,Princess Courtney,Barbie in Rock 'N Royals (2015),ISFJ,63 Pdb Votes
283,Behemoth,MonsterVerse,ISFJ,17 Pdb Votes
284,Josh Valentine,Godzilla vs. Kong,ISFJ,9 Pdb Votes
285,Fa Li,Mulan (Franchise),ISFJ,44 Pdb Votes
286,Thomas,Pocahontas (1995),ISFJ,40 Pdb Votes
287,Alice’s Sister,Alice in Wonderland (1951),ISFJ,33 Pdb Votes
288,Anne Best,Midway (2019),XXXX,3 Pdb Votes
289,Princess Catania,Barbie Mariposa,ISFJ,67 Pdb Votes
290,Trey,Sunshine (2007),ISFJ,13 Pdb Votes
291,Rie Higashi,The World Of Kanako (2014),ISFJ,7 Pdb Votes
292,Queen Athena,The Little Mermaid (1989),ISFJ,36 Pdb Votes
293,Boxer,Animal Farm (1954),ISFJ,21 Pdb Votes
294,Paul Hackett,After Hours (1985),ISFJ,33 Pdb Votes
295,Henry Lipkin,Good Will Hunting (1997),ISFJ,6 Pdb Votes
296,Stella,"Interstella 5555: The 5tory of the 5ecret 5tar 5ystem (2003) (インターステラ5555, Intāsutera Fō Faibu, ""Four Five"")",ISFJ,29 Pdb Votes
297,Amy Herman,Megan Is Missing (2011),ISFJ,98 Pdb Votes
298,"Edward ""Ned"" Plimpton",The Life Aquatic with Steve Zissou (2004),ISFJ,44 Pdb Votes
299,Arlene,13 going on 30 (2004),ISFJ,29 Pdb Votes
300,Tom,Good Will Hunting (1997),ISFJ,13 Pdb Votes
301,Wendolene Ramsbottom,Wallace and Gromit,ISFJ,25 Pdb Votes
302,Nathan Sears,Final Destination 5 (2011),ISFJ,5 Pdb Votes
303,Reuben Feffer,Along Came Polly (2004),ISFJ,61 Pdb Votes
304,Sy Parrish,One Hour Photo (2002),ISFJ,90 Pdb Votes
305,Azula,The Last Airbender (2010),ISFJ,67 Pdb Votes
306,Aaron,Creep,ISFJ,82 Pdb Votes
307,Ms. Sarah Madison,Detachment,ISFJ,12 Pdb Votes
308,Willy,Free Willy (1993-),ISFJ,4 Pdb Votes
309,Grace Cahill,Brothers (2009),ISFJ,22 Pdb Votes
310,Bonnie's Mom,Toy Story (Franchise),ISFJ,18 Pdb Votes
311,Theresa Gardner,Color Out of Space,XXXX,13 Pdb Votes
312,Sarah,My Bloody Valentine (2009),XXXX,21 Pdb Votes
313,Pygar,Barbarella,ISFJ,3 Pdb Votes
314,King Randolph,Barbie In The 12 Dancing Princesses (2006),ISFJ,28 Pdb Votes
315,Kim Ja-Hong,Along With The Gods,ISFJ,10 Pdb Votes
316,Glowworm,James and the Giant Peach (1996),ISFJ,9 Pdb Votes
317,Dr. Preeti Sikka Singh,Kabir Singh,ISFJ,45 Pdb Votes
318,Captain James Nicholls,War Horse (2011),XXXX,10 Pdb Votes
319,Heather,How to Train Your Dragon (Franchise),ISFJ,151 Pdb Votes
320,Dawn Wiener,Welcome to the Dollhouse (1995),ISFJ,83 Pdb Votes
321,Barbie,The Barbie Diaries,ISFJ,90 Pdb Votes
322,Julia Cotton,Hellraiser,ISFJ,50 Pdb Votes
323,Amelia Fanning,The Babadook (2014),ISFJ,75 Pdb Votes
324,James,The Invisible Man (2020),ISFJ,31 Pdb Votes
325,Abnegation,Divergent (2014),ISFJ,432 Pdb Votes
326,Queen Belle,Descendants (Franchise),ISFJ,41 Pdb Votes
327,Wanda Werewolf,Hotel Transylvania (2012),ISFJ,38 Pdb Votes
328,George Knightley,Emma. (2020),ISFJ,181 Pdb Votes
329,Dan,Mulholland Drive (2001),ISFJ,26 Pdb Votes
330,Bonnie Stevenson,Gifted (2017),ISFJ,29 Pdb Votes
331,Josie Geller,Never Been Kissed (1999),ISFJ,52 Pdb Votes
332,Nanny,One Hundred and One Dalmatians (1961),ISFJ,22 Pdb Votes
333,Perdita,One Hundred and One Dalmatians (1961),ISFJ,51 Pdb Votes
334,Ryce Newton,Beethoven,ISFJ,9 Pdb Votes
335,Brillo,Beethoven,ISFJ,4 Pdb Votes
336,Friar Tuck,The Adventures of Robin Hood (1938),ISFJ,2 Pdb Votes
337,Dora Orefice,Life Is Beautiful (1997),ISFJ,50 Pdb Votes
338,"Theresa ""Tessa"" Young",After (Film Trilogy),ISFJ,278 Pdb Votes
339,Shmi Skywalker Lars,Star Wars,ISFJ,73 Pdb Votes
340,Audrey Reede,Liar Liar (1997),ISFJ,27 Pdb Votes
341,Doctor John Dolittle (Eddie Murphy),Doctor Dolittle 2,XXXX,1 Pdb Vote
342,Ethel Tenenbaum,The Royal Tenenbaums (2001),ISFJ,62 Pdb Votes
343,John Brooke,Little Women (2019),ISFJ,72 Pdb Votes
344,Lena Kaligaris,The Sisterhood of the Traveling Pants (2005),ISFJ,72 Pdb Votes
345,Ursula,Beowulf,ISFJ,10 Pdb Votes
346,Jimmie Dimmick,Pulp Fiction (1994),ISFJ,120 Pdb Votes
347,Peter Miles,Ford v Ferrari / Le Mans '66 (2019),ISFJ,19 Pdb Votes
348,Ashlyn,Barbie In The 12 Dancing Princesses (2006),ISFJ,54 Pdb Votes
349,Marzia,Call Me by Your Name (2017),ISFJ,163 Pdb Votes
350,Ratchet,Transformers (Bayverse),ISFJ,30 Pdb Votes
351,Cass Sheppard,Annihilation (2018),ISFJ,35 Pdb Votes
352,Corporal Weaver,Antz (1998),ISFJ,28 Pdb Votes
353,Klaus,Klaus (2019),ISFJ,207 Pdb Votes
354,Terence,Tinker Bell (2008),ISFJ,203 Pdb Votes
355,Lily Reynolds,Thoroughbreds (2018),ISFJ,104 Pdb Votes
356,Mia Hall,If I Stay (2014),ISFJ,29 Pdb Votes
357,Jane,Descendants (Franchise),ISFJ,181 Pdb Votes
358,Alex Le Domas,Ready or Not (2019),ISFJ,98 Pdb Votes
359,Odette,Barbie of Swan Lake (2003),ISFJ,126 Pdb Votes
360,Princess Luciana,Barbie as the Island Princess (2007),ISFJ,131 Pdb Votes
361,Ozzie,Over The Hedge (2006),ISFJ,56 Pdb Votes
362,Penny,Over The Hedge (2006),ISFJ,17 Pdb Votes
363,Evangeline,Nanny McPhee (2005),ISFJ,59 Pdb Votes
364,"Francine ""Fran"" Parker",Dawn of the Dead (1978),ISFJ,19 Pdb Votes
365,Magda Gross,The Zookeeper's Wife (2017),INTP,1 Pdb Vote
366,Whitey,Flushed Away (2006),ISFJ,61 Pdb Votes
367,Elizabeth James,The Parent Trap (1998),ISFJ,116 Pdb Votes
368,Megan Halsey,Re-Animator (1985),ISFJ,21 Pdb Votes
369,Perrier LaPadite,Inglourious Basterds (2009),ISFJ,104 Pdb Votes
370,King of Hearts,Alice in Wonderland (1951),ISFJ,101 Pdb Votes
371,Bonnie Lisbon,The Virgin Suicides (2000),ISFJ,116 Pdb Votes
372,Marcel,Inglourious Basterds (2009),ISFJ,76 Pdb Votes
373,Steve Graham,Hereditary (2018),ISFJ,185 Pdb Votes
374,Lucy Tucci,Home (2015),ISFJ,12 Pdb Votes
