char,movie,mbti,votes
Golden Freddy,Five Nights at Freddy's (Movie),INTJ,140 Pdb Votes
Chimo Ahuactzin,La Leyenda de la Nahuala,XXXX,29 Pdb Votes
Koo Ja-Yoon,The Witch: Part 1. The Subversion,INTJ,140 Pdb Votes
Roman Bridger,Scream (Franchise),INTJ,197 Pdb Votes
Andre Kriegman,Zero Day (2003),INTJ,138 Pdb Votes
Erik “The Phantom”,The Phantom of the Opera (2004),INTJ,308 Pdb Votes
Seok-woo,Train to Busan (2016),INTJ,356 Pdb Votes
Gromit,Wallace and Gromit,INTJ,338 Pdb Votes
"Tobias ""Four"" Eaton",Divergent (2014),INTJ,663 Pdb Votes
Tarsier,Sing (Franchise),XXXX,3 Pdb Votes
Oompa Loompa,Wonka (2023 Movie),INTJ,99 Pdb Votes
high school student,Ballerina (2023),XXXX,58 Pdb Votes
Alistair,Barbie in A Mermaid Tale 2,INTJ,17 Pdb Votes
That one kid dancing in the Lorax,The Lorax (2012),INTJ,164 Pdb Votes
Sofina,Dungeons & Dragons: Honor Among Thieves (2023),INTJ,121 Pdb Votes
Gellert Grindelwald (Mads version),Fantastic Beasts,INTJ,335 Pdb Votes
Cassandra “Cassie” Thomas,Promising Young Woman (2020),INTJ,473 Pdb Votes
Howard Hughes,The Aviator,INTJ,153 Pdb Votes
Doofy Gilmore,Scary Movie,INTJ,128 Pdb Votes
Major Timothy Cain,Resident Evil,INTJ,5 Pdb Votes
Jackson Rippner,Red Eye (2005),INTJ,129 Pdb Votes
Sentinel Prime,Transformers (Bayverse),INTJ,89 Pdb Votes
Benoit Blanc,Knives Out (2019),INTJ,1.1k Pdb Votes
Lady Kaede,Ran (1985),INTJ,39 Pdb Votes
Ben,Night of the Living Dead (1968),INTJ,77 Pdb Votes
"Roger ""Verbal"" Kint",The Usual Suspects (1995),INTJ,234 Pdb Votes
"Don Diego de la Vega ""Zorro""",The Mask of Zorro (1998),INTJ,85 Pdb Votes
Erika Kohut,The Piano Teacher (2001),INTJ,340 Pdb Votes
John Preston,Equilibrium (2002),INTJ,122 Pdb Votes
"Elijah Price ""Mr. Glass""",Unbreakable (2000),INTJ,229 Pdb Votes
Lady Izumi Hideko,The Handmaiden (2016),INTJ,514 Pdb Votes
Solomon Lane,Mission: Impossible (Franchise),INTJ,121 Pdb Votes
Hal 9000,2001: A Space Odyssey (1968),INTJ,381 Pdb Votes
Clarice Starling,The Silence of the Lambs (1991),INTJ,716 Pdb Votes
Jina,Aloners (2021),INTJ,11 Pdb Votes
Omnidroid v.8,The Incredibles (Franchise),XXXX,7 Pdb Votes
Mahtab,Gonahe Fereshteh (Fereshteh's Sin),XXXX,19 Pdb Votes
Mushafiq,Gonahe Fereshteh (Fereshteh's Sin),XXXX,23 Pdb Votes
Devra Bloodaxe,Rebel Moon (Franchise),INTJ,7 Pdb Votes
Melody,Ghostbusters: Frozen Empire (2024),INTJ,10 Pdb Votes
Cassidy,Five Nights at Freddy's (Movie),INTJ,96 Pdb Votes
Actress,Kyôshin (Mirrored Mind),INTJ,21 Pdb Votes
Form II - Makashi (Lightsaber Form),Star Wars,INTJ,9 Pdb Votes
Pat Cooper,Separate Tables (1958),XXXX,4 Pdb Votes
Animal Masked People,The Farm,INTJ,2 Pdb Votes
King Paimon,Hereditary (2018),XXXX,18 Pdb Votes
Matilda Wormwood,Matilda the Musical (2022 film),INTJ,515 Pdb Votes
Kalix Jace Martinez,The Rain in España (2022),INTJ,13 Pdb Votes
Alien Mefilas,Shin Ultraman,INTJ,22 Pdb Votes
Eleazar,Twilight (Franchise),INTJ,23 Pdb Votes
Nikolai,25th Hour,INTJ,2 Pdb Votes
Yuichi Kimura (The Father),Bullet Train,INTJ,114 Pdb Votes
Artemus Gordon,Wild Wild West (1999),INTJ,49 Pdb Votes
Wolfgang Přiklopil,3096 Days,INTJ,26 Pdb Votes
Alluri Sitarama Raju,RRR (2022),INTJ,213 Pdb Votes
Aksel,The Worst Person in the World (2021),INTJ,116 Pdb Votes
Peter Gordon,The Power of the Dog (2021),INTJ,200 Pdb Votes
Long John Silver,Treasure Island (1988),INTJ,116 Pdb Votes
Screaming Death,How to Train Your Dragon (Franchise),INTJ,25 Pdb Votes
The Phantom / Erik,The Phantom of the Opera (1925),INTJ,11 Pdb Votes
Wuxian,The Legend of Hei (2019),INTJ,81 Pdb Votes
Gargamel,The Smurfs (2011),INTJ,41 Pdb Votes
William Killick,The Edge of Love (2008),XXXX,96 Pdb Votes
Isabel Lahiri,Ocean's Eleven Trilogy,INTJ,23 Pdb Votes
Dementor,Harry Potter / Wizarding World Films,INTJ,138 Pdb Votes
Bagul(Boogeyman),Sinister Series,INTJ,74 Pdb Votes
Tate,Ken Park (2002),INTJ,18 Pdb Votes
Shelob,The Lord of the Rings (Film Trilogy),INTJ,24 Pdb Votes
Jake,Blended (2014),INTJ,28 Pdb Votes
Feathers McGraw,Wallace and Gromit,INTJ,83 Pdb Votes
Wednesday Addams,The Addams Family (2019),INTJ,174 Pdb Votes
Sadako Yamamura,Ring (1998),INTJ,93 Pdb Votes
Colonel John Matrix,Commando (1985),INTJ,36 Pdb Votes
Luke Lerner,Better Watch Out,INTJ,88 Pdb Votes
Shūsuke Hoshino,All About Lily Chou-Chou (2001),INTJ,118 Pdb Votes
Maya Harris,Zero Dark Thirty (2012),INTJ,49 Pdb Votes
Elizabeth Abbott,The Curious Case of Benjamin Button (2008),INTJ,51 Pdb Votes
Asami Yamazaki,Audition (1999),INTJ,120 Pdb Votes
Ravenna,Snow White and the Huntsman,INTJ,254 Pdb Votes
Chris Wilton,Match Point (2005),XXXX,52 Pdb Votes
Thomas Gabriel,Die Hard,INTJ,18 Pdb Votes
Forte,Beauty and the Beast (Franchise),INTJ,62 Pdb Votes
Indominus Rex,Jurassic Park / Jurassic World (Film Franchise),INTJ,173 Pdb Votes
Donald Buchanan,Transcendence (2014),INTJ,23 Pdb Votes
Jane Austen,Becoming Jane (2007),INTJ,86 Pdb Votes
Shere Khan,Mowgli: Legend of the Jungle ( 2018),INTJ,24 Pdb Votes
Irene Reppler,The Mist (2007),INTJ,12 Pdb Votes
Dr. Noboru Yasumoto,Red Beard (1965),INTJ,11 Pdb Votes
Lucifer,Cinderella (1950),INTJ,201 Pdb Votes
Cipher,The Fast and the Furious (Film Franchise),INTJ,108 Pdb Votes
Frank,Donnie Darko (2001),INTJ,272 Pdb Votes
R. L. Stine,Goosebumps (2015),INTJ,35 Pdb Votes
Grimmel the Grisly,How to Train Your Dragon (Franchise),INTJ,221 Pdb Votes
Lucy (post drug),Lucy (2014),INTJ,349 Pdb Votes
Mr. Peabody,Mr. Peabody & Sherman (2014),INTJ,418 Pdb Votes
India Stoker,Stoker (2013),INTJ,235 Pdb Votes
Dr. Jonathan Clemens,Alien,INTJ,30 Pdb Votes
Katherine Johnson,Hidden Figures (2016),INTJ,115 Pdb Votes
Antonio Salieri,Amadeus (1984),INTJ,324 Pdb Votes
Wicked Witch of the West,The Wizard of Oz (1939),INTJ,125 Pdb Votes
Kurt Hendricks,Mission: Impossible (Franchise),INTJ,28 Pdb Votes
Deborah,Once Upon a Time in America (1984),INTJ,74 Pdb Votes
Agnarr,Frozen (Franchise),INTJ,233 Pdb Votes
Eldon Tyrell,Blade Runner,INTJ,90 Pdb Votes
Archie Hicox,Inglourious Basterds (2009),INTJ,149 Pdb Votes
Neil McCauley,Heat (1995),INTJ,277 Pdb Votes
"Alfred Borden ""The Professor""",The Prestige (2006),INTJ,236 Pdb Votes
Dr. Abraham Van Helsing,Bram Stoker's Dracula (1992),INTJ,83 Pdb Votes
Roy Batty,Blade Runner,INTJ,477 Pdb Votes
Juror #11,12 Angry Men (1957),INTJ,179 Pdb Votes
Niki Lauda,Rush (2013),INTJ,128 Pdb Votes
Mark,All the Colors of the Dark (1972),XXXX,1 Pdb Vote
Tomoyama,Perfect Days (2023),XXXX,1 Pdb Vote
Dr. Lundgren,The Beast Must Die (1974),INTJ,10 Pdb Votes
Geoffrey Appleyard,The Ministry of Ungentlemanly Warfare (2024),INTJ,2 Pdb Votes
Emilio Lopez,Mr. Deeds (2002),INTJ,5 Pdb Votes
Aldys Martin,Never Been Kissed (1999),XXXX,1 Pdb Vote
Stella,On Moonlight Bay (series),XXXX,5 Pdb Votes
Andy,Lord of the Flies (1990),XXXX,1 Pdb Vote
Detective Kelso,Ripper (2001),XXXX,1 Pdb Vote
The Chief (Шеф),The Diamond Arm (1969),XXXX,1 Pdb Vote
Abraham Ozler,Abraham Ozler (2024),INTJ,2 Pdb Votes
Phraya Wichien,Man Suang (2023),XXXX,1 Pdb Vote
Katou,Outrage,INTJ,10 Pdb Votes
Kataoka,Outrage,INTJ,10 Pdb Votes
Ishihara,Outrage,INTJ,10 Pdb Votes
Laine Billings Hanson,The Contender (2000),XXXX,1 Pdb Vote
Barcelin,Rosalie (2023),INTJ,2 Pdb Votes
Lin Dan,Red Corner (1997),XXXX,1 Pdb Vote
Frank White,King Of New York (1990),INTJ,15 Pdb Votes
Dr. Paul Merchant,Hellraiser,XXXX,2 Pdb Votes
Dusan Gavrich,The Peacemaker (1997),XXXX,1 Pdb Vote
Garraka,Ghostbusters: Frozen Empire (2024),INTJ,8 Pdb Votes
Kenshi Takahashi,Mortal Kombat Legends: Snow Blind,INTJ,1 Pdb Vote
Sidney Bruhl,Deathtrap (1982 film),XXXX,8 Pdb Votes
Irv Ravitz,The Devil Wears Prada (2006),INTJ,2 Pdb Votes
Dr. Richard Benjamin Vannacutt,House on Haunted Hill (1999),XXXX,1 Pdb Vote
Mr. Henry Dubros,Tom and Jerry (2021),ENTJ,1 Pdb Vote
Alex Dall,The Novice (2021),INTJ,16 Pdb Votes
The conscience ,The Messenger: The Story of Joan of Arc,INTJ,18 Pdb Votes
Mirta,Cuando Acecha la Maldad/When Evil Lurks,INTJ,4 Pdb Votes
Mojo Jojo,The Powerpuff Girls Movie (2002),XXXX,1 Pdb Vote
"Thelonious ""Monk"" Ellison",American Fiction,INTJ,50 Pdb Votes
Zoey Miller,The Other Zoey (2023),XXXX,36 Pdb Votes
Squirtle,Leo (2023),INTJ,63 Pdb Votes
Madeline,Madeline (1998),INTJ,12 Pdb Votes
Jimmy Shaker,Ransom (1996),INTJ,6 Pdb Votes
Sarah,Cobweb,INTJ,8 Pdb Votes
Parker,Heart of Stone (2023),INTJ,13 Pdb Votes
Prince,Once Upon a Crime,XXXX,12 Pdb Votes
Madame Leota,Haunted Mansion (2023),INTJ,13 Pdb Votes
John Givings Jr.,Revolutionary Road (2008),INTJ,3 Pdb Votes
Gulyabani,Süt Kardeşler,XXXX,1 Pdb Vote
Taylor Ambrose,My Sister's Keeper (2009),INTJ,5 Pdb Votes
The Tracker,What Dreams May Come,INTJ,3 Pdb Votes
Jane Hudson ,Summertime (1955),XXXX,1 Pdb Vote
 Anna Holm (alias Ingrid Paulsen),A Woman's Face (1941),INTJ,2 Pdb Votes
Johnny Smith ,Come Live with Me (1941),INTJ,3 Pdb Votes
 Elizabeth of England,Mary of Scotland (1936),INTJ,4 Pdb Votes
Kitty Collins,The Killers (1946),INTJ,8 Pdb Votes
Tsumuji,Picnic (1996),INTJ,2 Pdb Votes
Tyler Jackson,Bandidas,XXXX,1 Pdb Vote
Moss,The Wandering Earth 2,INTJ,62 Pdb Votes
Diane Adler,Gifted (2017),INTJ,9 Pdb Votes
Mohan Bhargava,Swades,INTJ,15 Pdb Votes
Overlook Hotel,The Shining (1980),INTJ,28 Pdb Votes
Piku,Piku,INTJ,17 Pdb Votes
Zé do Caixão,Esta Noite Encarnarei No Teu Cadáver (1967),INTJ,17 Pdb Votes
Suzaki Ryo,High and Low,INTJ,27 Pdb Votes
Primo Abel,Coco (2017),INTJ,6 Pdb Votes
Darryl Peabody,Salt,INTJ,5 Pdb Votes
Rosebud,Killer Klowns from Outer Space (1988),XXXX,4 Pdb Votes
Zōffy,Shin Ultraman,INTJ,16 Pdb Votes
Fern,Tinker Bell (2008),INTJ,6 Pdb Votes
David Banner (Absorbing Man),Hulk (Ang Lee),INTJ,9 Pdb Votes
Mary Poppins (Мэри Поппинс),"Mary Poppins, goodbye (Мэри Поппинс, до свидания)",INTJ,20 Pdb Votes
Hannibal Lecter,Hannibal Rising (Movie),INTJ,54 Pdb Votes
Tomas Ericsson,Winter Light (1963) (Nattvardsgästerna),INTJ,31 Pdb Votes
.,Ivan Vasilievich: Back to the Future,ESTJ,3 Pdb Votes
Esmeralda,Edward Scissorhands (1990),INTJ,57 Pdb Votes
Robert F. Kennedy / RFK,The Irishman (2019),INTJ,8 Pdb Votes
Logan Nelson,Saw Series (2004),INTJ,30 Pdb Votes
Micheal,Honor Society (2022),INTJ,58 Pdb Votes
William Darcy,Bride And Prejudice,INTJ,7 Pdb Votes
Seo Rae,Decision To Leave (2022),INTJ,85 Pdb Votes
Goo Ja Yun,The Witch: Part 2. The Other One,INTJ,13 Pdb Votes
Jang,The Witch: Part 2. The Other One,INTJ,31 Pdb Votes
Bobby Fischer,Pawn Sacrifice,INTJ,42 Pdb Votes
Director,"Ritual, 式日, (2000)",INTJ,23 Pdb Votes
Jabberwocky,Alice in Wonderland / Through the Looking Glass (2010 - 2016),INTJ,18 Pdb Votes
Ra. One,Ra.One (2011),INTJ,34 Pdb Votes
Bear,Annihilation (2018),INTJ,20 Pdb Votes
Hye Won,Little Forest (2018),INTJ,21 Pdb Votes
Kyla,"My Teacher, My Obsession",INTJ,32 Pdb Votes
The Monolith,2001: A Space Odyssey (1968),INTJ,35 Pdb Votes
Rynn ,The Little Girl Who Lives Down the Lane,INTJ,11 Pdb Votes
Noah Vosen,Jason Bourne,INTJ,12 Pdb Votes
Craig,Nope (2022),INTJ,2 Pdb Votes
Verna Jarrett,White Heat (1949),XXXX,1 Pdb Vote
Ayleen Charlotte,The Tinder Swindler,INTJ,29 Pdb Votes
Behçet Necatigil,The Butterfly's Dream,INTJ,4 Pdb Votes
Varvara,The Last Bogatyr (trilogy),INTJ,12 Pdb Votes
Ruth Patchett,She-Devil (1989),INTJ,22 Pdb Votes
Dr. Calico,Bolt (2008),INTJ,12 Pdb Votes
Marziye moghadam,Bache mohandes,INTJ,9 Pdb Votes
Norman Green,Nanny McPhee and the Big Bang,INTJ,21 Pdb Votes
Professor Wright,Tolkien (2019),INTJ,2 Pdb Votes
Michael,Legion (2010),INTJ,22 Pdb Votes
Claus von Stauffenberg,Valkyrie,INTJ,29 Pdb Votes
"Edward ""Brill” Lyle",Enemy of the state,INTJ,5 Pdb Votes
Col. Philippe Mathieu,The Battle of Algiers (1966),INTJ,10 Pdb Votes
Falco,Gladiator (2000),INTJ,5 Pdb Votes
Shai-Hulud,Dune (2021),INTJ,84 Pdb Votes
Kate Sanders,Birds of Paradise (2021),INTJ,103 Pdb Votes
Jin Woo,Hard Hit,INTJ,7 Pdb Votes
Etienne of Navarre,Lady Hawke (1985),INTJ,12 Pdb Votes
Yoshitaka Hiromitsu,Sensei Kunshu (2018),INTJ,6 Pdb Votes
Alan Stanwyk,Fletch (1985),INTJ,8 Pdb Votes
FLDSMDFR,Cloudy with a Chance of Meatballs (2009),INTJ,18 Pdb Votes
Tetra,The Witcher: Nightmare of the Wolf (2021),INTJ,36 Pdb Votes
S.T.E.V.E.,Free Birds (2013),INTJ,13 Pdb Votes
Kiryu,MonsterVerse,INTJ,18 Pdb Votes
Hideo Kuze,Ghost in the Shell (2017),INTJ,11 Pdb Votes
Malcolm,She's the Man,INTJ,23 Pdb Votes
Alexia's Father,Titane (2021),INTJ,2 Pdb Votes
Bridget Gregory,The Last Seduction (1994),XXXX,23 Pdb Votes
Passenger Watching Silhouette,Taxi Driver (1976),INTJ,179 Pdb Votes
Cielo Latini,Abzurdah,INTJ,46 Pdb Votes
Old Georgie,Cloud Atlas (2012),INTJ,12 Pdb Votes
The man,The Rental,INTJ,4 Pdb Votes
Yen Sid,Walt Disney's Fantasia (1940),INTJ,14 Pdb Votes
Dr. Génessier,Les Yeux sans visage (1960),XXXX,14 Pdb Votes
Eric Wynn,Cube Zero (2004),INTJ,13 Pdb Votes
Mel,Despicable Me (Franchise),INTJ,47 Pdb Votes
Zelda Winston,The Dead Don't Die (2019),INTJ,14 Pdb Votes
Yul Brenner,Cool Runnings (1993),INTJ,16 Pdb Votes
The Collector / Asa Emory,The Collector,INTJ,93 Pdb Votes
Harry “The Provost” Sims,The Da Vinci Code,INTJ,9 Pdb Votes
Nell Bedworth,It's a Boy Girl Thing,INTJ,32 Pdb Votes
Beethoven,Mr. Peabody & Sherman (2014),INTJ,5 Pdb Votes
Nightmare King,Little Nemo: Adventures in Slumberland,XXXX,11 Pdb Votes
Karl Ruprect Kroenen,Hellboy (2004),INTJ,88 Pdb Votes
Peter Isherwell,Don’t Look Up (2021),INTJ,222 Pdb Votes
Captain Morton / The Shepherd,Kingsman (Franchise),INTJ,14 Pdb Votes
Rowena Ravenclaw,Harry Potter / Wizarding World Films,INTJ,156 Pdb Votes
Eric Harris,I’m Not Ashamed,INTJ,14 Pdb Votes
Woolter,Zootopia (2016),INTJ,23 Pdb Votes
GO-4,WALL-E (2008),INTJ,35 Pdb Votes
The Ripper,Last Action Hero,XXXX,18 Pdb Votes
Fima Korolev,Guest from the Future (1985),INTJ,6 Pdb Votes
Betty Haynes,White Christmas (1954),INTJ,30 Pdb Votes
Dr. Caligari,The Cabinet of Dr. Caligari (1920),INTJ,27 Pdb Votes
Natalie Certain,Cars (Franchise),INTJ,29 Pdb Votes
Micheal,Bacurau (2019),XXXX,8 Pdb Votes
Pharaoh Seti I of Egypt,The Mummy (Franchise),INTJ,5 Pdb Votes
Black Knight Ghost,Scooby-Doo (2002),INTJ,19 Pdb Votes
Vijay Salgaonkar,Drishyam (2015),INTJ,46 Pdb Votes
Rowan North,Ghostbusters (2016),INTJ,14 Pdb Votes
Lindsey Brigman,The Abyss,INTJ,13 Pdb Votes
Felix Cortez,Patriot Games (1992),XXXX,1 Pdb Vote
Detective Slave Humphries / Cop,Faster (2010),INTJ,10 Pdb Votes
Helen Sharp,Death Becomes Her (1992),INTJ,48 Pdb Votes
Yoo-Seok,Forgotten (K Movie),INTJ,48 Pdb Votes
Sir Benjamin Merryweather,The Secret of Moonacre (2008),INTJ,13 Pdb Votes
Carrie Grey,When We First Met (2018),INTJ,14 Pdb Votes
"Simón ""Bombita"" (segment)",Wild Tales (Relatos salvajes) (2014),INTJ,30 Pdb Votes
Songlian,Raise the Red Lantern (1991),INTJ,40 Pdb Votes
Jozef Gabčík,Anthropoid (2016),INTJ,18 Pdb Votes
Lydia Lamont,The Falling,INTJ,4 Pdb Votes
Sherlock Gnomes,Sherlock Gnomes,INTJ,25 Pdb Votes
Glen Coco,Mean Girls (2004),INTJ,236 Pdb Votes
Whale,In the Heart of the Sea (2015),INTJ,4 Pdb Votes
Dadina,"The Great Beauty (La grande bellezza, 2013)",INTJ,14 Pdb Votes
Cypher Raige,After Earth,INTJ,20 Pdb Votes
Blair Witch,The Blair Witch Project (1999),INTJ,41 Pdb Votes
Guy Haines,Strangers on a Train (1951),INTJ,26 Pdb Votes
The Caller,Phone Booth (2002),INTJ,90 Pdb Votes
Dr. Josef Heiter,The Human Centipede,INTJ,160 Pdb Votes
Danny Balint,The Believer (2001),INTJ,59 Pdb Votes
Robert Laing,High-Rise,INTJ,23 Pdb Votes
Clear Rivers,Final Destination (2000),INTJ,135 Pdb Votes
Arthur Rimbaud,I'm Not There (2007),INTJ,14 Pdb Votes
Charles Morse,The Edge (1997),INTJ,18 Pdb Votes
Dr. Daisuke Serizawa,MonsterVerse,INTJ,22 Pdb Votes
Babadook,The Babadook (2014),INTJ,63 Pdb Votes
Antoine Richis,Perfume: The Story Of A Murderer,INTJ,15 Pdb Votes
Morgana,The Little Mermaid (1989),INTJ,43 Pdb Votes
Cameron Alexander,American History X (1998),INTJ,66 Pdb Votes
Pied Piper,Shrek (Franchise),INTJ,65 Pdb Votes
Evil Queen,Shrek (Franchise),INTJ,24 Pdb Votes
Dr. Richard Kimble,The Fugitive (1993),XXXX,76 Pdb Votes
"Vlad III ""the Impaler"" Drăculea / Dracula",Dracula Untold,INTJ,85 Pdb Votes
Jijii,Ichi the Killer (2001),INTJ,10 Pdb Votes
Colin Craven,The Secret Garden (1993),INTJ,37 Pdb Votes
Jim Phelps (Jon Voight),Mission: Impossible (Franchise),INTJ,15 Pdb Votes
Chen Nian,Better Days (2019),INTJ,186 Pdb Votes
Angela,Tesis / Thesis (1996),INTJ,58 Pdb Votes
Elizabeth Sloane,Miss Sloane,INTJ,137 Pdb Votes
Lockhart,A Cure for Wellness,INTJ,78 Pdb Votes
James Lake,About Time (2013),INTJ,81 Pdb Votes
Rangga,What's Up with Love? (2002),INTJ,49 Pdb Votes
Yang-Yang,Yi Yi (2000),INTJ,38 Pdb Votes
Detective Seo Tae-yoon,Memories Of Murder (2003),INTJ,134 Pdb Votes
Lady Asaji Washizu,Throne of Blood (1957) (蜘蛛巣城),INTJ,30 Pdb Votes
Jorge de Burgos,The Name of the Rose (1986),INTJ,17 Pdb Votes
Pink,Pink Floyd: The Wall,INTJ,165 Pdb Votes
Erudite,Divergent (2014),INTJ,346 Pdb Votes
Francis,Spy Kids (2001),INTJ,11 Pdb Votes
Benjamín Espósito,El secreto de sus ojos (The secret in their eyes),INTJ,33 Pdb Votes
Ben Cash,Captain Fantastic (2016),INTJ,150 Pdb Votes
"Kristian ""Varg"" Vikernes",Lords of Chaos (2018),INTJ,90 Pdb Votes
Holly Jones,Prisoners (2013),INTJ,62 Pdb Votes
Lord Asriel,The Golden Compass (2007),INTJ,19 Pdb Votes
Agent 47 (2007),Hitman (Movie Franchise),INTJ,36 Pdb Votes
Inspector Gadget,Inspector Gadget,INTJ,32 Pdb Votes
Sir Francis Walsingham,Elizabeth (1998 - 2007),INTJ,6 Pdb Votes
Old Green Grasshopper,James and the Giant Peach (1996),INTJ,28 Pdb Votes
Pinhead,Hellraiser,INTJ,136 Pdb Votes
Athena,Hercules (franchise),INTJ,29 Pdb Votes
Fitzwilliam Darcy,Pride and Prejudice and Zombies (2016),INTJ,37 Pdb Votes
Chatter Telephone,Toy Story (Franchise),INTJ,96 Pdb Votes
Philippe Weis,In Time (2011),INTJ,17 Pdb Votes
Judge Doom,Who Framed Roger Rabbit (1988),INTJ,62 Pdb Votes
Klaud,Star Wars,INTJ,58 Pdb Votes
Count Vladislaus Dracula,Van Helsing (2004),INTJ,88 Pdb Votes
Christopher Johnson,District 9 (2009),INTJ,32 Pdb Votes
Kate Forster,The Lake House (2006),INTJ,46 Pdb Votes
Damien Thorn (2006),The Omen (1976),INTJ,29 Pdb Votes
Amelia,Underworld,INTJ,2 Pdb Votes
Susan Morrow,Nocturnal Animals (2016),INTJ,117 Pdb Votes
The Thing,The Thing (1982),INTJ,95 Pdb Votes
Tak Mashido,Real Steel (2011),INTJ,16 Pdb Votes
Anna Greene,Anna (Mindscape: 2013),INTJ,72 Pdb Votes
Hanna,Hanna (2011),INTJ,74 Pdb Votes
Will the krill,Happy Feet (2006-2011),INTJ,36 Pdb Votes
Lilith Sullivan,Case 39 (2009),INTJ,81 Pdb Votes
Kim Soo-hyun,I Saw the Devil (2010),INTJ,102 Pdb Votes
Ingrid Magnussen,White Oleander (2002),INTJ,194 Pdb Votes
Dr. Cockroach Ph.D,Monsters vs. Aliens,INTJ,103 Pdb Votes
Tiberius,The Secret Life of Pets (2016),INTJ,30 Pdb Votes
Scar,The Lion King (2019),INTJ,151 Pdb Votes
Frank,Destination Wedding (2018),INTJ,50 Pdb Votes
Karen Pomeroy,Donnie Darko (2001),INTJ,128 Pdb Votes
Boris The Blade,Snatch (2000),INTJ,41 Pdb Votes
